"Gene.symbol"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"CKB"	5.23214175398607	3.29688271280082	16.4100231304518	1.81779538059562e-09	3.40911460784591e-08	12.326097241602
"MS4A6A"	-5.21446227154869	5.65775946864728	-23.4186085396672	3.11803082450758e-11	1.55885306217209e-09	16.3822593742067
"PDPN"	5.15296323660275	3.97505750887514	38.2033552976625	1.05977554214997e-13	2.713610224062e-11	21.6208941404311
"FCN1"	-5.13375665296168	4.75249253412461	-34.4871080787551	3.49687087191424e-13	6.034751398652e-11	20.4842492886941
"OASL"	5.12092330264347	2.72207487876992	31.6565869906933	9.48011750385315e-13	1.12477644134258e-10	19.3034654808331
"SORL1"	-5.11167450860075	5.76718180678365	-41.1682885661437	4.4262096712786e-14	1.54330188232234e-11	22.6184443296187
"CCL2"	5.07295393957785	8.20552351312375	50.6473564454436	3.91796255939927e-15	4.85049103090518e-12	25.3227676612304
"IL2RA"	5.04401271237916	5.54281384174977	32.6815642893518	6.54241971646955e-13	8.7325969418658e-11	20.234224200826
"CCL3L3"	5.01175288732626	3.51363219040676	13.1696241011214	2.13335163720416e-08	2.467405160639e-07	9.7773292660019
"CCL5"	4.99587865239466	4.61720140696661	26.3355387252913	8.02910118472272e-12	5.55373254012096e-10	17.7330603529325
"AC015849.2"	4.99254522814994	4.61864763821545	26.2453802525883	8.35435241006064e-12	5.67446145174475e-10	17.6938593941225
"IFI44L"	4.76136317488275	4.10236661858204	23.3748307349618	3.18604527754503e-11	1.5823716153156e-09	16.360515549548
"PADI2"	-4.7289899395157	3.85835502973423	-24.6929491547148	1.69129506203131e-11	9.86203963645218e-10	16.8593379204949
"IFIT2"	4.72572151238082	5.00903520654352	26.2412187338572	8.36970609212571e-12	5.67446145174475e-10	17.6892250727307
"PHOSPHO1"	-4.71554930889986	2.94821725927979	-31.5327703736837	9.9223863118036e-13	1.16112308313126e-10	19.1112146170513
"CCL4L2"	4.69950131684902	3.36329768302367	18.7088128795368	4.1004174429934e-10	1.07447288364329e-08	13.8164432910542
"FPR2"	4.60416892267808	3.99368139183441	28.6142439126269	3.06767522039773e-12	2.71560783111374e-10	18.6371312870702
"ART3"	4.59421512128805	2.82212500064758	6.50616796401813	3.2005233747174e-05	0.000113540161663303	2.2103479323423
"IL3RA"	4.558603816084	5.99455284843762	41.4546534871315	4.08175816841241e-14	1.48376251717715e-11	22.979449774178
"GCH1"	4.54579508378855	3.80957608535481	23.1069947568268	3.63879471965333e-11	1.75156363886379e-09	16.2253709938795
"MARCO"	4.54399157424412	4.48570159038599	32.4147979323632	7.19746183532872e-13	9.22482470679336e-11	20.0822987879256
"CLEC4E"	4.54011637810802	5.2534886273239	42.4202570296174	3.11853859583251e-14	1.33200579774496e-11	23.1470903242464
"THCAT158"	4.5084036866244	5.81466306125644	38.1898450064427	1.06416087218118e-13	2.713610224062e-11	22.0373175723906
"TGFA"	4.43865348707099	3.76019134969637	30.037722418234	1.74548148315033e-12	1.7338111127688e-10	19.1407444327495
"IFIT3"	4.42746703284137	5.991428838122	66.9345578020817	1.49063788107837e-16	1.66284238239209e-12	28.071083243955
"IFIT1"	4.37452407426563	4.63640020474054	34.7976837739295	3.14989046367877e-13	5.78665360988728e-11	20.8938036785372
"SERPINE1"	4.36692546610225	5.60126294408576	33.4837122031414	4.9328320146836e-13	7.29444282632723e-11	20.5194233808377
"ITGB3"	4.33275432986243	5.77473923286093	53.9104388995854	1.88533256276714e-15	3.62803666042211e-12	25.8312753552128
"RP11-290H9.2"	4.32240609493895	6.47394702253486	52.029264093387	2.85836445794284e-15	4.06959639699612e-12	25.5563900243698
"FUCA1"	-4.27069632819722	9.0014371922489	-42.6328312978789	2.94150814649014e-14	1.31622208408521e-11	23.3352391864397
"ISG15"	4.26262672682834	5.2286175043779	38.3019440082002	1.028361563107e-13	2.713610224062e-11	22.0362904515326
"RP11-1008C21.1"	4.25893954844094	2.63540201863151	20.3828173239446	1.53897121041968e-10	5.07593110618151e-09	14.7638015409204
"RP13-452N2.1"	4.25264783493727	3.15751190573585	24.1090297972052	2.22981321708231e-11	1.21325983483603e-09	16.66142142588
"BMP6"	4.2270162112858	2.4880203765517	13.5328161313498	1.57790068680794e-08	1.92697878728475e-07	10.1581885189372
"AC131056.3"	4.18591064037858	3.52666001743956	12.5958845822303	3.48829565904022e-08	3.72950759291003e-07	9.22295880458645
"TRAF1"	4.18554293348051	6.35886433030485	36.2742823329562	1.94010676002948e-13	4.04714708847028e-11	21.4499581304773
"CXCL2"	4.184690907387	6.32390935134249	21.4427271707202	8.60153044881714e-11	3.28763194000091e-09	15.1569219570465
"ETS1"	4.17073120769924	2.85712401907397	16.9540653386543	1.25663518371309e-09	2.55286707654437e-08	12.699456031776
"GJB2"	4.16616857516393	4.37096050493302	14.0126235276024	1.07090386533478e-08	1.397738161898e-07	10.3304197624157
"CD80"	4.13844599165981	3.71314577924842	38.8654319052843	8.67131690793717e-14	2.5573812369294e-11	21.8497972675912
"AMICA1"	-4.12885115692333	4.0449902992332	-15.6201668950038	3.17154044971457e-09	5.26586672335991e-08	11.750994722111
"TBC1D3B"	4.12463896072773	4.85784973883165	17.824100213659	7.11971357360804e-10	1.63087388356e-08	13.1011711739643
"PTPRF"	4.08533417049026	2.48977193263918	19.7755529779093	2.17604746770614e-10	6.71078898659917e-09	14.4216234331825
"MYO1B"	4.07696187497698	2.84654001272121	15.822287803723	2.74386903850979e-09	4.68321703525872e-08	11.9115939853359
"S100A8"	4.0610214021122	5.62082769723223	30.5167987577567	1.45223277033772e-12	1.54108055162856e-10	19.4325934555533
"DPEP2"	-4.0438631590772	4.38766284785072	-19.8509819691929	2.08327295320211e-10	6.48319096638579e-09	14.4899413451726
"IRAK2"	4.02973904012247	4.3633071851478	16.1874944561744	2.1210234928067e-09	3.83467580683624e-08	12.02139298723
"JAK3"	4.02896794732688	3.90376859599016	37.6346096902182	1.26257331042954e-13	3.12624130560705e-11	21.5993581049318
"ETS2"	3.98994729669492	6.74823786630073	45.6566880534175	1.31971132488135e-14	8.81044292764962e-12	24.1181291851689
"TMEM119"	-3.97542183226445	3.17498085437269	-14.6440937602544	6.54510784503681e-09	9.39764664610517e-08	11.0534441829617
"C17ORF96"	3.96368785075239	3.76672280298915	30.6213745794883	1.39560546594529e-12	1.50910882187818e-10	19.3790707368808
"SLC46A1"	-3.95625983109608	4.44807519853421	-36.6064341410601	1.74438924280764e-13	3.8731653186241e-11	21.1738068372321
"SLC39A8"	3.95206281123122	7.28275482188589	35.0427168070397	2.90247759096532e-13	5.57177861142051e-11	21.0232835190125
"RP1-67K17.3"	3.94823109114093	2.18682623615927	12.3623079964201	4.28545409477066e-08	4.41066163910582e-07	9.15425768196572
"CMPK2"	3.92584248059527	4.43532275358783	32.4090657878418	7.21229522600741e-13	9.22482470679336e-11	20.0997653148671
"MOB3B"	3.91366777075255	4.48978189959389	34.3552524914364	3.65652891306399e-13	6.13960685903765e-11	20.7589458790066
"TLR5"	-3.89616132431872	3.29239437554477	-18.7466949683068	4.0068797046352e-10	1.05971423767326e-08	13.8297305353286
"ADAM19"	3.89071461353032	3.55481745245114	18.9070731072296	3.63569867396977e-10	9.81294025983783e-09	13.9211292196701
"NIPAL4"	3.88433210477257	3.13861432860415	13.0906868892248	2.28009311327294e-08	2.60920233357456e-07	9.70682502761286
"AKR1C1"	3.88131411523589	2.92332534399953	22.2468632677395	5.63265094576189e-11	2.35867258353779e-09	15.7640382729519
"MIR147B"	3.83536568990413	5.02541302955454	26.1875642800746	8.57042357514579e-12	5.77992001417497e-10	17.6502271313033
"PROCR"	3.82252787810729	3.40753533327053	26.8338179758171	6.46211020587653e-12	4.69809161137874e-10	17.8897298852099
"ABI3"	-3.81583906014179	4.31178504833834	-34.6061066074048	3.35925675696804e-13	5.91679398894835e-11	20.5804487509365
"SERPINB9"	3.80843083598218	5.21838967940817	22.3407825577058	5.36604641526384e-11	2.2862569327876e-09	15.744028952699
"OAS3"	3.79885074336285	6.92066537330111	38.5883272842804	9.42697807413551e-14	2.68433200661009e-11	22.1694570954456
"RP11-519G16.5"	3.7815580364551	6.76130139356964	34.3481088148612	3.66540170522493e-13	6.13960685903765e-11	20.7950178494968
"C15ORF48"	3.77740544657568	6.76964222594568	34.5621847213777	3.40935354827254e-13	5.9437556502282e-11	20.868640703251
"MX1"	3.76483070937643	6.93892528533115	48.5728942290675	6.39366326521629e-15	6.42563158154237e-12	24.8305154967788
"AP001610.5"	3.76358477251017	4.12612742444414	41.1991169322245	4.38765646094288e-14	1.54330188232234e-11	22.6359625751449
"GAPT"	-3.75074484159661	2.58684633054566	-16.8071877389554	1.38682378460531e-09	2.75087334137014e-08	12.5995340554432
"CD209"	3.71114076397256	5.17779046039407	17.9417043295308	6.60654769737751e-10	1.54197906297397e-08	13.1151168246889
"XXBAC-BPG252P9.10"	3.7110565509507	3.12297749460513	14.4791460327525	7.42949597572671e-09	1.0361872550636e-07	10.8633514864975
"SOD2"	3.6998497746863	10.8410874266531	30.9168427870004	1.24815260479366e-12	1.38471995148699e-10	19.4767175050564
"CTB-113D17.1"	-3.69387193408497	3.36590713918647	-20.7528733864529	1.25206760346732e-10	4.33906186718846e-09	14.9669106048596
"CRIM1"	3.68265264470724	6.05266462975847	36.7450713853313	1.66912619540271e-13	3.8536514930345e-11	21.6014886024663
"NREP"	-3.68016123802859	2.2844428807695	-22.8959726667844	4.04461010261977e-11	1.86762604333132e-09	15.9169256870568
"DUSP5"	3.67889154956825	5.25393499323837	24.7473320136594	1.64883973979107e-11	9.64740649120908e-10	16.9579956595279
"IER3"	3.65261171768166	5.11179162211118	19.8293534180465	2.10942927249689e-10	6.55265438556534e-09	14.3193463918261
"SGPP2"	3.64354666068769	3.64638251096937	19.0301413929325	3.3761279693736e-10	9.28842936501578e-09	13.9865820904074
"CISH"	3.63002633262546	4.9932946388609	32.0246929181027	8.28678014025645e-13	1.01253714025556e-10	20.0009218030953
"SLC25A48"	3.62990324922777	2.16723493658383	23.0556246579838	3.73334979785492e-11	1.76737144042118e-09	16.0556565984192
"HIVEP2"	3.62412009656762	4.26319167792093	34.8796351490587	3.06468824690362e-13	5.75386798882949e-11	20.9105504313496
"CARD11"	-3.60665797145493	2.77893796213106	-24.2433814291936	2.09122396217143e-11	1.17528162479273e-09	16.5765706082111
"CD226"	3.58921789603523	3.34060645364124	20.3999189861631	1.52424823624732e-10	5.03709499347882e-09	14.8016228569542
"CTD-2369P2.8"	3.5859267896958	7.15035510183502	53.5402857350541	2.04385380555034e-15	3.62803666042211e-12	25.9354219625816
"HIST2H2AA3"	3.5835796175763	2.65458889144449	16.8694882986564	1.32990207884974e-09	2.66996204666837e-08	12.6442264499044
"FCRLB"	3.56216987145667	3.74549341370476	29.0203878405409	2.60463563806017e-12	2.35450792996074e-10	18.8079290259073
"RP11-548H18.2"	3.5480755035586	2.80496620144436	20.51853936221	1.42623025013027e-10	4.82517699474764e-09	14.8591567453943
"ICAM1"	3.54423390304627	8.87428560617869	65.4293617390782	1.94655239378647e-16	1.66284238239209e-12	28.18462191802
"GPR155"	-3.54033477629906	3.27304427890736	-25.3311958829964	1.25920111466499e-11	7.88038499782099e-10	17.1221453725302
"ENPP2"	3.53612043280652	3.12035212349512	18.3109821300639	5.23891495421784e-10	1.30286553119085e-08	13.5674229722889
"AKR1C2"	3.5358474846701	3.1426812276463	20.9224041222089	1.14047280949619e-10	4.09348276265598e-09	15.0900558863809
"RHOH"	3.53467811390371	2.68182135761663	14.9395405425737	5.2325555407057e-09	7.83131395733864e-08	11.2567518099541
"LRG1"	3.53361583280081	2.45235930608103	17.3061781325042	9.95313642400093e-10	2.12350797800324e-08	12.9359309388748
"RP11-728F11.4"	-3.53189645946952	2.41202271064484	-16.2155681335048	2.07991819363425e-09	3.78036195087673e-08	12.200057638059
"RHOBTB1"	-3.53106816800697	2.66311419972677	-21.2741546648863	9.41787086487934e-11	3.52088235725303e-09	15.1832109948159
"GATM"	-3.52417828740969	4.02426023609703	-25.4061267380799	1.21690941209738e-11	7.67191782497556e-10	17.2631116796453
"IGSF22"	-3.52252542901268	3.16487978356423	-20.2561330993791	1.65295138838909e-10	5.38944169286785e-09	14.6905733729124
"CTB-50L17.14"	3.51173527130723	2.48012545509947	17.6914811558398	7.75067186497189e-10	1.73339473731277e-08	13.1842158966486
"CHST2"	3.46348705012338	5.00452793795628	35.5169304119714	2.48143001998423e-13	4.81763998766256e-11	21.1920942677071
"CSRNP1"	3.45829879840001	4.36364753146544	23.9440290695822	2.41378850411778e-11	1.2927766957007e-09	16.6225906113784
"ZC3H12A"	3.4441700213857	6.22025025113392	44.5840626949475	1.74290070740333e-14	9.3054558081206e-12	23.8376043328473
"RP1-232L22__B.1"	3.43832843220577	4.78169021899349	29.797635798082	1.91608708227383e-12	1.86001976140048e-10	19.1651262834531
"MIR155HG"	3.42041595392443	4.1559324919006	16.24370129322	2.03958872155605e-09	3.73087508648663e-08	12.0636976618711
"KREMEN1"	3.41953972353647	3.59772928298114	16.256146525028	2.02201874835381e-09	3.70269992664789e-08	12.1440048430323
"CD274"	3.41370824716166	6.55545375252929	44.6276009004962	1.72311345063188e-14	9.3054558081206e-12	23.858161909837
"GPR34"	-3.41275306072718	4.12433320948681	-16.0671643657986	2.30743471647215e-09	4.06837173693774e-08	12.0473140822146
"PDGFA"	3.40321440019822	1.98705920271783	15.0571834146518	4.79174255555007e-09	7.30954656799758e-08	11.3741581313636
"SLC5A3"	3.40305213183734	7.05818628986094	56.6511701698914	1.05434079052788e-15	3.19711471731164e-12	26.5597960513109
"OLR1"	3.40265837211586	7.09469443332827	41.8258744073516	3.67783374899597e-14	1.39635088003547e-11	23.1123807274842
"SLC7A11"	3.39941817555729	8.61679915318616	58.195525226071	7.69209232590761e-16	3.19711471731164e-12	26.8996681953687
"CPVL"	-3.39808684875806	6.71585138652154	-34.6550700652226	3.30434863709688e-13	5.88070796508334e-11	20.9184045447237
"SLC7A11-AS1"	3.39404887693604	8.33013789511216	56.7143966810995	1.04064441002632e-15	3.19711471731164e-12	26.6087982328202
"SLC2A3"	3.39060694353379	6.72116693140226	35.7812398411163	2.27588691416658e-13	4.52134045680652e-11	21.2778506889872
"RP11-519G16.3"	3.38372408234924	3.69862492004556	19.0273747580142	3.38173770249854e-10	9.28890492720058e-09	13.9750092645702
"SH3PXD2B"	3.38154161243031	6.22489181223906	34.1885285366877	3.86981934037204e-13	6.29674889811966e-11	20.7489605804626
"RP11-668G10.2"	3.38118088257945	3.47649763100645	20.4073808236449	1.51787212624567e-10	5.02574520870295e-09	14.8012569982254
"HTR2B"	-3.36860619088367	2.57876846441336	-15.4948561335365	3.47253282444798e-09	5.65030698149464e-08	11.69483709221
"FAM177B"	3.36017944859015	4.34879152304893	17.2081930174513	1.0615532772804e-09	2.23622449165894e-08	12.7161540107062
"FAM20A"	3.35637169027285	5.40189453976957	36.0780232494354	2.0668515857303e-13	4.2038284931193e-11	21.3860712910753
"RP1-71H24.1"	3.35607721769473	8.11497890213381	52.717894361028	2.45029101671e-15	3.80574745640821e-12	25.7850057981143
"HBEGF"	3.35296513624114	6.90192726183779	42.0663778429983	3.43940894335391e-14	1.36505287600351e-11	23.179063973255
"SERPINF1"	-3.35199381469457	5.24197757090724	-33.0314992262016	5.77932728749628e-13	8.16031460387388e-11	20.3178622446714
"FXYD6"	-3.3456455384286	2.74481077639786	-13.7502504680142	1.32174949800475e-08	1.65557845846123e-07	10.3488920797237
"FXYD6-FXYD2"	-3.3456455384286	2.74481077639786	-13.7502504680142	1.32174949800475e-08	1.65557845846123e-07	10.3488920797237
"MAMLD1"	3.34335341009349	2.95106935349533	19.892415287569	2.03414123885414e-10	6.36793224080745e-09	14.5149036370738
"ADM"	3.342103251316	5.98617391837101	32.6989717544769	6.50198195351265e-13	8.7325969418658e-11	20.2272145504186
"LAMB3"	3.34174207779607	4.75758549609427	41.0823264909214	4.53566553532904e-14	1.54983691342193e-11	22.7997450294782
"HELZ2"	3.32928499309622	5.78459960665116	42.9165935459415	2.72197056698776e-14	1.2604348822903e-11	23.3871893037354
"LINC01482"	3.31765301738462	3.19874933155982	22.7983033661755	4.24881142418144e-11	1.92548920907533e-09	16.066561644833
"CD40"	3.31061033360938	6.42892207791873	46.1439796854041	1.16554052587424e-14	8.29719161856726e-12	24.2376820685251
"SLC2A3P2"	3.30881350843994	2.1188118678837	21.7365280295141	7.3560915498032e-11	2.89582544074626e-09	15.4312243577534
"IFITM3"	3.30514214966287	4.40426151364372	21.3402662053813	9.08812605421948e-11	3.44280784116053e-09	15.2613134439209
"GK"	3.29609173801137	5.86777981149838	33.9998553704876	4.1275882008634e-13	6.59063966464964e-11	20.6907858121468
"OAS2"	3.28899168563893	6.50535199918084	53.3658460875992	2.12352160399304e-15	3.62803666042211e-12	25.8718950579767
"RP11-326C3.11"	3.28369674751856	4.41885904455596	21.6459170965072	7.71796854654806e-11	3.00285276826036e-09	15.4274565318782
"SLC30A4"	3.27609441536573	3.77490013144265	19.9344050293839	1.98562697811788e-10	6.23612617231021e-09	14.5102897359685
"VEGFA"	3.26641072435259	5.7228784327622	19.1529486420327	3.1369880077307e-10	8.78613772329164e-09	13.8146839017106
"SLC2A14"	3.26469929232829	4.05841722273134	21.2841712978825	9.36708882891732e-11	3.50957703162396e-09	15.2560728798538
"CHI3L2"	3.25623539826436	2.75103593583334	20.9368527040613	1.1314726494614e-10	4.06972846653642e-09	15.0869433698223
"RP11-58K22.5"	3.25324602765267	3.3386134180272	28.3518169601726	3.41389468552059e-12	2.96073049249337e-10	18.5095868988717
"SARM1"	-3.25297146689997	4.6254435596031	-34.897466479194	3.04648258747968e-13	5.75386798882949e-11	20.8235771618674
"RP11-242C19.2"	3.24392041289147	4.05853860310592	26.3856014639691	7.85444361692348e-12	5.45500687785113e-10	17.7574233900831
"AP000320.7"	3.23003498045793	7.50169360061532	56.0650534182193	1.19103468541163e-15	3.19711471731164e-12	26.4642847316721
"KLHDC8B"	-3.2257673859832	4.1571880330489	-25.4948609429	1.16880714422917e-11	7.59280230386134e-10	17.3269861862129
"QPCT"	3.22171279158723	4.71452005206864	16.8167160887441	1.37794997896899e-09	2.74431597576587e-08	12.3836692414178
"TNC"	3.21960578942925	2.50157280139845	21.913177575818	6.70232429676256e-11	2.66921236853586e-09	15.5737590719109
"MRPS6"	3.21672915162204	7.49006861477297	55.6118367692494	1.30990945397609e-15	3.19711471731164e-12	26.3738796983859
"MYO1G"	3.20856891102572	5.46409517965016	30.4965698900441	1.46347146853915e-12	1.54342037283897e-10	19.4177813998994
"OSM"	3.19903451239923	5.1091925113031	15.5871689105449	3.247962745049e-09	5.37154454435129e-08	11.414198210667
"IL23A"	3.19334545819256	1.87321684786489	11.9535262064616	6.19456495304499e-08	6.0064779922119e-07	8.79149904989629
"GK-AS1"	3.19199433038724	4.1402292128233	27.9034310551588	4.10748477301183e-12	3.37843261879227e-10	18.4018976078056
"S100A9"	3.18509562817479	8.15050731476381	36.8854805618137	1.59647630978547e-13	3.78830524342843e-11	21.6197083476705
"STAB1"	-3.16121897421602	9.74069285877298	-22.3250298171923	5.40979183776406e-11	2.29916153104972e-09	15.5208338354782
"CD82"	3.15790557911478	7.38507012085559	33.8226502482744	4.38671087371167e-13	6.8490341147359e-11	20.5919172648869
"PRDM8"	3.15603863925303	1.88515769680845	20.7555128402647	1.25024218851944e-10	4.33906186718846e-09	14.9028709030082
"PDE4B"	3.15117749483334	5.29040806589885	16.9694715901178	1.24376554501103e-09	2.53274545131268e-08	12.4054630965468
"RND3"	3.14453483737661	2.72532168196744	17.3216599567539	9.85263192700558e-10	2.11472633759913e-08	12.9410564196048
"SLC2A3P4"	3.14451366775826	1.89008086907273	17.7944626231954	7.25573554377499e-10	1.65506330794921e-08	13.2292333009975
"TBC1D3H"	3.14106982867607	5.43738935222362	16.8060205630683	1.38791502502843e-09	2.75087334137014e-08	12.2672941093084
"MSC"	3.14003431195595	5.93797788140866	45.2999365063515	1.44657187270475e-14	8.8266715875574e-12	24.0107287619226
"TNIP1"	3.13896191782084	7.9187280188009	49.1559624604395	5.55997845626808e-15	6.33281546168934e-12	24.9867128612473
"ALOX5AP"	3.13054548401743	6.01607591536549	34.3077524772165	3.71596668937588e-13	6.16381464931912e-11	20.7928041611799
"CD302"	-3.11412921256028	5.2722209738763	-23.3036848052695	3.30003259684467e-11	1.62014531370952e-09	16.300600962249
"STARD4-AS1"	-3.10827329939425	2.58144395548745	-15.6717656875638	3.05590897810564e-09	5.11363417149215e-08	11.8216637632181
"TNFRSF18"	3.10566941736777	2.40307417860835	19.0436896691072	3.34880203471585e-10	9.22811012308391e-09	14.0106420677125
"RP11-283G6.4"	3.10141614773502	3.39720945673082	21.9411023334891	6.604867266916e-11	2.64272031042763e-09	15.6352665086357
"HIST2H2AA4"	3.10023100884611	2.7435241729713	12.9025595175207	2.67564542057457e-08	2.99956706105751e-07	9.56489217979481
"QPRT"	-3.09700042946902	3.58305916056757	-17.7553996751261	7.43932786951398e-10	1.68655613149204e-08	13.220430519165
"BMF"	-3.09122381647797	5.77360608285248	-32.5608970701634	6.83033987461092e-13	8.9669855564083e-11	20.1925903545877
"IRF7"	3.08078629743091	4.18565917089629	27.8643445413617	4.17481734149915e-12	3.38041489476365e-10	18.3872264562956
"ARL4C"	-3.06998551256595	5.77843853983564	-27.9601960485846	4.01178541059097e-12	3.34348067024131e-10	18.4180973879854
"GNG7"	-3.06966323353039	2.39879772273374	-15.3214580943261	3.94108035271538e-09	6.23457016908725e-08	11.5692638656593
"NFKBIZ"	3.06443673714467	5.40809727200964	35.6046744098745	2.4110463973424e-13	4.73479628719482e-11	21.2341197299664
"ACSL1"	3.04186463629511	8.73632678792259	46.2454668985955	1.13595721238496e-14	8.29719161856726e-12	24.285005085586
"CLCF1"	3.0417237397714	4.09955375956766	16.684880315287	1.50638789865077e-09	2.92461786914187e-08	12.3688774058339
"CD101"	-3.04119164268303	2.42183130093337	-16.349756257481	1.89499243052789e-09	3.51912452995316e-08	12.2940406299088
"TMC8"	-3.03977333822244	4.0395684682911	-21.1527389785439	1.00577075562453e-10	3.69539642147205e-09	15.2164410195335
"RASGRP1"	3.03727263648834	3.61789340219657	29.7188008846239	1.97598347520519e-12	1.8966111052742e-10	19.0752257734076
"TIMP1"	3.03532787924759	7.86858506395185	33.2809870299844	5.29440542316883e-13	7.60125350040668e-11	20.3898732699313
"GRAMD1A"	3.03326228245285	6.86476559338335	29.6872069490668	2.00055463921212e-12	1.90078547481617e-10	19.0350084225354
"LINC01359"	3.0324070668321	2.31330149049827	16.2718496553328	2.00008254471634e-09	3.68226403841364e-08	12.2405746969752
"SYN1"	3.02870620061792	7.87447798669443	33.2272428569989	5.39501096455034e-13	7.68114686077854e-11	20.370329367051
"MLLT4"	3.02222175067546	3.452544842784	13.8993867776012	1.17221619511704e-08	1.50317418932912e-07	10.3269272721785
"EHD1"	3.01251950300582	6.37671585442411	26.8671534487965	6.36981510118018e-12	4.65972127650217e-10	17.850149371328
"TNFSF8"	-3.00852622514408	3.41545282210672	-19.7020641091516	2.27075159629876e-10	6.94021306310632e-09	14.4029535936707
"SSTR2"	3.00823249174747	2.24580065323044	12.526243987776	3.70775356149558e-08	3.92484322169467e-07	9.28172780155097
"CTD-2369P2.5"	3.0056043605344	7.97719976755656	45.5949404748672	1.34077562843951e-14	8.81044292764962e-12	24.1191255540243
