PROBEID	SYMBOL	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val	B
200006_at	PARK7	Parkinsonism associated deglycase	-0.543448364755308	10.9898989740936	-2.67977080784409	0.0161723541158421	0.0859247894046992	-4.0586081804739
200007_at	SRP14	signal recognition particle 14	-0.0094392782847077	11.9511905189053	-0.116815097216449	0.908423438361486	1	-7.19049155836814
200008_s_at	GDI2	GDP dissociation inhibitor 2	-0.139550375305561	10.3364640361222	-0.842007955131544	0.411879670715165	0.678920117634131	-6.83156636476238
200009_at	GDI2	GDP dissociation inhibitor 2	-0.306027084782864	11.9901771194884	-3.02406637753581	0.00788339871964338	0.049455454298934	-3.3681427797046
200010_at	RPL11	ribosomal protein L11	-0.523723763801433	11.6619845059644	-3.60151576876085	0.00230782950850132	0.0185450288272394	-2.16451716048388
200011_s_at	ARF3	ADP ribosylation factor 3	-0.126735827595111	9.98188891425072	-0.861168591145256	0.40154590312556	0.669750002902356	-6.81508293995466
200012_x_at	RPL21	ribosomal protein L21	-0.0395600140276109	12.5093515923111	-0.409497048172309	0.687467137695058	0.935344735076529	-7.10967647428973
200012_x_at	SNORD102	small nucleolar RNA, C/D box 102	-0.0395600140276109	12.5093515923111	-0.409497048172309	0.687467137695058	0.935344735076529	-7.10967647428973
200012_x_at	SNORA27	small nucleolar RNA, H/ACA box 27	-0.0395600140276109	12.5093515923111	-0.409497048172309	0.687467137695058	0.935344735076529	-7.10967647428973
200012_x_at	RPL21P28	ribosomal protein L21 pseudogene 28	-0.0395600140276109	12.5093515923111	-0.409497048172309	0.687467137695058	0.935344735076529	-7.10967647428973
200013_at	RPL24	ribosomal protein L24	-0.458169881853911	11.6788211811729	-3.08713764760349	0.00690052042813506	0.0447249263234827	-3.23892085003723
200014_s_at	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)	-0.341805834735419	10.1858365120266	-2.24244688400669	0.0390608541606548	0.169139722748129	-4.88536789951232
200015_s_at	SEPT2	septin 2	-0.675631783708303	10.9708466496467	-7.43672389676608	1.20353002046832e-06	5.39602805756451e-05	5.48433581373428
200016_x_at	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1	-0.15908619814858	12.7097760381325	-2.22728886138194	0.0402395336439474	0.173066498395692	-4.91272800274815
200016_x_at	HNRNPA1P10	heterogeneous nuclear ribonucleoprotein A1 pseudogene 10	-0.15908619814858	12.7097760381325	-2.22728886138194	0.0402395336439474	0.173066498395692	-4.91272800274815
200017_at	RPS27A	ribosomal protein S27a	-0.106570902708746	11.7268884748076	-1.23598693614909	0.233853542414954	0.564853175507815	-6.4272934436869
200018_at	RPS13	ribosomal protein S13	-0.57490549739941	12.7833672426621	-5.07146819419701	0.000104783161321239	0.00163966515710756	0.936900505377974
200018_at	SNORD14B	small nucleolar RNA, C/D box 14B	-0.57490549739941	12.7833672426621	-5.07146819419701	0.000104783161321239	0.00163966515710756	0.936900505377974
200019_s_at	FAU	FAU, ubiquitin like and ribosomal protein S30 fusion	-0.274183395373509	11.6117768965499	-2.43500604246212	0.0266337714173877	0.125555091480094	-4.52969767590961
200020_at	TARDBP	TAR DNA binding protein	-0.351786323158406	8.944429828247	-2.23246983220405	0.0398330060113617	0.171649366264006	-4.90338746879498
200021_at	CFL1	cofilin 1	-0.0436997807330837	13.5171009627866	-0.751375059065782	0.463060829598165	0.727513441192531	-6.90489056306292
200022_at	RPL18	ribosomal protein L18	-0.431377039365636	11.5296523665025	-3.57820746245055	0.00242571121373249	0.0193804671837938	-2.2137674250537
200023_s_at	EIF3F	eukaryotic translation initiation factor 3 subunit F	-0.603042408751849	10.2944271546937	-3.31807337030546	0.00422643323021694	0.030185131945168	-2.76036797297029
200024_at	RPS5	ribosomal protein S5	-0.842385411139313	11.3917159101662	-4.40226027006095	0.000420234316345515	0.00484182071930047	-0.464934896669468
200025_s_at	RPL27	ribosomal protein L27	-0.69886730527972	12.5707379767128	-5.75075144915631	2.69293654477278e-05	0.000567707710758485	2.31629865872095
200026_at	RPL34	ribosomal protein L34	-0.171675899533508	12.9463801685254	-2.29372102128741	0.0353072310078352	0.156225382952262	-4.79210087748625
200027_at	NARS	asparaginyl-tRNA synthetase	-0.365827192936207	10.1690222702802	-2.31574102704353	0.0338007148265586	0.151119849213524	-4.75171499778329
200028_s_at	STARD7	StAR related lipid transfer domain containing 7	-0.105591454951236	11.0242517043801	-0.721976591013547	0.480464925542779	0.744571940737863	-6.92700521655957
200029_at	RPL19	ribosomal protein L19	-0.347208629728815	12.1088404161249	-2.88179888783482	0.0106289888543813	0.062050238051396	-3.6567757029876
200030_s_at	SLC25A3	solute carrier family 25 member 3	-0.00585660260952992	11.3028716093744	-0.0521069089215457	0.959072160669235	1	-7.1962550080242
200031_s_at	RPS11	ribosomal protein S11	-0.299316395505594	13.1877699524442	-2.02368179612428	0.0595913257818935	0.231762578794792	-5.27014224440556
200031_s_at	SNORD35B	small nucleolar RNA, C/D box 35B	-0.299316395505594	13.1877699524442	-2.02368179612428	0.0595913257818935	0.231762578794792	-5.27014224440556
200032_s_at	RPL9	ribosomal protein L9	-0.346423407739573	13.264778917701	-2.82312873317754	0.0120142417208104	0.068224604552706	-3.77452053082695
200033_at	DDX5	DEAD-box helicase 5	0.0258101766258321	12.2196487649034	0.320267724547366	0.752804835984096	0.989135571686633	-7.14374603850413
200033_at	MIR3064	microRNA 3064	0.0258101766258321	12.2196487649034	0.320267724547366	0.752804835984096	0.989135571686633	-7.14374603850413
200033_at	MIR5047	microRNA 5047	0.0258101766258321	12.2196487649034	0.320267724547366	0.752804835984096	0.989135571686633	-7.14374603850413
200034_s_at	RPL6	ribosomal protein L6	-0.540755448664179	11.9575560551756	-3.95518121294627	0.00108432444174455	0.0101563688673366	-1.41421264586255
200035_at	CTDNEP1	CTD nuclear envelope phosphatase 1	-0.19393647848017	8.16213581992068	-1.57896305440739	0.133413502304564	0.404620536768823	-5.9737315485822
200036_s_at	RPL10A	ribosomal protein L10a	-0.832626551912497	11.1694771214023	-5.07821018964739	0.000103351406605013	0.0016238703709868	0.950835451710505
200037_s_at	CBX3	chromobox 3	-0.218999446947333	9.45036487741543	-1.45441495256279	0.164679849752288	0.460005496656909	-6.14838162877788
200038_s_at	RPL17	ribosomal protein L17	-0.192307164197672	12.5209655128056	-1.46955675489536	0.16058130423596	0.453583849992184	-6.12773017238546
200038_s_at	SNORD58B	small nucleolar RNA, C/D box 58B	-0.192307164197672	12.5209655128056	-1.46955675489536	0.16058130423596	0.453583849992184	-6.12773017238546
200038_s_at	SNORD58A	small nucleolar RNA, C/D box 58A	-0.192307164197672	12.5209655128056	-1.46955675489536	0.16058130423596	0.453583849992184	-6.12773017238546
200038_s_at	C18orf32	chromosome 18 open reading frame 32	-0.192307164197672	12.5209655128056	-1.46955675489536	0.16058130423596	0.453583849992184	-6.12773017238546
200038_s_at	SNORD58C	small nucleolar RNA, C/D box 58C	-0.192307164197672	12.5209655128056	-1.46955675489536	0.16058130423596	0.453583849992184	-6.12773017238546
200038_s_at	RPL17-C18orf32	RPL17-C18orf32 readthrough	-0.192307164197672	12.5209655128056	-1.46955675489536	0.16058130423596	0.453583849992184	-6.12773017238546
200039_s_at	PSMB2	proteasome subunit beta 2	0.059566239674762	9.41357786101291	0.299502092756828	0.768314841875737	1	-7.1504956827069
200040_at	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1	0.00662806734034405	10.3105634254867	0.0588010733910087	0.953820228424147	1	-7.19586341799485
200041_s_at	DDX39B	DExD-box helicase 39B	-0.371334819571363	10.1895383323039	-2.44033599080061	0.0263495367734678	0.124474608421281	-4.51965197104697
200041_s_at	SNORD84	small nucleolar RNA, C/D box 84	-0.371334819571363	10.1895383323039	-2.44033599080061	0.0263495367734678	0.124474608421281	-4.51965197104697
200041_s_at	ATP6V1G2-DDX39B	ATP6V1G2-DDX39B readthrough (NMD candidate)	-0.371334819571363	10.1895383323039	-2.44033599080061	0.0263495367734678	0.124474608421281	-4.51965197104697
200042_at	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase	-1.17781346327122	8.92114856472497	-3.99443918514258	0.000997306172840093	0.00952549226292147	-1.33074803074057
200043_at	ERH	ERH, mRNA splicing and mitosis factor	-0.0747386788096556	10.328346117883	-0.488467592137482	0.631677963195619	0.886491049759701	-7.0727268425527
200044_at	SRSF9	serine and arginine rich splicing factor 9	-0.200999270548522	10.3203113487043	-1.37070233824492	0.188914880445658	0.497828983982061	-6.25954234926856
200044_at	GATC	glutamyl-tRNA amidotransferase subunit C	-0.200999270548522	10.3203113487043	-1.37070233824492	0.188914880445658	0.497828983982061	-6.25954234926856
200045_at	ABCF1	ATP binding cassette subfamily F member 1	0.0777415314134018	8.78008672230773	0.496782135058802	0.625927907002258	0.881369861715041	-7.06846858465297
200046_at	DAD1	defender against cell death 1	-0.529777687449789	9.15035821294784	-2.07608354176147	0.0539305397652701	0.215534116089013	-5.18003027966042
200047_s_at	YY1	YY1 transcription factor	-0.363232488752756	10.427266594286	-2.45437997460777	0.025614247758208	0.121775609728216	-4.49313372967668
200048_s_at	JTB	jumping translocation breakpoint	-0.681301604413713	10.220239329986	-4.75939385204259	0.000199168437119096	0.00270449133718758	0.287360370541062
200049_at	KAT7	lysine acetyltransferase 7	-0.186694242832644	6.63781031616257	-1.16989573360319	0.258744169868088	0.598028870155648	-6.50434105759746
200050_at	ZNF146	zinc finger protein 146	-0.558525676421478	8.48747618031746	-2.84009791093982	0.0115965527641061	0.066394138037661	-3.74054820606058
200051_at	SART1	SART1, U4/U6.U5 tri-snRNP-associated protein 1	-0.382905789092047	7.58025479736128	-1.854617583932	0.0816983627825068	0.289057576672372	-5.55115913627074
200052_s_at	ILF2	interleukin enhancer binding factor 2	-0.230913191715191	8.83164272476347	-1.19331766595074	0.249702225424795	0.587179684375338	-6.47744223490086
200053_at	SPAG7	sperm associated antigen 7	0.345879740715914	9.14573236060882	2.75982346593468	0.0137046173986887	0.075495671074161	-3.90063264926475
200054_at	ZPR1	ZPR1 zinc finger	0.614739065868181	6.98454542528906	2.2793209222463	0.0363260279776886	0.159796009334371	-4.81840474557019
200055_at	TAF10	TATA-box binding protein associated factor 10	-0.777097446385399	9.54739743285982	-3.09104728138327	0.0068437125408189	0.0444213360172058	-3.23088748121726
200056_s_at	C1D	C1D nuclear receptor corepressor	-0.335131454571104	7.75996267058715	-1.46341026134186	0.162234756854466	0.456425515281035	-6.13613300030129
200057_s_at	NONO	non-POU domain containing octamer binding	-0.285298544839755	10.6488998642841	-2.49677951379077	0.0235102502301978	0.114035460574553	-4.41265414840692
200058_s_at	SNRNP200	small nuclear ribonucleoprotein U5 subunit 200	-0.537079962500833	9.61943001232421	-3.17887225787753	0.00568198891445135	0.0382512867011237	-3.0497643140376
200058_s_at	LOC101929240	U5 small nuclear ribonucleoprotein 200 kDa helicase pseudogene	-0.537079962500833	9.61943001232421	-3.17887225787753	0.00568198891445135	0.0382512867011237	-3.0497643140376
200059_s_at	RHOA	ras homolog family member A	-0.0915031445447596	11.7842002550845	-1.48762286979898	0.155801832948754	0.445894200307872	-6.10287631883597
200060_s_at	RNPS1	RNA binding protein with serine rich domain 1	0.0484123228079216	10.0412329314393	0.687188424985323	0.501555268884912	0.765105293908547	-6.95210285177181
200061_s_at	RPS24	ribosomal protein S24	-0.464966912665624	13.6217297283094	-5.61174877578921	3.53939363612283e-05	0.000704536207814653	2.03834957591004
200062_s_at	RPL30	ribosomal protein L30	-0.645022542418562	12.8076188994707	-5.08326858269964	0.000102290394080497	0.00161290774744354	0.96128767894044
200063_s_at	NPM1	nucleophosmin 1	0.191640758390664	11.7156201726231	1.5307754301684	0.144862016664205	0.427444602087302	-6.04258091505725
200064_at	HSP90AB1	heat shock protein 90 alpha family class B member 1	-0.241533192861638	11.3883808740306	-1.79368881526252	0.091298369860808	0.312441589392852	-5.64855284879086
200065_s_at	ARF1	ADP ribosylation factor 1	0.187878926496326	11.7561776397869	2.2712994454631	0.0369053441573711	0.161754874873859	-4.83302008718689
200065_s_at	MIR3620	microRNA 3620	0.187878926496326	11.7561776397869	2.2712994454631	0.0369053441573711	0.161754874873859	-4.83302008718689
200066_at	IK	IK cytokine	0.4968832829266	8.84124126453337	2.54222031636241	0.0214376151791295	0.106248749785708	-4.32572397250584
200067_x_at	SNX3	sorting nexin 3	-0.855040976750983	10.1646872244413	-7.29607778424723	1.53693462532923e-06	6.38946161496478e-05	5.2349222692833
200068_s_at	CANX	calnexin	-0.245148884446007	10.6033079397229	-2.49739511037225	0.0234809430944441	0.113942912668444	-4.41148110891964
200069_at	SART3	squamous cell carcinoma antigen recognized by T-cells 3	0.0526359663268314	6.14241018731803	0.270776278887172	0.789937348796118	1	-7.15909475185519
200070_at	CNPPD1	cyclin Pas1/PHO80 domain containing 1	-0.307025826371106	8.58886477969375	-1.62156697730642	0.123938017547958	0.385283321012995	-5.91155819323358
200071_at	SMNDC1	survival motor neuron domain containing 1	0.820089473107968	9.13060478916469	2.27858955678458	0.0363784949381007	0.159899302112752	-4.81973841561953
200072_s_at	HNRNPM	heterogeneous nuclear ribonucleoprotein M	0.585853306113952	10.8446183466136	4.15327133247632	0.000711451221036858	0.00724555190053213	-0.993113738186645
200073_s_at	HNRNPD	heterogeneous nuclear ribonucleoprotein D	-0.0252893103797902	10.8257168972798	-0.220325491700023	0.828333686878806	1	-7.1721167196998
200074_s_at	RPL14	ribosomal protein L14	-0.391218660651116	11.4325315345206	-1.8155523705996	0.0877448896592267	0.303464127933656	-5.61385203732654
200075_s_at	GUK1	guanylate kinase 1	-0.0597565810045744	8.58577797655796	-0.399202248334121	0.694888251186855	0.940830896901002	-7.11402490067949
200076_s_at	KXD1	KxDL motif containing 1	0.242776716202433	8.10275151452667	3.33417330246262	0.00408393492196725	0.0293453658045794	-2.72673589908318
200077_s_at	OAZ1	ornithine decarboxylase antizyme 1	0.0413339099612564	12.9438121518577	0.655661397696107	0.521123517879566	0.784485306153419	-6.97383640341484
200078_s_at	ATP6V0B	ATPase H+ transporting V0 subunit b	-0.14044684877476	10.1953429379306	-1.10285344765765	0.285992686236247	0.625195195534899	-6.57882530715509
200079_s_at	KARS	lysyl-tRNA synthetase	-0.400291372761524	10.1572102770903	-2.20109129140552	0.0423545944321791	0.180112104529055	-4.95978028053692
200080_s_at	H3F3A	H3 histone family member 3A	-0.158091175294432	11.8916004924486	-1.00292281078675	0.330449581029265	0.625195195534899	-6.68276335075197
200080_s_at	H3F3B	H3 histone family member 3B	-0.158091175294432	11.8916004924486	-1.00292281078675	0.330449581029265	0.625195195534899	-6.68276335075197
200080_s_at	H3F3AP4	H3 histone, family 3A, pseudogene 4	-0.158091175294432	11.8916004924486	-1.00292281078675	0.330449581029265	0.625195195534899	-6.68276335075197
200081_s_at	RPS6	ribosomal protein S6	-0.708718893975053	12.232436168634	-4.39501658196567	0.000426694494613811	0.00490104815643275	-0.480268521258484
200082_s_at	RPS7	ribosomal protein S7	-0.360207556922733	12.1972747186826	-2.85803845679256	0.0111702547905421	0.0645003336350477	-3.70455702896068
200083_at	USP22	ubiquitin specific peptidase 22	-0.142643345660619	7.99770135955616	-0.904695437318437	0.378709522395852	0.649837077433141	-6.77638387989931
200084_at	C11orf58	chromosome 11 open reading frame 58	0.0878439862611344	10.2743075850872	0.784122631689557	0.444133246829696	0.709384355179279	-6.87928855171412
200085_s_at	ELOB	elongin B	-0.681965405292049	10.1497436223074	-4.29907711049103	0.000522429462500971	0.00569813789178127	-0.683564458748886
200086_s_at	COX4I1	cytochrome c oxidase subunit 4I1	-0.0475630202135644	10.9237538293056	-0.411501486685397	0.686026009444417	0.933882190020768	-7.1088172016216
200087_s_at	TMED2	transmembrane p24 trafficking protein 2	-0.436877772118461	10.3653698626705	-2.73757603308221	0.0143514473289739	0.0783615047369577	-3.94470897149643
200088_x_at	RPL12	ribosomal protein L12	-0.452535439937856	12.9556890637644	-4.39411267660955	0.000427507687749742	0.00490785873576893	-0.48218209854919
200088_x_at	NBEAL1	neurobeachin like 1	-0.452535439937856	12.9556890637644	-4.39411267660955	0.000427507687749742	0.00490785873576893	-0.48218209854919
200089_s_at	RPL4	ribosomal protein L4	-0.555998824533273	11.8340659116422	-3.52073067858717	0.00274270905892157	0.0214411550988707	-2.33505261135566
200089_s_at	SNORD16	small nucleolar RNA, C/D box 16	-0.555998824533273	11.8340659116422	-3.52073067858717	0.00274270905892157	0.0214411550988707	-2.33505261135566
200089_s_at	SNORD18A	small nucleolar RNA, C/D box 18A	-0.555998824533273	11.8340659116422	-3.52073067858717	0.00274270905892157	0.0214411550988707	-2.33505261135566
200089_s_at	SNORD18B	small nucleolar RNA, C/D box 18B	-0.555998824533273	11.8340659116422	-3.52073067858717	0.00274270905892157	0.0214411550988707	-2.33505261135566
200089_s_at	SNORD18C	small nucleolar RNA, C/D box 18C	-0.555998824533273	11.8340659116422	-3.52073067858717	0.00274270905892157	0.0214411550988707	-2.33505261135566
200090_at	FNTA	farnesyltransferase, CAAX box, alpha	-0.201436987103989	10.4342638045818	-1.42372671441875	0.173250489349874	0.472873671507011	-6.18972907173808
200091_s_at	RPS25	ribosomal protein S25	-0.408215739710023	12.0711006597142	-3.01354110607644	0.0080602413440581	0.0503099041651671	-3.38963603930546
200092_s_at	RPL37	ribosomal protein L37	-0.476442974510951	13.1315958528704	-2.31231492630714	0.0340311049205938	0.151814837026144	-4.75801149058171
200093_s_at	HINT1	histidine triad nucleotide binding protein 1	-0.0983765137450554	10.639710058599	-1.19654134802975	0.248476848026472	0.585348303686845	-6.47370492299827
200094_s_at	EEF2	eukaryotic translation elongation factor 2	-0.251321857990892	10.7012843813261	-1.6557123882511	0.116763724084682	0.370216567247447	-5.86086739065659
200095_x_at	RPS10	ribosomal protein S10	-0.383117494551678	12.7356588871626	-4.23182040926471	0.000602311247228783	0.00635779323638038	-0.826280132073252
200096_s_at	ATP6V0E1	ATPase H+ transporting V0 subunit e1	-0.00754496803826576	12.2200132336509	-0.0821378244271722	0.935530042664227	1	-7.19412885484977
200097_s_at	HNRNPK	heterogeneous nuclear ribonucleoprotein K	-0.0417706695483915	11.2655387424683	-0.453818373891195	0.655900197782335	0.908015911231596	-7.08971941293267
200098_s_at	ANAPC5	anaphase promoting complex subunit 5	-0.216809695600512	8.17418536147376	-1.52195590824772	0.147044142597565	0.430902765584106	-6.05500965858919
200099_s_at	RPS3A	ribosomal protein S3A	-0.827985679916235	12.7820320629342	-5.24631343907522	7.34633910494259e-05	0.00124390937899267	1.29681451489237
200099_s_at	SNORD73A	small nucleolar RNA, C/D box 73A	-0.827985679916235	12.7820320629342	-5.24631343907522	7.34633910494259e-05	0.00124390937899267	1.29681451489237
200593_s_at	HNRNPU	heterogeneous nuclear ribonucleoprotein U	0.164090356511361	9.21722984391113	1.07222479358716	0.299125590079245	0.625195195534899	-6.61159509663306
200594_x_at	HNRNPU	heterogeneous nuclear ribonucleoprotein U	-0.119762474697904	11.141572352811	-1.33540649659951	0.199961254818184	0.514616477056577	-6.30484714125776
200595_s_at	EIF3A	eukaryotic translation initiation factor 3 subunit A	-0.587835682210301	9.73630972471786	-2.65719011730702	0.0169422634623299	0.0893216757403907	-4.10284726099143
200596_s_at	EIF3A	eukaryotic translation initiation factor 3 subunit A	-0.186775364924708	9.36898270317149	-0.859417076167203	0.402483416861343	0.670654907989869	-6.81660380529042
200597_at	EIF3A	eukaryotic translation initiation factor 3 subunit A	-0.868337361573055	5.42943940902166	-2.71208283145731	0.0151287946797868	0.0813108856366835	-3.99505363996987
200598_s_at	HSP90B1	heat shock protein 90 beta family member 1	-0.722070819839502	9.70042225651286	-3.40737170920569	0.00349379375899696	0.0260201224370753	-2.57346119968113
200598_s_at	MIR3652	microRNA 3652	-0.722070819839502	9.70042225651286	-3.40737170920569	0.00349379375899696	0.0260201224370753	-2.57346119968113
200599_s_at	HSP90B1	heat shock protein 90 beta family member 1	-0.600518037984637	11.2691564261508	-4.48495247342322	0.000353168975394523	0.0042355566623876	-0.290069923711322
200599_s_at	MIR3652	microRNA 3652	-0.600518037984637	11.2691564261508	-4.48495247342322	0.000353168975394523	0.0042355566623876	-0.290069923711322
200600_at	MSN	moesin	-0.0612164839936806	11.5936849307312	-0.347738092840013	0.732454524636319	0.972315272993632	-7.13413129901891
200601_at	ACTN4	actinin alpha 4	0.88030805564431	8.62074937067018	2.49876666111379	0.0234157711666458	0.113700943322373	-4.40886711105676
200602_at	APP	amyloid beta precursor protein	0.403598250882876	8.76119877117453	2.22718689227175	0.040247573135156	0.17306767120237	-4.91291172226896
200603_at	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	0.219406818359593	11.6257709123934	1.18227895478882	0.253933196449933	0.592626038593826	-6.49017554845652
200604_s_at	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	0.615267619208034	9.33975974212281	2.09943483343204	0.0515694922780757	0.208476595869441	-5.13944235209579
200605_s_at	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	0.324239816474391	10.976282215388	2.40914983395304	0.0280541242706187	0.130862476684571	-4.5782844854647
200606_at	DSP	desmoplakin	-0.0654243637420242	2.26890402568667	-1.47041146739897	0.160352486162445	0.453270892954174	-6.12655956321849
200607_s_at	RAD21	RAD21 cohesin complex component	1.60779116272641	8.98358420737932	7.30598765864656	1.51054984744476e-06	6.32698914485181e-05	5.2525849493244
200608_s_at	RAD21	RAD21 cohesin complex component	1.19048816340305	10.1146581345892	7.47276257286657	1.13091341741199e-06	5.17456749079903e-05	5.54780749222068
200609_s_at	WDR1	WD repeat domain 1	-0.00766645098541829	10.9824940213807	-0.0546342103051491	0.957089114942753	1	-7.19611272027363
200610_s_at	NCL	nucleolin	-0.0608287806804331	10.5397101844192	-0.4294509965619	0.673177059264583	0.923024598900747	-7.10093949745248
200611_s_at	WDR1	WD repeat domain 1	0.50268708998817	11.4866880148408	2.83525182653345	0.011714380989902	0.0668625900609597	-3.75025709544398
200612_s_at	AP2B1	adaptor related protein complex 2 beta 1 subunit	-0.344760384129208	6.52880524125402	-0.829529512528365	0.418701543428832	0.684856120530175	-6.84211839849926
200613_at	AP2M1	adaptor related protein complex 2 mu 1 subunit	-0.952726374723156	11.0030766986299	-5.94660668992569	1.84010262671992e-05	0.000423584781314049	2.70384799053951
200614_at	CLTC	clathrin heavy chain	-0.648457420070084	11.572431934603	-4.1805007999122	0.000671514802499828	0.0069467801040407	-0.935264111550754
200615_s_at	AP2B1	adaptor related protein complex 2 beta 1 subunit	0.138543600763825	7.51861762326941	0.531055686544753	0.602490164441355	0.860629377180609	-7.05018074101886
200616_s_at	MLEC	malectin	-2.2049338174802	6.93620628626848	-6.61802694364549	5.18704446458501e-06	0.000159205112678165	3.99422935283363
200617_at	MLEC	malectin	-2.23001861976113	7.3139869383037	-8.14066003825949	3.68042950464591e-07	2.28442926607312e-05	6.69219353757764
200618_at	LASP1	LIM and SH3 protein 1	-0.512275966766538	10.2807885239432	-3.60386870593841	0.0022962521433731	0.0184719806898132	-2.15954345864755
