PROBEID	SYMBOL	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val	B
1487_at	ESRRA	estrogen related receptor alpha	-0.311881468811476	5.74905046127684	-2.83127023556877	0.0118147320295376	0.0658992925692583	-3.84726998301979
1494_f_at	CYP2A6	cytochrome P450 family 2 subfamily A member 6	0.0203322903068126	2.26022047000537	1.32046979103534	0.204794239817807	0.509880859628717	-6.41573056028622
1598_g_at	GAS6	growth arrest specific 6	-0.276881882652198	2.39657419696699	-1.13491959194791	0.272710058725964	0.597833193490037	-6.63588697894202
160020_at	MMP14	matrix metallopeptidase 14	1.26910723803939	9.30139705679308	3.24471621866915	0.00494208611875474	0.0345868420176545	-3.00109027016156
1729_at	TRADD	TNFRSF1A associated via death domain	1.05249201205178	6.80008015773144	5.34737877779407	5.99929740375028e-05	0.00123665443152421	1.42366771266185
177_at	PLD1	phospholipase D1	2.39702206987473	6.01644781881953	8.2861158871198	2.91071678039137e-07	3.25927145816386e-05	6.8718075905472
1773_at	FNTB	farnesyltransferase, CAAX box, beta	-0.0215171550592346	2.26185918066093	-1.3922953892815	0.182408632433102	0.473951907241932	-6.32326584012387
1773_at	CHURC1-FNTB	CHURC1-FNTB readthrough	-0.0215171550592346	2.26185918066093	-1.3922953892815	0.182408632433102	0.473951907241932	-6.32326584012387
179_at	DTX2P1-UPK3BP1-PMS2P11	DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene	0.00594032114792142	2.26709996642951	1.34032358814977	0.198397697464681	0.499988225809261	-6.39056326237412
1861_at	BAD	BCL2 associated agonist of cell death	-0.0382704827210611	2.29671103889583	-1.01468268963074	0.324980557833772	0.614248793737594	-6.76332749020289
200000_s_at	PRPF8	pre-mRNA processing factor 8	-0.303852299209199	8.32067145081163	-2.00924944885937	0.0612476913542554	0.227805425879965	-5.38561583846174
200001_at	CAPNS1	calpain small subunit 1	-0.405303484318194	10.075591481211	-1.93587328596902	0.0702984058256014	0.251599642950831	-5.50904293914927
200002_at	RPL35	ribosomal protein L35	-0.599159582466431	10.5064749366572	-2.99515881564918	0.00838064306223432	0.0513320146662362	-3.51572388597428
200003_s_at	RPL28	ribosomal protein L28	-0.582635039352072	12.4756282150023	-5.32615581303076	6.26067400566998e-05	0.00127055190226179	1.38027707561994
200003_s_at	MIR6805	microRNA 6805	-0.582635039352072	12.4756282150023	-5.32615581303076	6.26067400566998e-05	0.00127055190226179	1.38027707561994
200004_at	EIF4G2	eukaryotic translation initiation factor 4 gamma 2	-0.0667822805811245	11.8421938865636	-0.468338721270472	0.645701048972333	0.888778226525534	-7.17549522482761
200005_at	EIF3D	eukaryotic translation initiation factor 3 subunit D	0.363238677229644	10.1210997489781	2.37568827895244	0.0300023959873174	0.132516033654191	-4.73093645636958
200006_at	PARK7	Parkinsonism associated deglycase	-0.507562831158305	10.4986012419006	-2.85199574019529	0.0113147292676581	0.06400774412224	-3.80567383716424
200007_at	SRP14	signal recognition particle 14	-0.269480883740831	11.7954025123989	-3.6504866838889	0.00207938736665325	0.0180713684442801	-2.14754653175367
200008_s_at	GDI2	GDP dissociation inhibitor 2	-0.255030338683214	9.43378965681436	-1.24652624747758	0.230066744839775	0.543460085426534	-6.50677065256119
200009_at	GDI2	GDP dissociation inhibitor 2	-0.666424699108221	11.2841337346374	-5.33004684156794	6.21188934843054e-05	0.00126331213097296	1.38823600702864
200010_at	RPL11	ribosomal protein L11	-0.336930305747771	11.3056393951187	-2.39362957995923	0.0289447452348216	0.129020955804667	-4.69743139854779
200011_s_at	ARF3	ADP ribosylation factor 3	-0.666468237950873	9.63386025570969	-5.42972333003217	5.08707418079619e-05	0.00109627924536443	1.5915521008588
200012_x_at	RPL21	ribosomal protein L21	-0.287053574534706	11.8607540902131	-2.13382943179811	0.0482686305080195	0.190906974371707	-5.16983990725869
200012_x_at	SNORD102	small nucleolar RNA, C/D box 102	-0.287053574534706	11.8607540902131	-2.13382943179811	0.0482686305080195	0.190906974371707	-5.16983990725869
200012_x_at	SNORA27	small nucleolar RNA, H/ACA box 27	-0.287053574534706	11.8607540902131	-2.13382943179811	0.0482686305080195	0.190906974371707	-5.16983990725869
200012_x_at	RPL21P28	ribosomal protein L21 pseudogene 28	-0.287053574534706	11.8607540902131	-2.13382943179811	0.0482686305080195	0.190906974371707	-5.16983990725869
200013_at	RPL24	ribosomal protein L24	-0.347375679602756	10.9525851499259	-2.23561961284664	0.0395923666847747	0.163636291772578	-4.98814632175092
200014_s_at	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)	-0.497417129435608	9.85078802186269	-2.84480002155615	0.0114859577598386	0.0646398197301225	-3.82012720525422
200015_s_at	SEPT2	septin 2	-0.908928354811787	10.585661813808	-10.5362281056885	1.02175090356084e-08	3.50271928985326e-06	10.2898752947589
200016_x_at	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1	-0.354732777781877	11.8193182190625	-2.46120457684555	0.0252678605790727	0.116451651971764	-4.57016960441512
200016_x_at	HNRNPA1P10	heterogeneous nuclear ribonucleoprotein A1 pseudogene 10	-0.354732777781877	11.8193182190625	-2.46120457684555	0.0252678605790727	0.116451651971764	-4.57016960441512
200017_at	RPS27A	ribosomal protein S27a	-0.196309605275882	11.4186422230001	-1.42731252791449	0.17223633737484	0.457999447754181	-6.27678701080879
200018_at	RPS13	ribosomal protein S13	-0.455175507947148	12.2620351383665	-3.31156403194621	0.00428690688819412	0.0307805136722127	-2.86164498294014
200018_at	SNORD14B	small nucleolar RNA, C/D box 14B	-0.455175507947148	12.2620351383665	-3.31156403194621	0.00428690688819412	0.0307805136722127	-2.86164498294014
200019_s_at	FAU	FAU, ubiquitin like and ribosomal protein S30 fusion	-0.39131719718171	10.9840237212881	-3.83715265305627	0.00139553295073681	0.0132608361370014	-1.7510250833584
200020_at	TARDBP	TAR DNA binding protein	-0.298543359195831	8.87677224302812	-1.80414535469162	0.0895891119844166	0.299470023054866	-5.72325979656805
200021_at	CFL1	cofilin 1	-0.309747478061809	13.1234678973899	-3.82443347861738	0.0014339493123528	0.0135450159080786	-1.77808346403601
200022_at	RPL18	ribosomal protein L18	-0.452324517726714	10.9441856804659	-3.1155037654044	0.00650052389519821	0.0424055602974141	-3.26884011375462
200023_s_at	EIF3F	eukaryotic translation initiation factor 3 subunit F	-0.536829642896953	10.1034607387102	-3.28386595994808	0.00454725615023743	0.0322182857856091	-2.91949320871439
200024_at	RPS5	ribosomal protein S5	-0.538919017276248	10.8504055166259	-1.83458970574525	0.0847562938682103	0.288295603154531	-5.67462525695268
200025_s_at	RPL27	ribosomal protein L27	-0.736928008713928	12.0920488869224	-4.67048071700564	0.000239787540056852	0.00346510100848692	0.0180585308643595
200026_at	RPL34	ribosomal protein L34	-0.158570090179241	12.4727510800176	-1.43626624379976	0.169711090105492	0.453982259402241	-6.26475814479935
200027_at	NARS	asparaginyl-tRNA synthetase	-1.2227807087098	10.0141239896135	-7.44429156685604	1.19016834550833e-06	8.33978655439063e-05	5.43002499620988
200028_s_at	STARD7	StAR related lipid transfer domain containing 7	-1.30209870318278	9.34250321842837	-6.5085913220551	6.35910026816213e-06	0.000250429875150065	3.71452082638554
200029_at	RPL19	ribosomal protein L19	-0.334650529685035	11.9143047802036	-2.34028899499442	0.032196409310904	0.139517243376628	-4.79668272325294
200030_s_at	SLC25A3	solute carrier family 25 member 3	-0.74178512211415	10.944011472236	-7.00365807777869	2.58168978773407e-06	0.000136970937000187	4.63711693423669
200031_s_at	RPS11	ribosomal protein S11	-0.455190752978632	12.5441901914564	-2.61981290866106	0.0182977398278658	0.0912144377146158	-4.2653214169791
200031_s_at	SNORD35B	small nucleolar RNA, C/D box 35B	-0.455190752978632	12.5441901914564	-2.61981290866106	0.0182977398278658	0.0912144377146158	-4.2653214169791
200032_s_at	RPL9	ribosomal protein L9	-0.133144531775802	12.8306965011589	-1.46459200287418	0.161921575031436	0.443037629718256	-6.22632123252337
200033_at	DDX5	DEAD-box helicase 5	-0.0279312072654783	11.6621985456365	-0.11377497081108	0.91079612483479	1	-7.28371338687852
200033_at	MIR3064	microRNA 3064	-0.0279312072654783	11.6621985456365	-0.11377497081108	0.91079612483479	1	-7.28371338687852
200033_at	MIR5047	microRNA 5047	-0.0279312072654783	11.6621985456365	-0.11377497081108	0.91079612483479	1	-7.28371338687852
200034_s_at	RPL6	ribosomal protein L6	-0.550622515018615	12.0101651828327	-3.90989105519864	0.00119489400063643	0.0117605225336491	-1.59621344737859
200035_at	CTDNEP1	CTD nuclear envelope phosphatase 1	-0.289168343329959	7.97487312368264	-1.86008919126152	0.0808872512990618	0.278106869417836	-5.63347881401503
200036_s_at	RPL10A	ribosomal protein L10a	-0.866879039222173	10.4779603767458	-3.19208123638348	0.00552666036257815	0.037683773824764	-3.11046162764876
200037_s_at	CBX3	chromobox 3	-0.289689673865958	9.49025889427584	-1.95086861109223	0.0683565649277155	0.246710290943357	-5.48404969356396
200038_s_at	RPL17	ribosomal protein L17	-0.311093518137529	12.0289501443997	-2.96927251395507	0.00884967027535104	0.0534432737038746	-3.56847218805117
200038_s_at	SNORD58B	small nucleolar RNA, C/D box 58B	-0.311093518137529	12.0289501443997	-2.96927251395507	0.00884967027535104	0.0534432737038746	-3.56847218805117
200038_s_at	SNORD58A	small nucleolar RNA, C/D box 58A	-0.311093518137529	12.0289501443997	-2.96927251395507	0.00884967027535104	0.0534432737038746	-3.56847218805117
200038_s_at	C18orf32	chromosome 18 open reading frame 32	-0.311093518137529	12.0289501443997	-2.96927251395507	0.00884967027535104	0.0534432737038746	-3.56847218805117
200038_s_at	SNORD58C	small nucleolar RNA, C/D box 58C	-0.311093518137529	12.0289501443997	-2.96927251395507	0.00884967027535104	0.0534432737038746	-3.56847218805117
200038_s_at	RPL17-C18orf32	RPL17-C18orf32 readthrough	-0.311093518137529	12.0289501443997	-2.96927251395507	0.00884967027535104	0.0534432737038746	-3.56847218805117
200039_s_at	PSMB2	proteasome subunit beta 2	-0.157123836651177	9.0228250549728	-0.996541664527225	0.333451231900052	0.614248793737594	-6.78147027008993
200040_at	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1	-0.174817035226546	9.62536987267083	-1.66834072494723	0.114207987143008	0.353998689318077	-5.93342304430246
200041_s_at	DDX39B	DExD-box helicase 39B	-0.184897246720011	9.89830814734418	-0.973512802196518	0.344426913246888	0.614815451573515	-6.80408328077536
200041_s_at	SNORD84	small nucleolar RNA, C/D box 84	-0.184897246720011	9.89830814734418	-0.973512802196518	0.344426913246888	0.614815451573515	-6.80408328077536
200041_s_at	ATP6V1G2-DDX39B	ATP6V1G2-DDX39B readthrough (NMD candidate)	-0.184897246720011	9.89830814734418	-0.973512802196518	0.344426913246888	0.614815451573515	-6.80408328077536
200042_at	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase	-1.06704128051509	7.9278866756058	-5.64081185173772	3.3460138105926e-05	0.000797424874239946	2.01838070910056
200043_at	ERH	ERH, mRNA splicing and mitosis factor	-0.737789617501697	9.92057216516707	-4.89934384298649	0.000149265162406989	0.00244378861812178	0.497901150808119
200044_at	SRSF9	serine and arginine rich splicing factor 9	0.320249313841304	10.1395503941648	3.0668192716914	0.00720529815876469	0.045912398876681	-3.36902919265925
200044_at	GATC	glutamyl-tRNA amidotransferase subunit C	0.320249313841304	10.1395503941648	3.0668192716914	0.00720529815876469	0.045912398876681	-3.36902919265925
200045_at	ABCF1	ATP binding cassette subfamily F member 1	-0.125921476564342	8.11854753899855	-0.376983294991697	0.711015061147186	0.945714117324822	-7.21582710174426
200046_at	DAD1	defender against cell death 1	-0.516468268217558	9.48041576415208	-2.46402106278965	0.0251246182638327	0.115887366750773	-4.56482977687032
200047_s_at	YY1	YY1 transcription factor	-0.131062149270557	9.97026123953883	-0.857613380364619	0.403454152169568	0.662081905720347	-6.9106587744455
200048_s_at	JTB	jumping translocation breakpoint	-0.573794674142356	10.461256046654	-3.84580190716325	0.00137000175246334	0.0130908014794771	-1.732622540958
200049_at	KAT7	lysine acetyltransferase 7	0.211898669587974	6.69481131487698	1.50489788861538	0.15134843011581	0.426351652649194	-6.17063870943318
200050_at	ZNF146	zinc finger protein 146	-0.427611205983894	8.59072452750187	-2.28919914763765	0.0356287174463412	0.150686230813166	-4.89069923376717
200051_at	SART1	SART1, U4/U6.U5 tri-snRNP-associated protein 1	-0.34454351984723	6.65889407739772	-1.54021898627299	0.142561483576106	0.412023027046222	-6.120905021948
200052_s_at	ILF2	interleukin enhancer binding factor 2	-0.796138578481549	8.10070487516201	-2.27283404654895	0.0367983780636121	0.154625355155849	-4.92059041153019
200053_at	SPAG7	sperm associated antigen 7	-0.352194349707691	8.59570038701839	-4.10369293170568	0.000790910925315204	0.00856847667411378	-1.18350174112269
200054_at	ZPR1	ZPR1 zinc finger	-0.597714347778906	6.42389093321275	-2.13833950685524	0.0478498472450592	0.18965459732509	-5.16188873665937
200055_at	TAF10	TATA-box binding protein associated factor 10	-1.01623937266266	9.07488544039153	-5.56556648504928	3.88240304862588e-05	0.000893714743104654	1.86682932544588
200056_s_at	C1D	C1D nuclear receptor corepressor	-0.108805249041431	7.8985941492101	-0.468264167535788	0.645753241818803	0.888778226525534	-7.17553160820458
200057_s_at	NONO	non-POU domain containing octamer binding	-0.255236448798168	10.3991813199687	-2.34931429778422	0.0316231805706474	0.137763310392128	-4.7799663726866
200058_s_at	SNRNP200	small nuclear ribonucleoprotein U5 subunit 200	-0.141990373086735	9.21313253030868	-1.7355335593667	0.101377501657097	0.327091579815473	-5.83085346056928
200058_s_at	LOC101929240	U5 small nuclear ribonucleoprotein 200 kDa helicase pseudogene	-0.141990373086735	9.21313253030868	-1.7355335593667	0.101377501657097	0.327091579815473	-5.83085346056928
200059_s_at	RHOA	ras homolog family member A	-0.240038290617967	11.6751623647268	-1.92595706412809	0.0716095410129346	0.25473745248902	-5.52550430995852
200060_s_at	RNPS1	RNA binding protein with serine rich domain 1	-0.453482757608207	9.58776305810474	-3.16147014243628	0.00589741727853732	0.0395834563297385	-3.1738821391004
200061_s_at	RPS24	ribosomal protein S24	-0.37577024071679	12.8210345672582	-2.10101897085206	0.0514178543063111	0.199815843653214	-5.2273972851709
200062_s_at	RPL30	ribosomal protein L30	-0.31050884526746	12.229041808993	-2.43632652391646	0.0265670557742514	0.12091374669478	-4.6172141489074
200063_s_at	NPM1	nucleophosmin 1	-0.154459452226538	11.3816584617764	-0.876345425186903	0.393486358988362	0.653535372994261	-6.89426213106317
200064_at	HSP90AB1	heat shock protein 90 alpha family class B member 1	-0.973051403711649	10.7239194796258	-3.92603097998736	0.00115446535020133	0.011453673819473	-1.56184970790518
200065_s_at	ARF1	ADP ribosylation factor 1	0.101568592794369	11.826586079991	1.2571351067193	0.226298046735208	0.538531702061397	-6.49397317675411
200065_s_at	MIR3620	microRNA 3620	0.101568592794369	11.826586079991	1.2571351067193	0.226298046735208	0.538531702061397	-6.49397317675411
200066_at	IK	IK cytokine	0.27129589457409	8.73711079640315	1.59223768767994	0.130403235644872	0.388265005327992	-6.04610218375626
200067_x_at	SNX3	sorting nexin 3	-0.595899424325198	10.5391812357882	-5.04340711876593	0.000111067912056718	0.00195646346589711	0.797703990775453
200068_s_at	CANX	calnexin	-0.0368315946507565	10.6981450852274	-0.263164874757484	0.79569821960264	1	-7.25405339339178
200069_at	SART3	squamous cell carcinoma antigen recognized by T-cells 3	0.0686881657222944	5.91120071582188	0.436335327089983	0.668278016908213	0.910111175330993	-7.19059412578263
200070_at	CNPPD1	cyclin Pas1/PHO80 domain containing 1	-1.07742101803189	6.73787739754969	-4.08116687489527	0.000829696620395474	0.00887572241587727	-1.23146826936232
200071_at	SMNDC1	survival motor neuron domain containing 1	0.252497034837814	8.53759204998458	0.899990992012287	0.381138836064774	0.641935002599203	-6.87310482338988
200072_s_at	HNRNPM	heterogeneous nuclear ribonucleoprotein M	-0.244411699279143	9.79084059692534	-0.665690038673549	0.514855448989828	0.769142127235207	-7.05966482568488
200073_s_at	HNRNPD	heterogeneous nuclear ribonucleoprotein D	-0.222940964308377	10.7973783169492	-1.70489257853958	0.107064518458718	0.3386399808113	-5.87797738536966
200074_s_at	RPL14	ribosomal protein L14	-0.414867750001356	10.6937064172573	-2.10129184042578	0.0513909058230964	0.199745954030361	-5.22692070612987
200075_s_at	GUK1	guanylate kinase 1	0.179372090855527	8.5397271021621	1.15865814275558	0.263174620340867	0.586948347977509	-6.60927950463474
200076_s_at	KXD1	KxDL motif containing 1	-0.227830670723609	8.25155136910276	-2.03690641637578	0.0581192037059685	0.219243307293058	-5.33837247682969
200077_s_at	OAZ1	ornithine decarboxylase antizyme 1	-0.261783191147209	13.1209260343033	-3.56449039747996	0.00249891200052513	0.0206847162361447	-2.32963081658979
200078_s_at	ATP6V0B	ATPase H+ transporting V0 subunit b	-0.39423815573312	10.5383279508319	-1.49795566822508	0.153127510633728	0.429254034400724	-6.18031129444721
200079_s_at	KARS	lysyl-tRNA synthetase	-0.509133518135918	9.12577252625473	-3.1834523687568	0.00562878531570088	0.0382397021920009	-3.12835340212376
200080_s_at	H3F3A	H3 histone family member 3A	-0.05112718849937	11.9275538700347	-0.336693787483816	0.740613863675996	0.9709557205697	-7.23089248594162
200080_s_at	H3F3B	H3 histone family member 3B	-0.05112718849937	11.9275538700347	-0.336693787483816	0.740613863675996	0.9709557205697	-7.23089248594162
200080_s_at	H3F3AP4	H3 histone, family 3A, pseudogene 4	-0.05112718849937	11.9275538700347	-0.336693787483816	0.740613863675996	0.9709557205697	-7.23089248594162
200081_s_at	RPS6	ribosomal protein S6	-0.500135153738094	11.6707625733739	-2.62020895492529	0.0182828849639583	0.0911607799623817	-4.26455017723088
200082_s_at	RPS7	ribosomal protein S7	-0.43017185885402	11.5858967146076	-2.7381948763986	0.0143360268043178	0.0762046004963295	-4.03276407451329
200083_at	USP22	ubiquitin specific peptidase 22	-0.351589010244341	8.54505676236214	-3.14051887610415	0.00616516679859151	0.0408722865132189	-3.2172056855197
200084_at	C11orf58	chromosome 11 open reading frame 58	-0.0059150597525246	9.88534218657442	-0.0515274635717	0.959527053737334	1	-7.28914416786164
200085_s_at	ELOB	elongin B	-1.08125357195235	9.91768112218738	-7.16697148550177	1.93168917968214e-06	0.000112522242557716	4.93409742038419
200086_s_at	COX4I1	cytochrome c oxidase subunit 4I1	-0.122583036778373	10.6809639071169	-1.54303765387662	0.141879080596258	0.410530002977071	-6.11689900786245
200087_s_at	TMED2	transmembrane p24 trafficking protein 2	-0.442690847961538	10.4031995711337	-3.06244040997587	0.00727224076148217	0.0461716036255228	-3.37802027133188
200088_x_at	RPL12	ribosomal protein L12	-0.673326330650839	12.2152177603908	-4.18883087885037	0.000660162777339377	0.00747957715777474	-1.00227509760619
200088_x_at	NBEAL1	neurobeachin like 1	-0.673326330650839	12.2152177603908	-4.18883087885037	0.000660162777339377	0.00747957715777474	-1.00227509760619
200089_s_at	RPL4	ribosomal protein L4	-0.558631714798617	11.0144171972594	-2.38480684202261	0.0294603958748115	0.130796174791477	-4.71392289475906
200089_s_at	SNORD16	small nucleolar RNA, C/D box 16	-0.558631714798617	11.0144171972594	-2.38480684202261	0.0294603958748115	0.130796174791477	-4.71392289475906
200089_s_at	SNORD18A	small nucleolar RNA, C/D box 18A	-0.558631714798617	11.0144171972594	-2.38480684202261	0.0294603958748115	0.130796174791477	-4.71392289475906
200089_s_at	SNORD18B	small nucleolar RNA, C/D box 18B	-0.558631714798617	11.0144171972594	-2.38480684202261	0.0294603958748115	0.130796174791477	-4.71392289475906
200089_s_at	SNORD18C	small nucleolar RNA, C/D box 18C	-0.558631714798617	11.0144171972594	-2.38480684202261	0.0294603958748115	0.130796174791477	-4.71392289475906
200090_at	FNTA	farnesyltransferase, CAAX box, alpha	-0.857115353331153	9.28673048565605	-5.55496668709732	3.96480915732929e-05	0.000907994269812627	1.8454264844434
200091_s_at	RPS25	ribosomal protein S25	-0.48492007169896	11.5098017558997	-2.65338139046547	0.0170787772695478	0.0867288956010334	-4.19978560361256
200092_s_at	RPL37	ribosomal protein L37	-0.347968819397815	12.6340371075971	-2.79748787096794	0.0126758929441825	0.0695057872360896	-3.91484895596725
200093_s_at	HINT1	histidine triad nucleotide binding protein 1	-0.222811255037001	9.93488755144006	-2.4530035226354	0.0256893618387258	0.117897982149002	-4.58570218873607
200094_s_at	EEF2	eukaryotic translation elongation factor 2	-0.281952528171487	10.40023977596	-1.12237255400664	0.277853333849051	0.60315692529551	-6.64976043206616
200095_x_at	RPS10	ribosomal protein S10	-0.392210572994093	12.2704462661683	-2.67200696699989	0.0164363813553618	0.0844287426790055	-4.16328021184003
200096_s_at	ATP6V0E1	ATPase H+ transporting V0 subunit e1	-0.181806571058672	11.7553956399367	-2.08470260840307	0.0530529228156592	0.204707626951331	-5.25582974506373
200097_s_at	HNRNPK	heterogeneous nuclear ribonucleoprotein K	0.230094743983225	10.8656409852702	2.04989077069635	0.0567010701730447	0.215219356672365	-5.3160602431393
200098_s_at	ANAPC5	anaphase promoting complex subunit 5	-1.16905325953337	7.66870436560137	-5.40146919791345	5.38276746287066e-05	0.00114232578452521	1.53403250582698
200099_s_at	RPS3A	ribosomal protein S3A	-0.433788113394179	12.2431743883174	-2.53538882923025	0.0217413571314946	0.104006582430463	-4.42861156446367
200099_s_at	SNORD73A	small nucleolar RNA, C/D box 73A	-0.433788113394179	12.2431743883174	-2.53538882923025	0.0217413571314946	0.104006582430463	-4.42861156446367
200593_s_at	HNRNPU	heterogeneous nuclear ribonucleoprotein U	-0.0582564585879712	9.2702263938931	-0.489304575936992	0.631100017160194	0.875368918915693	-7.16504007254975
200594_x_at	HNRNPU	heterogeneous nuclear ribonucleoprotein U	-0.174337761121938	10.7848287676789	-2.17042058726985	0.0449659478728019	0.181074876098325	-5.10506039231379
200595_s_at	EIF3A	eukaryotic translation initiation factor 3 subunit A	-0.661071911759276	9.52207254270621	-2.57907631869707	0.0198888145371219	0.0972317802392906	-4.34439309825492
200596_s_at	EIF3A	eukaryotic translation initiation factor 3 subunit A	-0.588161926497705	8.74591222049301	-3.21206452700966	0.00529710631354841	0.036554790952245	-3.06898452453544
200597_at	EIF3A	eukaryotic translation initiation factor 3 subunit A	-1.36565481856578	5.874748834012	-3.94449671784709	0.0011098977837814	0.0110951816487062	-1.52253010712792
200598_s_at	HSP90B1	heat shock protein 90 beta family member 1	-0.84323694404082	9.33442970616471	-3.26689512039046	0.00471443102899968	0.033223170973814	-2.95488916155647
200598_s_at	MIR3652	microRNA 3652	-0.84323694404082	9.33442970616471	-3.26689512039046	0.00471443102899968	0.033223170973814	-2.95488916155647
200599_s_at	HSP90B1	heat shock protein 90 beta family member 1	-1.01090924150215	11.2446656870235	-5.55032777940739	4.00143955710953e-05	0.000915442275678353	1.83605557355289
200599_s_at	MIR3652	microRNA 3652	-1.01090924150215	11.2446656870235	-5.55032777940739	4.00143955710953e-05	0.000915442275678353	1.83605557355289
200600_at	MSN	moesin	0.265482728663834	11.7513870730767	2.8767568818103	0.0107442172224633	0.0616342304574495	-3.75584630148261
200601_at	ACTN4	actinin alpha 4	0.478396231098303	7.10909865794277	1.58700259815146	0.131585734685273	0.390653566091371	-6.05371296140827
200602_at	APP	amyloid beta precursor protein	-0.0870243829257156	8.77448783952231	-0.431382593970042	0.67180218614807	0.91311752685273	-7.19283757993748
200603_at	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	0.347137861673897	11.4457161830342	1.96638369980802	0.0663982575214412	0.241642045164926	-5.45806418467012
200604_s_at	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	1.09075493885259	9.0797582580972	3.56394492862284	0.00250182631188178	0.0207011495386787	-2.33078420200687
200605_s_at	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	0.664811784989368	10.7492180236396	3.05747206720597	0.00734893275994694	0.0465481150340812	-3.38821755973229
200606_at	DSP	desmoplakin	4.44089209850063e-16	2.25005432485196	4.12681007534436e-13	0.999999999999676	1	-7.29054604696949
200607_s_at	RAD21	RAD21 cohesin complex component	0.925290160750329	8.59786179949718	4.97239642452547	0.000128452003118194	0.00218597981186133	0.650161095174212
200608_s_at	RAD21	RAD21 cohesin complex component	0.733543719805482	9.57578976069197	4.2738310490799	0.000551426560829671	0.00648071627371707	-0.821499257624708
200609_s_at	WDR1	WD repeat domain 1	-0.422256705504379	10.1293420373925	-3.5820873067247	0.00240669133553129	0.0201081001236009	-2.29241119527612
200610_s_at	NCL	nucleolin	-0.362729759597174	10.0036983048358	-1.86504312157613	0.0801540215672738	0.276225187532255	-5.62544214517519
200611_s_at	WDR1	WD repeat domain 1	-0.137586059621817	10.4873009538543	-0.764305888714232	0.455532153038262	0.711525512838328	-6.98746951245022
200612_s_at	AP2B1	adaptor related protein complex 2 beta 1 subunit	-0.418686471709165	6.31535211294499	-1.12882038151144	0.275201287596986	0.600147806960623	-6.64264744520841
200613_at	AP2M1	adaptor related protein complex 2 mu 1 subunit	-0.972048654024539	10.2729086193891	-5.42011607113086	5.18569235753078e-05	0.00110895185031534	1.57200375477817
200614_at	CLTC	clathrin heavy chain	-0.684686808553053	11.6197084934842	-5.9990117774834	1.66547133687387e-05	0.000485120232673992	2.73031350041733
200615_s_at	AP2B1	adaptor related protein complex 2 beta 1 subunit	0.557636488378092	6.73335159456663	2.39744857836073	0.0287241826235757	0.128345891598383	-4.69028385402912
200616_s_at	MLEC	malectin	-1.82801314042773	7.06645541046803	-6.43967500635707	7.22848887494534e-06	0.000271165686195971	3.58344211645678
200617_at	MLEC	malectin	-1.74172294425428	7.42250935718055	-7.46775241516865	1.1429300967543e-06	8.11079979171214e-05	5.47149783236597
