Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	21/116	4.699098997245973E-13	2.1799547439042E-10	0	0	7.558851054639695	214.5673255515254	CSF3;CD40;CSF2;RIPK2;CD80;ITGB3;TNFRSF18;STAT3;OSM;PARP14;PARP9;GREM1;SOCS3;IL6;IFNG;IL23A;CCL5;CLCF1;IL12B;ARHGEF2;CD44
cellular response to tumor necrosis factor (GO:0071356)	26/194	1.1782646524928798E-12	5.010570434725971E-10	0	0	5.595850461657663	153.7011037229051	CD40;CXCL8;CCL3L1;TNFRSF11B;FOXO3;TANK;TNF;RELA;CCL5;ZC3H12A;CCL4;ANKRD1;CCL3;CD58;TNFRSF4;CCL20;CD70;TNFRSF9;TNFRSF18;NFKBIA;TNFSF9;FAS;ARHGEF2;BIRC2;NFE2L2;BIRC3
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	26/204	3.817020110644623E-12	1.4983272018938086E-9	0	0	5.321544066478365	139.91164761356353	CD40;TRAF3IP2;TNFAIP3;TANK;TNF;RELA;UBD;ZC3H12A;CCR7;PIM2;TLE1;RIPK2;CFLAR;TICAM1;NFKBIA;IL1A;TNIP1;TNIP2;IL1B;TNIP3;BCL3;REL;SQSTM1;OPTN;BIRC2;BIRC3
cellular response to molecule of bacterial origin (GO:0071219)	17/84	1.235326868993539E-11	4.502766437481449E-9	0	0	8.450144149517845	212.2431191383874	CD86;CXCL6;CD274;CXCL8;CD80;TNFAIP3;TICAM1;RELA;NFKB1;SBNO2;IL6;TNIP1;TNIP2;TNIP3;ZC3H12A;PDE4B;ANKRD1
regulation of apoptotic process (GO:0042981)	54/815	1.3389129500495544E-11	4.554981856068584E-9	0	0	2.7664997374386826	69.26368637899638	ANKLE2;CD40;UBE2Z;TNF;AIFM2;PIM1;ANKRD1;MAP3K8;PIM3;PIM2;TNFRSF4;ARHGEF11;DUSP1;RIPK2;SPHK1;TNFRSF18;SERPINB9;OXSR1;GREM1;RNF144B;PHIP;ANGPTL4;ARHGEF2;SQSTM1;MET;BIRC2;CD44;BIRC3;BCL2A1;TNFRSF11B;FOXO3;STK4;TANK;NDRG1;THBS1;RELA;GNA13;UBD;TP53BP2;PMAIP1;MCL1;PLK3;GADD45B;TNFRSF9;STAT3;CFLAR;INHBA;NFKB1;BMP6;NFKBIA;IL6;BCL3;BCL2;FAS
positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)	14/53	1.7310343207875316E-11	5.520917586861734E-9	0	0	11.029266947650372	273.3021127955974	CD40;CSF2;TNFRSF18;STAT3;OSM;PARP9;PARP14;SOCS3;IL6;IFNG;IL23A;CCL5;CLCF1;IL12B
I-kappaB kinase/NF-kappaB signaling (GO:0007249)	14/57	5.076044387125329E-11	1.523709088676503E-8	0	0	10.255283302201223	243.09024810502055	RIPK2;TICAM1;TNF;TANK;RELA;NFKB1;RELB;NFKB2;NFKBIA;IRAK2;BCL3;REL;BIRC2;BIRC3
positive regulation of cytokine production (GO:0001819)	25/220	1.239822883125036E-10	3.514897873659477E-8	0	0	4.7447333459859555	108.23155435905797	PTGER4;CEBPB;CSF2;PTGS2;TANK;TNF;RASGRP1;RELA;PDE4B;IL12B;CCR7;IL15;RIPK2;TMEM173;TICAM1;NFKB1;EREG;NFKB2;IL1A;IL6;IFNG;IL23A;IL1B;IRF1;ARHGEF2
regulation of tyrosine phosphorylation of STAT protein (GO:0042509)	14/61	1.360617914844415E-10	3.6543332733952896E-8	0	0	9.58280570861426	217.7013366502517	CD40;CSF2;TNFRSF18;STAT3;OSM;PARP9;PARP14;SOCS3;IL6;IFNG;IL23A;CCL5;CLCF1;IL12B
response to molecule of bacterial origin (GO:0002237)	17/98	1.6239608091334819E-10	4.143536004504079E-8	0	0	7.242980699586724	163.26390352076402	CXCL6;CD40;CXCL8;GCH1;TNFRSF9;TNFRSF18;TNFAIP3;TNFRSF11B;CXCL1;CXCL3;CXCL2;CXCL5;CYP27B1;IL6;FAS;JUNB;TNFRSF4
positive regulation of JAK-STAT cascade (GO:0046427)	14/64	2.7084752513508055E-10	6.581594860782458E-8	0	0	9.133611691022965	201.20857990457733	CD40;CSF2;TNFRSF18;STAT3;OSM;PARP9;PARP14;SOCS3;IL6;IFNG;IL23A;CCL5;CLCF1;IL12B
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	15/76	2.9295214210377985E-10	6.795158096161767E-8	0	0	8.240852653554555	180.8950543164125	CSF2;TNFAIP3;CFLAR;TNF;TANK;THBS1;RELA;ICAM1;IL1A;IL1B;BCL2;FAS;PHIP;ARHGEF2;MCL1
apoptotic process (GO:0006915)	25/231	3.530097408512751E-10	7.832211772017638E-8	0	0	4.518793662843767	98.34939974557582	PPP1R15A;CSRNP1;PRF1;AHR;STK4;CASP7;AIFM2;PLAGL2;PMAIP1;IER3;PLK3;TNFRSF9;GZMB;CFLAR;NFKBIA;IL1A;PLSCR1;ADORA2A;IFNG;IL1B;IRF1;IL2RA;BCL2;TNFSF9;FAS
positive regulation of intracellular signal transduction (GO:1902533)	37/479	4.2735617417748834E-10	9.086660653448846E-8	0	0	3.2252300155595552	69.57918792166623	CD86;CSF3;CD40;TRAF3IP2;CD80;PTPRJ;TXN;TNF;THBS1;RELA;CCL5;UBD;CCL4;CCL3;PMAIP1;CCR7;PIM2;TNFRSF4;RIPK2;OSM;CFLAR;TICAM1;EREG;IL1A;IL6;P2RX4;TNIP2;REL;BCL2;RAPGEF2;FAS;IL7R;MET;BIRC2;HBEGF;CRLF2;BIRC3
cellular response to interleukin-1 (GO:0071347)	20/150	5.336330375946762E-10	1.0892517563382531E-7	0	0	5.567153792623522	118.8660415237913	IL1RN;CXCL8;CCL3L1;RIPK2;CCL20;TANK;NFKB1;RELA;NFKBIA;IL1A;IRAK2;TNIP2;IL1B;CCL5;ZC3H12A;CCL4;ANKRD1;CCL3;MAP3K8;SQSTM1
response to tumor necrosis factor (GO:0034612)	16/97	1.2197432819259268E-9	2.3939807567953863E-7	0	0	6.887200568194047	141.3572118889921	CXCL8;CCL3L1;GCH1;CCL20;TANK;RELA;CXCL16;UBD;CCL5;ZC3H12A;CCL4;ANKRD1;CCL3;ARHGEF2;CD58;NFE2L2
positive regulation of leukocyte chemotaxis (GO:0002690)	13/61	1.6713154153336378E-9	3.1587861349805754E-7	0	0	8.898319586570382	179.83196756037353	CXCL6;CXCL8;CSF1;CXCL1;CXCL3;CXCL2;THBS1;CXCL5;IL6;CCL5;CCL4;CCL3;CCR7
negative regulation of apoptotic process (GO:0043066)	36/485	2.1685560808996087E-9	3.9521934574395366E-7	0	0	3.099240255687321	61.8273770087699	ANKLE2;BCL2A1;THBS1;RELA;DNAJB6;LAMP3;ZC3H12A;PIM1;PIM3;PIM2;MCL1;PLK3;TLE1;RIPK2;SPHK1;STAT3;SERPINB9;CFLAR;SOD2;NFKB1;NR4A2;NFKBIA;GREM1;RNF144B;IL6;CLCF1;BCL3;BCL2;FAS;PHIP;ANGPTL4;SQSTM1;MET;BIRC2;CD44;BIRC3
negative regulation of cell proliferation (GO:0008285)	30/363	4.280889967854743E-9	7.532890174469916E-7	0	0	3.450715160717059	66.49219245519704	BTG3;CDKN1A;BTG1;CXCL8;CCL3L1;TNFAIP3;PTPRJ;CXCL1;CYP27B1;NCK2;IL12B;PIM2;HIST1H2AC;ZBTB17;PTGIR;OSM;IFNLR1;INHBA;SOD2;EREG;PARP10;GREM1;IL1A;IL6;IFNG;IL1B;IRF1;BHLHE40;RAPGEF2;INSM1
positive regulation of leukocyte migration (GO:0002687)	10/34	4.428194838877318E-9	7.532359420930317E-7	0	0	12.280486307257767	236.2185167814677	CXCL6;IL6;CXCL8;TNFRSF18;CXCL1;CXCL3;CXCL2;TNF;CXCL5;ICAM1
regulation of smooth muscle cell proliferation (GO:0048660)	11/44	4.9846156508554706E-9	8.205320537521118E-7	0	0	10.438413361169102	199.55020394193485	EDN1;PTGIR;IL6;NR4A3;IFNG;CCL5;TNFAIP3;IL12B;THBS1;TNF;EREG
positive regulation of lymphocyte proliferation (GO:0050671)	13/71	1.1893075156296487E-8	1.8965738288306553E-6	0	0	7.645035137757653	139.5013224946542	CD86;CD274;TFRC;CD80;IL6;IL23A;IL1B;CCL5;CLCF1;NCK2;BCL2;IL12B;TNFRSF4
positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	19/163	1.394665714401418E-8	2.1566603456334655E-6	0	0	4.866990278827312	88.03424664992879	CD40;TRAF3IP2;RIPK2;SPHK1;CFLAR;TICAM1;TNF;RELA;IL1A;IL23A;TNIP2;UBD;IL1B;REL;IL12B;CCR7;PIM2;BIRC2;BIRC3
positive regulation of T cell proliferation (GO:0042102)	12/61	1.8656191934324497E-8	2.800074924731115E-6	0	0	8.213833464526507	146.18231483971167	CD86;CD274;IL6;TFRC;IL23A;CD80;IL1B;CCL5;EBI3;NCK2;IL12B;TNFSF9
positive regulation of defense response (GO:0031349)	13/74	2.0066211673470063E-8	2.925653661991935E-6	0	0	7.335101280821532	130.009010787831	PTGER4;CCL3L1;IL15;EREG;NFKBIA;PLSCR1;TNIP1;IL23A;CCL5;CCL4;CCL3;IL12B;OPTN
regulation of defense response to virus by host (GO:0050691)	9/30	2.2003137277948858E-8	3.118944709149251E-6	0	0	12.526096033402922	220.86113724691293	TRAF3IP2;DTX3L;IL23A;ZC3H12A;TNFAIP3;IL12B;IFNLR1;TMEM173;PARP9
positive regulation of cytokine biosynthetic process (GO:0042108)	10/40	2.516533560549191E-8	3.4707758809412214E-6	0	0	10.438413361169102	182.64925219839523	CD86;IL1A;IRF4;CD80;IL1B;EBI3;IL12B;THBS1;TNF;EREG
chemokine-mediated signaling pathway (GO:0070098)	11/52	3.302909044614072E-8	4.435459172280423E-6	0	0	8.832503613296932	152.14762203822005	CXCL6;CXCL8;CCL3L1;CCL20;CCL5;CCL4;CCL3;CXCL1;CXCL3;CXCL2;CXCL5
positive regulation of gene expression (GO:0010628)	45/771	3.666471517588045E-8	4.797436962628665E-6	0	0	2.436983664086172	41.72469635276425	CD86;CASZ1;CSF2;CSF1;CD80;FAM129A;TWIST1;AHR;FOXO3;TNF;THBS1;ARNTL2;RELA;ETS2;C1QTNF1;LAMP3;ZC3H12A;CCL3;ITGB8;PIM2;NDP;ARHGEF11;TLE1;DTX3L;RDX;STAT3;SERPINB9;PBX4;INHBA;TICAM1;PARP9;NFKB1;IL1A;PLSCR1;KLF6;IL6;IFNG;BAMBI;IRF4;IL1B;IRF1;BCL3;SNAI1;PHIP;NFE2L2
response to lipid (GO:0033993)	17/140	4.3924746616873287E-8	5.603699549647609E-6	0	0	5.070086489710707	85.89126021900117	CXCL6;CD40;CXCL8;GCH1;TNFRSF9;TNFRSF18;STAT3;TNFRSF11B;CXCL1;CXCL3;CXCL2;CXCL5;STRN3;CYP27B1;FAS;JUNB;TNFRSF4
negative regulation of programmed cell death (GO:0043069)	30/408	6.053791942590462E-8	7.534756166594909E-6	0	0	3.070121576814442	51.02540802184675	ANKLE2;BCL2A1;THBS1;RELA;PIM1;PIM3;PIM2;MCL1;PLK3;RIPK2;SPHK1;STAT3;SERPINB9;CFLAR;NFKB1;NFKBIA;GREM1;RNF144B;IL6;BCL3;BCL2;FAS;PHIP;ANGPTL4;ARHGEF2;SQSTM1;MET;BIRC2;CD44;BIRC3
regulation of NF-kappaB import into nucleus (GO:0042345)	8/26	1.0917226152134027E-7	1.3264429774842842E-5	0	0	12.847277982977358	205.9462189982376	NFKBIA;IL23A;SPHK1;IL1B;ZC3H12A;BCL3;IL12B;TNF
cellular response to interferon-gamma (GO:0071346)	15/116	1.1815609622853549E-7	1.4022106024516666E-5	0	0	5.39917932474264	86.12370907753639	CCL3L1;CCL20;ICAM1;MT2A;IFNG;IRF4;IRF1;CCL5;IRF2;CCL4;CCL3;CD58;GBP1;CD44;JAK1
positive regulation of cellular process (GO:0048522)	34/519	1.2984222743136223E-7	1.5058747422323669E-5	0	0	2.7353067767225396	43.373611191854806	CD86;CSF3;KCNE1;CSF1;THBS1;RELA;CXCL5;CXCL16;ZC3H12A;NAMPT;IER5;JUNB;SLAMF1;EDN1;RIPK2;IL15;SPHK1;RDX;OSM;EREG;EHD1;GREM1;IL6;P2RX4;IFNG;BAMBI;CLCF1;IL1B;BCL2;PHIP;INSM1;IL7R;CRLF2;HBEGF
positive regulation of cell proliferation (GO:0008284)	30/424	1.40503414192054E-7	1.5933087169378925E-5	0	0	2.9542679324063497	46.612540024919866	CD86;CDKN1A;CSF3;CSF1;TNF;THBS1;RELA;CXCL5;CCL5;NAMPT;PIM1;SLAMF1;EDN1;IL15;SPHK1;OSM;BMP6;EREG;GREM1;IL6;NR4A3;IFNG;BAMBI;CLCF1;IL1B;PHIP;INSM1;IL7R;HBEGF;CRLF2
positive regulation of inflammatory response (GO:0050729)	12/73	1.5178386931081043E-7	1.6838110545501427E-5	0	0	6.863614264878314	107.76429140896828	PTGER4;NFKBIA;IL6;CCL3L1;TNIP1;IL15;IL23A;CCL4;CCL3;OSM;IL12B;TICAM1
regulation of calcidiol 1-monooxygenase activity (GO:0060558)	5/7	1.5577278935695223E-7	1.6912947746564408E-5	0	0	29.824038174768866	467.48784282355354	CYP27B1;IFNG;IL1B;TNF;NFKB1
positive regulation of chemotaxis (GO:0050921)	10/48	1.635622382347569E-7	1.7388710452332595E-5	0	0	8.698677800974252	135.92616785887452	CXCL6;IL6;CXCL8;P2RX4;CXCL1;CXCL3;CXCL2;THBS1;MET;CXCL5
cellular response to oxygen-containing compound (GO:1901701)	23/274	2.1281858442609346E-7	2.2163535435231733E-5	0	0	3.5048687198086035	53.84468742066729	CD86;CD274;CXCL6;KCNE1;CXCL8;CD80;TNFAIP3;AHR;TICAM1;RELA;NFKB1;RAP1B;SBNO2;IL6;NR4A3;P2RX4;TNIP1;TNIP2;TNIP3;ZC3H12A;ANKRD1;PDE4B;RAPGEF2
regulation of T cell proliferation (GO:0042129)	11/62	2.239918556696239E-7	2.2860608789641814E-5	0	0	7.407906256313557	113.42731334640126	CD86;CD274;CEBPB;IL6;TFRC;IL23A;CD80;IL1B;CCL5;NCK2;IL12B
response to interleukin-1 (GO:0070555)	12/76	2.39988185709593E-7	2.4012935523059864E-5	0	0	6.592682122843644	100.4901184992381	CXCL8;CCL3L1;IRAK2;CCL20;CCL5;ZC3H12A;CCL4;ANKRD1;CCL3;TANK;RELA;NFKB1
positive regulation of macromolecule metabolic process (GO:0010604)	23/276	2.42398175576083E-7	2.3787651730091377E-5	0	0	3.4794711203897006	53.00168444426195	CSF2;TLE1;CSF1;DTX3L;RDX;STAT3;TWIST1;SERPINB9;INHBA;TICAM1;TNF;GREM1;IL1A;PLSCR1;IL6;C1QTNF1;IFNG;IL1B;LAMP3;ZC3H12A;CCL3;ITGB8;NFE2L2
positive regulation of protein phosphorylation (GO:0001934)	29/412	2.538277208454455E-7	2.443929923536431E-5	0	0	2.938970752173825	44.63300280406144	CDKN1A;CSF3;CD40;CSF1;ITGB3;CD80;FAM129A;PRKAG2;TXN;STK4;TNF;RASGRP1;CCR7;TNFRSF4;RIPK2;SPHK1;OSM;INHBA;BMP6;EREG;RAP2C;IL6;IFNG;IL1B;RAPGEF2;FAS;ARHGEF2;MET;CD44
positive regulation of interleukin-2 production (GO:0032743)	7/20	2.55973575709256E-7	2.418950290452469E-5	0	0	14.613778705636744	221.81073345252764	CD86;IL1A;IRF4;CD80;IL1B;PDE4B;TANK
tumor necrosis factor-mediated signaling pathway (GO:0033209)	15/123	2.582288778201136E-7	2.3958944791200725E-5	0	0	5.091908956667855	77.24130313128144	CD40;CD70;TNFRSF9;TNFRSF18;TNFRSF11B;FOXO3;TNF;TANK;RELA;NFKBIA;TNFSF9;FAS;TNFRSF4;BIRC2;BIRC3
negative regulation of transcription from RNA polymerase II promoter (GO:0000122)	35/565	3.225944361129095E-7	2.939641799078888E-5	0	0	2.5865095054224323	38.66022112030386	CEBPB;BHLHE41;TWIST1;PRDM1;FOXO3;BACH1;TNF;RELA;ETS2;RELB;HEY1;HIVEP1;JUNB;TGIF1;PLK3;BATF3;EDN1;BCL11A;STAT3;ARID5A;ARID5B;PARP9;NFKB1;BMP6;NFKB2;NR4A2;NR4A3;IFNG;BHLHE40;IRF2;SNAI1;REL;INSM1;MXD1;ATF3
positive regulation of defense response to virus by host (GO:0002230)	7/21	3.760615963302696E-7	3.366740922935729E-5	0	0	13.917884481558803	205.8944034369692	TRAF3IP2;DTX3L;IL23A;ZC3H12A;IL12B;TMEM173;PARP9
positive regulation of interleukin-2 biosynthetic process (GO:0045086)	5/8	4.072023591441888E-7	3.582678687435854E-5	0	0	26.096033402922757	383.9758762565444	CD86;IL1A;IRF4;IL1B;CD80
negative regulation of transcription, DNA-templated (GO:0045892)	44/813	4.3372484364812975E-7	3.7513523341295015E-5	0	0	2.259730321729105	33.10698242328816	CEBPB;CSF2;BHLHE41;TWIST1;AHR;PRDM1;FOXO3;BACH1;TNF;RELA;ETS2;RELB;MUC1;SBNO2;HEY1;HIVEP1;JUNB;TNFRSF4;TGIF1;PLK3;BATF3;EDN1;TLE1;BCL11A;STAT3;ARID5A;ARID5B;PARP9;NFKB1;BMP6;NFKB2;EREG;NR4A2;NR4A3;IFNG;IRF1;BHLHE40;BCL3;IRF2;SNAI1;REL;INSM1;MXD1;ATF3
regulation of inflammatory response (GO:0050727)	17/166	5.291237192226804E-7	4.500197231988897E-5	0	0	4.275976557587343	61.796599466084565	PTGER4;CCL3L1;TNFAIP6;IL15;TNFAIP3;PTGS2;RELA;NFKBIA;SBNO2;TNIP1;IL23A;CCL5;CCL4;CCL3;IL12B;BIRC2;BIRC3
regulation of programmed cell death (GO:0043067)	22/268	5.721387330035007E-7	4.786268777896498E-5	0	0	3.4275387156077652	49.26704505105384	CD40;DUSP1;TNFRSF9;TNFRSF18;TNFRSF11B;INHBA;OXSR1;CFLAR;STK4;TANK;TNF;NDRG1;BMP6;AIFM2;BCL3;TP53BP2;FAS;PMAIP1;MAP3K8;TNFRSF4;BIRC2;BIRC3
response to interferon-gamma (GO:0034341)	11/68	5.936579066198827E-7	4.886187576582679E-5	0	0	6.754267468991773	96.83568008163147	CYP27B1;CCL3L1;GCH1;CCL20;KYNU;CCL5;UBD;CCL4;CCL3;CD58;CXCL16
positive regulation of T cell activation (GO:0050870)	11/68	5.936579066198827E-7	4.8086290436210496E-5	0	0	6.754267468991773	96.83568008163147	CD86;CD274;IL6;TFRC;IL23A;CD80;IL1B;CCL5;NCK2;IL12B;CCR7
response to organic cyclic compound (GO:0014070)	11/69	6.911971677162383E-7	5.511217416962444E-5	0	0	6.656379534658558	94.41968345168067	CYP27B1;KYNU;IL1B;CCL5;STAT3;CCL3;BCL2;PMAIP1;TMEM173;TNF;STRN3
cellular response to interleukin-6 (GO:0071354)	7/23	7.605912973280999E-7	5.9712267542542984E-5	0	0	12.70763365707543	179.0400068686235	SOCS3;SBNO2;IL6;STAT3;RELA;NFKB1;JAK1
cellular response to organic cyclic compound (GO:0071407)	15/135	8.712180057330665E-7	6.736099217054301E-5	0	0	4.6392948271862675	64.73381395408747	KCNE1;AHR;TMEM173;TNF;NFKB1;RELA;RAP1B;CASP7;NR4A3;P2RX4;IL1B;CCL5;ZC3H12A;CCL3;RAPGEF2
positive regulation of neutrophil chemotaxis (GO:0090023)	7/24	1.05170573285831E-6	8.01023038026262E-5	0	0	12.178148921363954	167.63340367218171	CXCL6;CXCL8;CXCL1;CCR7;CXCL3;CXCL2;CXCL5
protein kinase B signaling (GO:0043491)	8/35	1.3608334679178599E-6	1.0212254686448292E-4	0	0	9.543692215926036	128.91059423199565	PLK3;NR4A1;CDKN1A;CCL5;IL1B;CCL3;FOXO3;TNF
cellular response to lipid (GO:0071396)	17/178	1.4128708553769592E-6	1.044910141302699E-4	0	0	3.987708475053365	53.71398197331195	CD86;CD274;CXCL6;CXCL8;CD80;TNFAIP3;AHR;TICAM1;NFKB1;SBNO2;IL6;TNIP1;TNIP2;TNIP3;ZC3H12A;PDE4B;ANKRD1
positive regulation of neutrophil migration (GO:1902624)	7/25	1.430688333951357E-6	1.0429717954505392E-4	0	0	11.691022964509395	157.33024490963314	CXCL6;CXCL8;CXCL1;CCR7;CXCL3;CXCL2;CXCL5
