Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Gingiva	8/69	4.311159366690131E-7	7.219232321312018E-5	0	0	11.594202898550725	169.93494247447586	IL1A;IL6;MMP1;CCL20;IL1B;PTGS2;TNF;ICAM1
Peripheral blood	9/96	5.111705548626965E-7	7.84646801714239E-5	0	0	9.375	135.81152377102387	CSF2;NR4A3;TNIP1;NFKBIZ;PTGS2;RASGRP1;GEM;IDO1;CES1
Peritoneal exudate	5/18	7.330902528011693E-7	1.038732496661349E-4	0	0	27.77777777777778	392.38880596307035	IL6;CSF2;IL1B;TNF;HIST2H2BE
U-937 cell	8/74	7.446198158053671E-7	9.797069290810616E-5	0	0	10.81081081081081	152.54477906137026	NFKBIA;IL1A;IL6;CSF2;IL1B;IRF1;TNF;ICAM1
Uterus	159/12771	1.0364742609012623E-6	1.27279039238675E-4	0	0	1.2450082217524079	17.155822037078874	IL1RN;CD83;RNF19B;DDX60L;ETS2;ICAM1;ZC3H12C;MT2A;DPYSL3;ZC3H12A;NAMPT;PIM1;DENND5A;MAP3K8;PIM3;NBN;MB21D2;IER5;HIST1H2AC;IER3;IL15RA;ACSL1;TM4SF1;GEM;NINJ1;SQSTM1;OPTN;ATF3;HIST1H2BD;IDO1;CES1;CD274;SLC41A2;SLC1A3;AK4;NDRG1;RASGRP1;HELZ2;SOCS3;IRAK2;HIVEP1;SLAMF7;HIVEP2;NDP;MSC;LONRF1;PLK3;GADD45B;LHFP;GFPT2;TFPI2;ZBTB10;INHBA;NFKB1;BMP6;NFKB2;EHD1;ABTB2;ISG20;NR4A2;NFKBIA;IL6;NR4A3;BCL3;REL;TMCC3;FERMT2;PLEKHM3;LRP12;HIST2H2AA3;CSRNP1;BTG3;LAD1;CD40;HIST2H2AA4;TNFAIP6;BHLHE41;TNFAIP3;ADM;N4BP2L1;CXCL1;LRRC32;CXCL2;KYNU;NFKBIZ;PDE4B;TRIM69;CYTIP;RAB8B;DUSP4;KDM6B;DUSP5;EDN1;PTGIR;MMP7;DUSP1;IL15;RIPK2;MMP1;SPHK1;RHBDF2;SERPINB9;AMPD3;MSANTD3-TMEFF1;TRAF1;PARP9;IGFN1;LSS;MMP10;HIST2H2BE;IL1A;PLSCR1;ADORA2A;IL1B;IRF1;IL3RA;RAPGEF2;ANGPTL4;MET;CHST2;HBEGF;BIRC3;PPP1R15A;SLFN5;GRAMD1A;C1S;USP12;FAM129A;PTGS2;TANK;AKAP2;ARNTL2;RELB;MLLT6;CCL5;CCL4;STAT4;CCL3;CKB;ZSWIM4;GBP1;GBP4;MPZL1;IL32;GCH1;GK;CCL20;RFTN1;G0S2;CFLAR;SOD2;SGPP2;KLF6;ZNFX1;KLF5;TNIP1;CLCF1;TRIP10;GRINA
Histiocytic lymphoma cell	4/9	1.1756320457022156E-6	1.3534463926146757E-4	0	0	44.44444444444444	606.8313175002049	IL1B;CXCL3;CXCL2;HBEGF
Lymph node	175/14834	2.6688470227360283E-6	2.8917742446351555E-4	0	0	1.1797222596737225	15.14039504492166	IL1RN;CD83;CD80;RNF19B;DDX60L;ETS2;ICAM1;ZC3H12C;MT2A;LAMP3;DPYSL3;ZC3H12A;NAMPT;PIM1;IL12B;DENND5A;MAP3K8;PIM3;NBN;IER5;TNFRSF4;HIST1H2AC;IER3;IL15RA;ACSL1;TAP1;TM4SF1;GEM;NINJ1;SQSTM1;OPTN;ATF3;HIST1H2BD;IDO1;CES1;CD274;CCL3L1;SLC41A2;EBI3;SLC1A3;NDRG1;RASGRP1;AK8;HELZ2;CYP27B1;SOCS3;IRAK2;HIVEP1;SLAMF7;HIVEP2;NDP;MSC;LONRF1;PLK3;GADD45B;LHFP;TNFRSF9;GFPT2;TFPI2;HSPA6;ZBTB10;PBX4;INHBA;NFKB1;BMP6;NFKB2;EHD1;ABTB2;ISG20;NR4A2;NFKBIA;IL6;NR4A3;BCL3;REL;TNFSF9;TMCC3;FERMT2;PLEKHM3;LRP12;CSRNP1;BTG3;LAD1;CD40;HIST2H2AA4;TNFAIP6;BHLHE41;TNFAIP3;ADM;N4BP2L1;CXCL1;LRRC32;SLC2A6;CXCL2;KYNU;NFKBIZ;PDE4B;TRIM69;CCR7;CYTIP;RAB8B;DUSP4;KDM6B;DUSP5;EDN1;PTGIR;MMP7;DUSP1;IL15;RIPK2;SPHK1;TNFRSF18;RHBDF2;SERPINB9;AMPD3;MSANTD3-TMEFF1;TRAF1;PARP9;LSS;MMP10;HIST2H2BE;IL1A;PLSCR1;ADORA2A;IL1B;IRF1;IL3RA;RAPGEF2;ANGPTL4;MET;CHST2;HBEGF;BIRC3;PPP1R15A;SLFN5;GRAMD1A;C1S;USP12;FAM129A;PTGS2;TANK;AKAP2;STX11;ARNTL2;RELB;MLLT6;CCL5;CCL4;STAT4;CCL3;CKB;ZSWIM4;GBP1;GBP4;MPZL1;IL32;GCH1;GK;CCL20;RFTN1;OSM;G0S2;CFLAR;SOD2;MCOLN2;SGPP2;KLF6;ZNFX1;KLF5;TNIP1;CLCF1;TNIP3;IL2RA;TRIP10;GRINA
Gingival fluid	5/23	2.7643280226436368E-6	2.828829009838655E-4	0	0	21.73913043478261	278.23289091982184	IL1A;IL6;MMP1;IL1B;TNF
Rheumatoid arthritis disease specific synovial fibroblast	4/11	3.031048397200008E-6	2.9385216566539025E-4	0	0	36.36363636363637	462.0582542768213	IL6;MMP1;IL1B;TNF
Vasculature	9/121	3.592848971938491E-6	3.30901390315535E-4	0	0	7.43801652892562	93.24717831586396	IL6;EDN1;PTGIR;IL1B;ADM;NDP;PTGS2;TNF;ICAM1
Vascular cell	6/43	4.155483667201026E-6	3.6449528166591856E-4	0	0	13.953488372093023	172.89881484232038	EDN1;IL6;IL1B;PTGS2;TNF;ICAM1
HaCaT cell	5/26	5.273783818881518E-6	4.415595361081707E-4	0	0	19.23076923076923	233.7069704008934	IL6;MMP1;IL1B;PTGS2;TNF
Atherosclerotic plaque	7/69	5.748636941791376E-6	4.6039083681650934E-4	0	0	10.144927536231885	122.41425288986541	CD40;IL6;MMP1;IL1B;CCL5;TNF;ICAM1
Pancreatic cancer cell	7/70	6.333756657039328E-6	4.8611582342776837E-4	0	0	10.0	119.69617029114518	IL32;NFKBIA;IL1B;PIM3;CFLAR;PTGS2;MET
Adult T-cell lymphoma cell	4/13	6.464958568914984E-6	4.7633814735765606E-4	0	0	30.76923076923077	367.66504474712264	NFKBIA;IL2RA;BCL3;BIRC3
Lung	187/16585	7.862513270272052E-6	5.5702882476312E-4	0	0	1.1275248718721735	13.252255618952894	IL1RN;CD83;CSF2;CD80;RNF19B;MSANTD3;DDX60L;TNF;ETS2;ICAM1;ZC3H12C;MT2A;LAMP3;DPYSL3;ZC3H12A;NAMPT;PIM1;DENND5A;MAP3K8;PIM3;NBN;MB21D2;IER5;TNFRSF4;HIST1H2AC;IER3;IL15RA;ACSL1;TAP1;TM4SF1;GEM;NINJ1;RHCG;SQSTM1;OPTN;ATF3;HIST1H2BD;IDO1;CES1;HIST1H2BC;CD274;SLC41A2;EBI3;SLC1A3;AK4;GPR84;NDRG1;RASGRP1;AK8;HELZ2;SOCS3;IRAK2;UBD;HIVEP1;SLAMF7;HIVEP2;NDP;MSC;LONRF1;PLK3;GADD45B;LHFP;TNFRSF9;GFPT2;TFPI2;HSPA6;ZBTB10;PBX4;INHBA;NFKB1;BMP6;NFKB2;EHD1;ABTB2;ISG20;NR4A2;NFKBIA;IL6;NR4A3;BCL3;REL;TNFSF9;TMCC3;FERMT2;PLEKHM3;LRP12;HIST2H2AA3;CSRNP1;BTG3;LAD1;CXCL6;CD40;HIST2H2AA4;TNFAIP6;BHLHE41;TNFAIP3;ADM;N4BP2L1;CXCL1;SLC7A11;LRRC32;CXCL3;SLC2A6;CXCL2;KYNU;NFKBIZ;PDE4B;TRIM69;CCR7;CYTIP;RAB8B;DUSP4;KDM6B;DUSP5;EDN1;PTGIR;MMP7;DUSP1;IL15;RIPK2;MMP1;SPHK1;TNFRSF18;RHBDF2;SERPINB9;AMPD3;MSANTD3-TMEFF1;TRAF1;PARP9;LSS;MMP10;HIST2H2BE;IL1A;PLSCR1;ADORA2A;IL1B;IRF1;IL3RA;RAPGEF2;ANGPTL4;MET;CHST2;HBEGF;BIRC3;PPP1R15A;SLFN5;GRAMD1A;C1S;USP12;FAM129A;PTGS2;TANK;AKAP2;STX11;ARNTL2;RELB;MLLT6;CCL5;CCL4;STAT4;CCL3;CKB;ZSWIM4;GBP1;GBP4;MPZL1;IL32;GCH1;GK;CCL20;RFTN1;OSM;G0S2;CFLAR;SOD2;MCOLN2;SGPP2;KLF6;ZNFX1;KLF5;TNIP1;CLCF1;TNIP3;IL2RA;TRIP10;INSM1;GRINA
Periosteum	5/30	1.105992394212401E-5	7.545325889404602E-4	0	0	16.666666666666664	190.2030406456007	IL1A;CSF2;CCL3;TNF;SQSTM1
Bone marrow	170/14508	1.9772853208740936E-5	0.0013007712718036	0	0	1.1717673007995588	12.691646704459627	IL1RN;CD83;CD80;RNF19B;DDX60L;ETS2;ICAM1;ZC3H12C;MT2A;ZC3H12A;NAMPT;PIM1;IL12B;DENND5A;MAP3K8;PIM3;NBN;MB21D2;IER5;HIST1H2AC;IER3;IL15RA;ACSL1;TAP1;UPB1;TM4SF1;GEM;NINJ1;RHCG;SQSTM1;OPTN;ATF3;HIST1H2BD;IDO1;CES1;CD274;CCL3L1;EBI3;SLC1A3;AK4;GPR84;NDRG1;RASGRP1;AK8;HELZ2;SOCS3;IRAK2;HIVEP1;SLAMF7;HIVEP2;NDP;MSC;LONRF1;PLK3;GADD45B;LHFP;GFPT2;TFPI2;HSPA6;ZBTB10;PBX4;INHBA;NFKB1;BMP6;NFKB2;EHD1;ABTB2;ISG20;NR4A2;NFKBIA;IL6;NR4A3;BCL3;REL;TNFSF9;TMCC3;PLEKHM3;LRP12;CSRNP1;BTG3;LAD1;CD40;HIST2H2AA4;TNFAIP6;TNFAIP3;ADM;N4BP2L1;CXCL1;LRRC32;CXCL3;SLC2A6;CXCL2;KYNU;NFKBIZ;PDE4B;TRIM69;CCR7;CYTIP;RAB8B;DUSP4;KDM6B;DUSP5;EDN1;PTGIR;DUSP1;IL15;RIPK2;SPHK1;TNFRSF18;RHBDF2;SERPINB9;AMPD3;MSANTD3-TMEFF1;TRAF1;PARP9;LSS;MMP10;HIST2H2BE;IL1A;PLSCR1;ADORA2A;IL1B;IRF1;IL3RA;RAPGEF2;ANGPTL4;MET;CHST2;HBEGF;BIRC3;PPP1R15A;SLFN5;GRAMD1A;C1S;USP12;FAM129A;PTGS2;TANK;AKAP2;STX11;ARNTL2;RELB;MLLT6;CCL5;CCL4;STAT4;CCL3;CKB;GBP1;GBP4;MPZL1;IL32;GCH1;GK;CCL20;RFTN1;OSM;G0S2;CFLAR;SOD2;MCOLN2;KLF6;ZNFX1;KLF5;TNIP1;CLCF1;TNIP3;IL2RA;TRIP10;GRINA
Mast cell	9/154	2.5352103018851124E-5	0.0016102956469215093	0	0	5.844155844155844	61.84664925220812	IL6;CSF2;IL1B;CCL5;CCL4;CCL3;PTGS2;TNF;ICAM1
Peritoneal cavity	4/18	2.6604042942935772E-5	0.0016334882366962563	0	0	22.22222222222222	234.09883029755667	IL6;IL1B;TNF;ICAM1
Urinary bladder	181/16036	5.35473934757447E-5	0.0031817515736232817	0	0	1.1287104015964082	11.100802956278637	IL1RN;CD83;CD80;RNF19B;DDX60L;ETS2;ICAM1;ZC3H12C;MT2A;LAMP3;DPYSL3;ZC3H12A;NAMPT;PIM1;DENND5A;MAP3K8;PIM3;NBN;MB21D2;IER5;TNFRSF4;HIST1H2AC;IL15RA;ACSL1;TAP1;TM4SF1;GEM;NINJ1;RHCG;SQSTM1;OPTN;ATF3;HIST1H2BD;IDO1;CES1;HIST1H2BC;CD274;CCL3L1;SLC41A2;EBI3;SLC1A3;AK4;GPR84;NDRG1;RASGRP1;AK8;HELZ2;SOCS3;IRAK2;HIVEP1;SLAMF7;HIVEP2;NDP;MSC;LONRF1;PLK3;GADD45B;LHFP;TNFRSF9;GFPT2;TFPI2;HSPA6;ZBTB10;PBX4;INHBA;NFKB1;BMP6;NFKB2;EHD1;ABTB2;ISG20;NR4A2;NFKBIA;IL6;NR4A3;BCL3;REL;TNFSF9;TMCC3;FERMT2;PLEKHM3;LRP12;HIST2H2AA3;CSRNP1;BTG3;LAD1;CXCL6;CD40;HIST2H2AA4;TNFAIP6;BHLHE41;TNFAIP3;ADM;N4BP2L1;CXCL1;SLC7A11;LRRC32;CXCL3;SLC2A6;CXCL2;KYNU;NFKBIZ;PDE4B;TRIM69;CCR7;CYTIP;RAB8B;DUSP4;KDM6B;DUSP5;EDN1;PTGIR;MMP7;DUSP1;IL15;RIPK2;MMP1;SPHK1;RHBDF2;SERPINB9;AMPD3;MSANTD3-TMEFF1;TRAF1;PARP9;LSS;MMP10;HIST2H2BE;IL1A;PLSCR1;ADORA2A;IL1B;IRF1;IL3RA;RAPGEF2;ANGPTL4;MET;CHST2;HBEGF;BIRC3;PPP1R15A;SLFN5;GRAMD1A;C1S;USP12;FAM129A;PTGS2;TANK;AKAP2;STX11;ARNTL2;RELB;MLLT6;CCL5;CCL4;STAT4;CCL3;CKB;ZSWIM4;GBP1;GBP4;MPZL1;IL32;GCH1;GK;CCL20;RFTN1;OSM;G0S2;CFLAR;SOD2;MCOLN2;SGPP2;KLF6;ZNFX1;KLF5;TNIP1;CLCF1;TNIP3;IL2RA;TRIP10;GRINA
Marrow	7/98	5.7747753564560776E-5	0.0033241050645600296	0	0	7.142857142857142	69.71018649024238	IL1A;IL6;CSF2;IL1B;CCL3;TNF;HIST2H2BE
Blood	86/6006	6.419038343192913E-5	0.003582990493382226	0	0	1.431901431901432	13.8230854951224	CSRNP1;IL1RN;CD83;TNFAIP6;RNF19B;TNFAIP3;ADM;TNF;ETS2;ICAM1;KYNU;NAMPT;PIM1;PDE4B;CCR7;DENND5A;MAP3K8;NBN;CYTIP;IER5;HIST1H2AC;IER3;RAB8B;DUSP4;KDM6B;ACSL1;DUSP1;RHBDF2;TAP1;SERPINB9;AMPD3;PARP9;HIST2H2BE;PLSCR1;IL1B;IRF1;NINJ1;RAPGEF2;SQSTM1;OPTN;ATF3;CHST2;CES1;BIRC3;HIST1H2BC;PPP1R15A;GRAMD1A;CCL3L1;FAM129A;PTGS2;TANK;NDRG1;RASGRP1;AKAP2;STX11;SOCS3;CCL5;CCL4;STAT4;CCL3;SLAMF7;HIVEP2;GBP1;GBP4;MPZL1;IL32;GADD45B;GCH1;GK;LHFP;RFTN1;HSPA6;G0S2;CFLAR;SOD2;NFKB1;BMP6;EHD1;ISG20;NR4A2;NFKBIA;KLF6;ZNFX1;TNIP1;BCL3;GRINA
Gall bladder	183/16366	8.472431044193026E-5	0.004590064112765751	0	0	1.118171819626054	10.4840997202058	IL1RN;CD83;RNF19B;DDX60L;ETS2;ICAM1;ZC3H12C;MT2A;LAMP3;DPYSL3;ZC3H12A;NAMPT;PIM1;IL12B;DENND5A;MAP3K8;PIM3;NBN;MB21D2;IER5;HIST1H2AC;IL15RA;ACSL1;TAP1;UPB1;TM4SF1;GEM;NINJ1;SQSTM1;OPTN;ATF3;HIST1H2BD;IDO1;CES1;HIST1H2BC;CD274;CCL3L1;SLC41A2;EBI3;SLC1A2;SLC1A3;AK4;NDRG1;RASGRP1;AK8;HELZ2;SOCS3;IRAK2;HIVEP1;SLAMF7;HIVEP2;NDP;MSC;LONRF1;PLK3;GADD45B;LHFP;TNFRSF9;GFPT2;TFPI2;HSPA6;ZBTB10;PBX4;INHBA;NFKB1;BMP6;NFKB2;EHD1;ABTB2;ISG20;NR4A2;NFKBIA;IL6;NR4A3;BCL3;REL;TNFSF9;TMCC3;FERMT2;PLEKHM3;LRP12;HIST2H2AA3;CSRNP1;BTG3;LAD1;CXCL6;CD40;HIST2H2AA4;TNFAIP6;BHLHE41;TNFAIP3;ADM;N4BP2L1;CXCL1;SLC7A11;LRRC32;CXCL3;SLC2A6;CXCL2;KYNU;NFKBIZ;PDE4B;TRIM69;CCR7;CYTIP;RAB8B;DUSP4;KDM6B;DUSP5;EDN1;PTGIR;MMP7;DUSP1;IL15;RIPK2;MMP1;SPHK1;TNFRSF18;RHBDF2;SERPINB9;AMPD3;MSANTD3-TMEFF1;TRAF1;PARP9;IGFN1;LSS;MMP10;HIST2H2BE;IL1A;PLSCR1;ADORA2A;IL1B;IRF1;IL3RA;RAPGEF2;ANGPTL4;MET;CHST2;HBEGF;BIRC3;PPP1R15A;SLFN5;GRAMD1A;C1S;USP12;FAM129A;PTGS2;TANK;AKAP2;STX11;ARNTL2;RELB;MLLT6;CCL5;CCL4;STAT4;CCL3;CKB;ZSWIM4;GBP1;GBP4;MPZL1;IL32;GCH1;GK;CCL20;RFTN1;OSM;G0S2;CFLAR;SOD2;MCOLN2;SGPP2;KLF6;ZNFX1;KLF5;TNIP1;CLCF1;TNIP3;IL2RA;TRIP10;CRLF2;GRINA
Fruit	7/110	1.2009709583364972E-4	0.006320538586445222	0	0	6.363636363636362	57.445881884401366	IL6;ACSL1;GFPT2;IL1B;PTGS2;TNF;ICAM1
Knee	7/110	1.2009709583364972E-4	0.006144968070155077	0	0	6.363636363636362	57.445881884401366	IL1A;IL1RN;IL6;MMP1;IL1B;PTGS2;TNF
T-lymphocyte	11/280	1.250180685324409E-4	0.006223872492885302	0	0	3.9285714285714284	35.3062768254764	CCL3L1;CCL3L3;TNFRSF18;CCL4;OSM;CCL3;MAP3K8;CFLAR;RASGRP1;CRLF2;RELB
Conjunctiva	5/49	1.268747654680824E-4	0.006150087315584416	0	0	10.204081632653061	91.55418425201387	IL6;IL1B;TNF;OPTN;ICAM1
Lamina propria	5/50	1.398365134139565E-4	0.006604586095089946	0	0	10.0	88.7503657904839	IL6;IL15;IL1B;TNF;ICAM1
HT-1080 cell	4/27	1.4220084233688404E-4	0.006548348789613511	0	0	14.814814814814813	131.23363136305034	MMP7;MMP1;TFPI2;MPZL1
Latex	4/29	1.8946001545207968E-4	0.008511837767383677	0	0	13.793103448275861	118.22527663390836	IL6;CSF2;IL1B;TNF
Peritoneal fluid	3/12	2.0276702349047898E-4	0.008892782315939578	0	0	25.0	212.5863226382943	IL6;IL1B;TNF
Leukocyte	9/203	2.1234656616390604E-4	0.00909633429939337	0	0	4.433497536945813	37.49537825015316	CD40;KLF6;TNIP1;C1S;IL1B;CCL5;FAM129A;CCL3;SLC2A6
Prostate gland cancer cell	7/123	2.4036937030046278E-4	0.010062735911214827	0	0	5.691056910569105	47.4254767672483	NFKBIA;IL6;SPHK1;CFLAR;PTGS2;TNF;NDRG1
Macrophage	4/31	2.4710303456243254E-4	0.010114750881422238	0	0	12.903225806451612	107.17038921727996	IL1B;SLAMF7;HBEGF;CES1
Blood vessel endothelium	7/124	2.5262487213479094E-4	0.010115978575484455	0	0	5.64516129032258	46.762285660248715	IL6;EDN1;PTGIR;MMP1;IL1B;ADM;HBEGF
BMMC cell	4/32	2.802069439193893E-4	0.01098172746169181	0	0	12.5	102.24977677947209	IL6;CSF2;PTGS2;TNF
Neointima	5/58	2.8348784410563496E-4	0.01087884601755374	0	0	8.620689655172415	70.41673546250017	EDN1;KLF5;IL1B;TNF;ICAM1
Conceptus	4/34	3.5577326889246036E-4	0.013374170638773714	0	0	11.76470588235294	93.42608135462672	ISG20;PTGS2;ZSWIM4;ETS2
Gastric ulcer	3/15	4.1017649693527065E-4	0.015110902147095371	0	0	20.0	155.97846021132133	IL1B;PTGS2;TNF
Ganglion	11/323	4.2647707787918355E-4	0.015403348577518745	0	0	3.4055727554179565	26.427080900652275	NR4A2;EDN1;IL6;GCH1;ADORA2A;IL1B;SLC1A2;SLC1A3;PTGS2;TNF;ATF3
Peritoneal mesothelium	3/16	5.011239651713426E-4	0.017751352766261788	0	0	18.75	142.47481972527703	IL6;IL1B;TNF
L-929 cell	4/38	5.488816438829229E-4	0.01907622618928951	0	0	10.526315789473683	79.02766025904441	CD40;TNF;HIST2H2BE;ICAM1
Fibroblast	7/141	5.500930037008248E-4	0.01876428357068369	0	0	4.964539007092199	37.26096622323902	NR4A2;IL6;TNFAIP6;MMP1;TFPI2;NBN;IDO1
WEHI-231 cell	3/17	6.040394207294829E-4	0.020229829326976503	0	0	17.647058823529413	130.79772522442562	NFKBIA;CD40;REL
Autonomic nervous system	5/70	6.797468732941558E-4	0.02235881679656848	0	0	7.142857142857142	52.09850053035858	EDN1;IL6;IL1B;ADM;TNF
Mononuclear cell	4/42	8.067730463282587E-4	0.02607150791818689	0	0	9.523809523809524	67.83303010059936	TNFRSF18;TNFRSF9;TNFSF9;TNFRSF4
Pancreatic islet	70/4972	8.265280506466717E-4	0.02624939084984775	0	0	1.407884151246983	9.993551270196855	CSRNP1;BTG3;CXCL6;CD83;BHLHE41;RNF19B;TNFAIP3;ADM;CXCL1;ETS2;ICAM1;NAMPT;NFKBIZ;PIM1;DENND5A;NBN;IER5;IER3;DUSP5;MMP7;ACSL1;DUSP1;MMP1;TAP1;AMPD3;MSANTD3-TMEFF1;TM4SF1;HIST2H2BE;GEM;PLSCR1;IRF1;ANGPTL4;SQSTM1;OPTN;ATF3;CHST2;IDO1;CES1;BIRC3;PPP1R15A;C1S;USP12;FAM129A;PTGS2;TANK;NDRG1;SOCS3;CCL5;SLAMF7;HIVEP2;CKB;GBP4;IL32;GADD45B;GCH1;CCL20;LHFP;RFTN1;TFPI2;G0S2;INHBA;SOD2;BMP6;NR4A2;NFKBIA;IL6;KLF6;ZNFX1;INSM1;GRINA
