Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
IRF4 KD HUMAN GSE22036 CREEDSID GENE 2601 UP	55/369	6.888091125396513E-28	1.2260802203205793E-25	0	0	6.223444280371823	389.2303153471777	CD86;CDKN1A;SAMD9L;CSF2;CD83;TFRC;CD82;PPP1R18;TNF;ICAM1;MT2A;NFKBIZ;EPSTI1;JUNB;IER5;IER3;BATF3;DTX3L;DYNLT1;TNFRSF18;TAP1;PARP9;PLSCR1;IFNG;IRF1;CHST2;BIRC2;IDO1;ARL8B;CHMP5;BIRC3;B4GALT5;PTGER4;PPP1R15B;BCL2A1;HIST1H2BK;CSF2RB;TXN;RAP1B;CCL5;CCL4;CCL3;PMAIP1;CD58;GBP1;CD55;GADD45B;GCH1;TNFRSF9;STAT3;G0S2;CFLAR;MCOLN2;ISG20;NFKBIA
TP63 OE HUMAN GSE20286 CREEDSID GENE 2455 UP	53/361	1.429661538327788E-26	2.332731076704841E-24	0	0	6.130037763345845	364.79716612608473	IL1RN;CDKN1A;HIST2H2AA4;CSF2;CXCL8;CD82;RNF19B;TNFAIP3;ADM;CXCL1;CXCL3;CXCL2;ICAM1;CASP7;LAMP3;ZC3H12A;MAP3K8;SERPINB4;MREG;MMP1;SPHK1;TAP1;SERPINB7;TM4SF1;MMP10;IL1B;ANGPTL4;RHCG;CHST2;HIST1H2BD;HIST1H2BC;BCL2A1;C1S;EBI3;HIST1H2BK;LYPD3;PTGS2;NDRG1;DRAM1;CCL4;CCL3;PI3;GBP1;IL32;CD70;RFTN1;TFPI2;IL36G;INHBA;CFLAR;COL7A1;BHLHE40;MAFF
DUX4 OE HUMAN GSE33799 CREEDSID GENE 1430 UP	48/294	3.1523234206820123E-26	4.747884044381062E-24	0	0	6.81692301137574	400.28339750690816	HIST2H2AA3;PPP1R15A;CD274;CDKN1A;SAMD9L;HIST2H2AA4;SAMD8;CXCL8;RRAD;HIST1H2BK;DDX60L;CXCL1;SLC7A11;AHR;TMEM140;SAT1;HELZ2;OGFRL1;IRAK2;CCL5;EPSTI1;FBXO6;GBP1;HIST1H2AC;EDN1;GADD45B;CCL20;CRIM1;TAP1;PARP14;TMEM173;PARP9;FBXO32;SOD2;PARP10;ISG20;NFKBIA;PLSCR1;RIT1;IL6;ZNFX1;IRF1;COL7A1;NINJ1;BHLHE40;CMPK2;CFB;BIRC3
STAT3 KD HUMAN GSE42979 CREEDSID GENE 2148 DOWN	49/309	3.635013807527305E-26	5.0838264536703304E-24	0	0	6.621129510644479	387.8432516380879	CXCL8;TNFAIP6;TCHH;PALM2-AKAP2;SLC2A6;CXCL2;PANX1;C1QTNF1;MIR22HG;IER3;IL15RA;DUSP5;MMP7;DUSP1;RHBDF2;FNDC3B;ARID5B;DUSP8;F3;EREG;GREM1;ANGPTL4;OPTN;ATF3;HBEGF;BIRC3;PPP1R15A;IGSF3;BCL2A1;RRAD;TWIST1;RASGRP1;THBS1;RELB;CHST11;PMAIP1;GBP1;IL32;GCH1;TNFRSF9;GFPT2;G0S2;ABTB2;KLF6;TNIP1;BAMBI;COL7A1;MAFF;FERMT2
NCOA1 KD HUMAN GSE28645 CREEDSID GENE 888 UP	53/390	6.304123518240748E-25	8.228982565810256E-23	0	0	5.674214442481666	316.1866537208363	SAMD9L;CXCL8;TNFAIP3;DDX60L;CXCL1;SLC7A11;CXCL3;TNF;CXCL2;LAMP3;NFKBIZ;EPSTI1;TRIM69;KDM6A;IL15RA;EDN1;SPINK1;IL15;TAP1;PARP9;TMEFF1;IRF1;CMPK2;RHCG;ATF3;CFB;IDO1;BIRC3;B4GALT5;PPP1R15A;CD274;HIST1H2BJ;NLRC5;PPM1K;RNF213;CCL5;UBD;SLAMF7;PMAIP1;GBP1;GBP4;CCL20;TFPI2;PARP14;ISG20;IL6;ZNFX1;CLCF1;MAFF;REL;MXD1;IL7R;OTUD1
ZBTB38 KD HUMAN GSE50588 CREEDSID GENE 2825 UP	48/336	1.318795785713123E-23	1.6138763427664342E-21	0	0	5.964807634953773	314.24239846226857	CD86;PPP1R15A;CD274;CD40;CXCL8;SERPINE2;TRAF3IP2;CD82;RRAD;PRF1;TNFAIP3;SLC3A2;DENND3;SAT1;ICAM1;IL4I1;CASP7;HEY1;IRAK2;PIM1;PMAIP1;TRIM69;CCR7;CKB;UPP1;TNFRSF4;IER3;BANP;IL32;CEP135;MMP7;SEC24A;ACSL1;DUSP1;RIPK2;TNFRSF9;STAT3;TICAM1;UPB1;IL1A;IL1B;NINJ1;BCL3;TRIP10;SQSTM1;OPTN;ARL8B;BIRC3
FOXQ1 OE SKMEL147 HUMAN GSE103071 RNASEQ UP	58/538	4.841192425569751E-22	5.57591457015622E-20	0	0	4.501323233812698	220.9236433726371	CDKN1A;CLIC4;BTG1;CXCL8;SERPINE2;TFRC;TNFAIP3;CXCL1;CXCL2;AFF4;ICAM1;MT2A;KYNU;AKT3;NAMPT;NFKBIZ;ITGB8;DENND5A;IER3;JAK1;DTX3L;ARRDC3;FNDC3B;IL1A;IL1B;ARHGEF2;SQSTM1;OPTN;BIRC2;RHOQ;CD44;BIRC3;B4GALT5;PPP1R15A;PPP1R15B;SLFN5;ITPR3;SLC5A3;THBS1;AKAP2;HELZ2;RNF213;DRAM1;GBP1;MCL1;SPAG9;WTAP;LUM;GFPT2;INHBA;FBXO32;PARP14;SOD2;NFKB1;NFKBIA;ZNFX1;COL7A1;AGRN
NCOA1 KO HUMAN GSE28645 CREEDSID GENE 1244 UP	50/407	1.3992683586207153E-21	1.5220930256552E-19	0	0	5.129441455119952	246.30725074167847	ZMYND15;SAMD9L;HIST2H2AA4;CXCL8;TNFAIP3;DDX60L;CXCL1;TMEM140;CXCL3;TNF;LAMP3;ZC3H12A;NFKBIZ;EPSTI1;MAP3K8;IL15;TAP1;PARP9;GEM;IRF1;RHCG;OPTN;CFB;IDO1;BIRC3;B4GALT5;PPP1R15A;CD274;NLRC5;AK8;RNF213;CCL5;UBD;SLAMF7;PMAIP1;GBP1;GBP4;TFPI2;PARP14;ISG20;NFKBIA;IL6;ZNFX1;CLCF1;MAFF;REL;MXD1;IL7R;OTUD1;IL18R1
HES1 OE MOUSE GSE54622 CREEDSID GENE 2771 UP	48/375	1.6201297414212456E-21	1.6695863335277888E-19	0	0	5.34446764091858	255.84918296873374	SMIM3;PTGER4;CD274;CDKN1A;SAMD9L;CD83;ITPR1;TCHH;NLRC5;ADM;CXCL1;PPM1K;TMEM140;NDRG1;CXCL2;RELB;HELZ2;SOCS3;CCL5;CCL4;PIM1;CCL3;MSC;IER3;FOXD4;TGIF1;IL15RA;BATF3;CHST7;GADD45B;GCH1;DTX3L;TFPI2;ARID5A;SERPINB9;PARP14;BMP6;ISG20;GREM1;IL6;BAMBI;IRF1;CNKSR3;IRF2;TNFSF9;MET;HBEGF;TRIM56
NEUROG1 OE HUMAN GSE18296 CREEDSID GENE 1426 DOWN	45/328	1.8517109354112375E-21	1.8128250057676014E-19	0	0	5.7283975762513375	273.4632569129156	CD274;CXCL6;SLFN5;CDKN1A;SAMD9L;CXCL8;TRIM16L;CD82;CSF1;C1S;RRAD;ITGB3;HIST1H2BK;SLC1A3;ADM;CXCL1;SLC7A11;SAT1;CXCL2;THBS1;CXCL5;ICAM1;MT2A;C1QTNF1;ZC3H12A;NFKBIZ;NRIP3;MSC;ABCA1;IL32;IL15RA;LUM;TNFRSF9;GFPT2;FNDC3B;INHBA;PTGR1;FBXO32;SOD2;GREM1;IL6;TNIP1;DDIT4;SQSTM1;BIRC3
EGR3 KD HUMAN GSE52108 CREEDSID GENE 2231 DOWN	46/352	4.957670096839281E-21	4.622437166481577E-19	0	0	5.456443347883849	255.10701138829162	CXCL6;CXCL8;FAM129A;SLC1A3;TNFAIP3;ADM;CXCL1;SLC7A11;PTGS2;CXCL3;PALM2-AKAP2;CXCL5;ICAM1;RELB;PANX1;OGFRL1;LAMP3;CCL5;AKT3;DPYSL3;ZC3H12A;NFKBIZ;EPSTI1;ANKRD1;MIR22HG;GBP1;EDN1;IL15;CCL20;TMOD3;RFTN1;TFPI2;TAP1;ELOVL7;INHBA;SERPINB7;NFKBIA;RNF144B;IL1A;IL6;IL7R;OPTN;CHST2;LRP12;PTGES;BIRC3
USF1 KD HUMAN GSE50588 CREEDSID GENE 2827 DOWN	42/296	1.171682928557722E-20	1.0427978064163725E-18	0	0	5.9245048806635445	271.89484726799446	OSER1;CD86;PPP1R15A;CD40;SAMD9L;CD83;CXCL8;SERPINE2;IGSF3;RRAD;HIST1H2BK;FAM129A;UBR4;PPP1R18;SAT1;NDRG1;ICAM1;ARL5B;KYNU;CCL5;EPSTI1;PDE4B;NCK2;SLAMF7;CCR7;KDM6A;IL32;TNFRSF18;TAP1;TMEM173;TICAM1;FBXO32;UPB1;ADAM19;NR4A2;IFNG;NINJ1;FAS;CMPK2;CD44;NFE2L2;CHMP5
KLF13 KD HUMAN GSE50588 CREEDSID GENE 2795 UP	44/341	6.127801997194803E-20	5.2166244828293146E-18	0	0	5.387568186409859	238.3399056589797	CD40;GRAMD1A;CD83;CXCL8;CD82;EBI3;ITPR1;TNFAIP3;ITPR3;DENND3;GABPB1;TNF;RASGRP1;CXCL16;IL4I1;GPR132;NFKBIZ;CCR7;DENND5A;MAP3K8;CKB;UPP1;JUNB;TNFRSF4;GBP4;IER3;IL32;BATF3;CEP135;DTX3L;DYNLT1;BCL11A;DUSP1;TNFRSF9;SERPINB9;TICAM1;ADAM19;NINJ1;BHLHE40;BCL3;ANGPTL4;AGRN;BIRC3;B4GALT5
POU1F1 OE HUMAN GSE64101 CREEDSID GENE 2931 UP	44/343	7.723642344239603E-20	6.301204879175476E-18	0	0	5.356153794652368	235.710487134627	PPP1R15A;CDKN1A;CEBPB;TRIM16L;CSF1;HIST1H2BK;TNFAIP3;SLC3A2;UBE2Z;TNF;TSKU;RELA;ICAM1;CXCL16;MT2A;RNF213;CCL5;NFKBIZ;PMAIP1;JUNB;CD55;IER3;MCL1;TGIF1;EDN1;RIPK2;ARRDC3;STAT3;TAP1;PARP14;ISG20;NFKBIA;H1F0;ZNFX1;BAMBI;IRF1;NINJ1;BCL3;CMPK2;MXD1;SQSTM1;OTUD1;CFB;B4GALT5
MAF OE MACROPHAGE HUMAN GSE98368 RNASEQ UP	56/567	1.6800742106889302E-19	1.3158341218115702E-17	0	0	4.1238176241655715	178.27378561887957	CD86;CDKN1A;IL1RN;SAMD9L;BTG1;CXCL8;ZFAND5;RNF19B;PTPRJ;PPP1R18;ETS2;CXCL16;ICAM1;PANX1;IL4I1;NAMPT;EPSTI1;IER3;ARHGEF11;DTX3L;ACSL1;RHBDF2;PARP9;PLSCR1;IL1B;NINJ1;DDIT4;RAPGEF2;ARHGEF2;SQSTM1;CD44;PFKFB3;UBR4;SLC3A2;THBS1;HELZ2;GNA13;RNF213;DRAM1;CCL4;CCL3;GBP1;MCL1;STAT3;PARP14;SOD2;PARP10;NFKBIA;MARCKS;KLF6;H1F0;P2RX4;ZNFX1;MXD1;NFE2L2;GRINA
MYB OE HUMAN GSE2816 CREEDSID GENE 2154 UP	27/120	5.721073463536052E-19	4.308408400616765E-17	0	0	9.394572025052193	394.618625047882	PTGER4;CSF2;CXCL8;CD82;CXCL1;TNF;CXCL2;MT2A;HEY1;NFKBIZ;IL12B;PMAIP1;NRIP3;CD55;RIPK2;CD70;CCL20;TFPI2;IL36G;TM4SF1;EHD1;CCNA1;IL1A;IL6;IL23A;IL1B;CES1
STAT6 KD HUMAN GSE50588 CREEDSID GENE 2805 UP	40/299	8.693973953612897E-19	6.304741111545946E-17	0	0	5.585773036077112	232.2926756843116	FYTTD1;PTGER4;CD86;PPP1R15A;CD274;CD40;CD83;CXCL8;TNFAIP3;PPP1R18;TNF;SLC2A6;STX11;ARL5B;DRAM1;IRAK2;NFKBIZ;TP53BP2;ITGB8;CCR7;ZSWIM4;FBRS;GBP4;BATF3;CEP135;MMP7;TNFRSF18;CFLAR;MCOLN2;EHD1;TNIP1;IRF1;TNIP3;BCL3;ATG2A;REL;TRIP10;SQSTM1;ARL8B;BIRC3
IRF9 KD HUMAN GSE50588 CREEDSID GENE 2809 UP	41/324	2.4466913493906623E-18	1.7109363078953274E-16	0	0	5.283641330962139	214.2611402740821	CD40;CDKN1A;CD83;PFKFB3;CXCL8;FAM129A;TNFAIP3;ADM;TNFRSF11B;PRDM1;RASGRP1;ICAM1;SOCS3;GPBP1;PDE4B;CCR7;PIM2;GBP4;IER3;DUSP4;IL32;EDN1;CEP135;MMP7;TNFRSF9;TNFRSF18;NEK7;GZMB;SERPINB9;TICAM1;UPB1;ADAM19;TNIP1;IL1B;IRF1;DDIT4;CLDN12;BHLHE40;TRIP10;BIRC3;B4GALT5
SOX4 KD HUMAN GSE4225 CREEDSID GENE 64 UP	36/248	3.434864853644991E-18	2.3191259942885837E-16	0	0	6.061014209711092	243.72886176590063	PPP1R15A;CDKN1A;CEBPB;BTG1;CXCL8;SERPINE2;ZFAND5;TNFAIP3;LYPD3;ADM;PTGS2;UBE2Z;SAT1;NDRG1;MT2A;NAMPT;DENND5A;UPP1;IER3;MCL1;DUSP5;DUSP1;FNDC3B;OXSR1;PNRC1;NFKBIA;IL6;TNIP1;SLCO4A1;TNIP2;COL7A1;DDIT4;BHLHE40;ANGPTL4;SQSTM1;BIRC2
E2F6 KD HUMAN GSE50588 CREEDSID GENE 2807 UP	40/312	4.043166042401079E-18	2.638839703673771E-16	0	0	5.353032492907231	214.38629417574074	PTGER4;PPP1R15A;SLFN5;CD40;CEBPB;CD83;CXCL8;FAM129A;ITPR1;ITPR3;HELZ2;DRAM1;EPSTI1;PIM1;CCR7;MAP3K8;UPP1;CYTIP;GBP1;GBP4;IER3;JAK1;IL32;MREG;MMP7;PPTC7;DTX3L;RIPK2;TNFRSF9;TNFRSF18;GZMB;SERPINB9;PARP9;NR4A2;IFNG;IL23A;CYSTM1;IL7R;BIRC3;B4GALT5
CEBPG KO MOUSE GSE47777 CREEDSID GENE 3104 UP	41/330	4.787728668767084E-18	3.023991204337404E-16	0	0	5.187575124944645	206.88296296949937	CD274;CDKN1A;DYRK3;PFKFB3;ALAS1;SERPINE2;CSF1;CD80;ADM;CXCL1;PTGS2;CXCL3;NDRG1;CXCL2;CXCL5;ICAM1;OGFRL1;MT2A;RAB20;CCL5;CCL3;UPP1;CD55;IER3;DUSP4;CHST7;GCH1;LUM;ARRDC3;TFPI2;AMPD3;PTGR1;MMP10;EREG;NFKBIA;IL1A;SLCO4A1;TNFSF9;ANGPTL4;ATF3;PTGES
RARA ACTIVATION HUMAN GSE5679 CREEDSID GENE 2385 UP	39/300	6.619323902608922E-18	4.050198812908834E-16	0	0	5.427974947807933	214.71189966712808	CD274;PPP1R15B;CEBPB;BTG1;CD83;ALAS1;TFRC;BCL2A1;TXN;LRRC32;SLC5A3;SAT1;CXCL16;CYP27B1;OGFRL1;CASP7;RAB20;LAMP3;UBD;CCL5;CCL4;CCL3;SLAMF7;NRIP3;CCR7;CKB;UPP1;IER5;MMP7;DYNLT1;ACSL1;G0S2;F3;PNRC1;IL1B;RHOQ;IDO1;CHMP5;BIRC3
NR5A2 KD HUMAN GSE47803 CREEDSID GENE 1818 UP	41/335	8.278463849490963E-18	4.911888550697971E-16	0	0	5.110148630542486	200.99683347438858	PTGER4;PPP1R15A;BTG3;SAMD9L;PFKFB3;CXCL8;SLC41A2;TNFAIP3;ADM;AHR;TMEM140;TNF;SAT1;RASGRP1;TSKU;UBD;CCL5;ANKRD1;STAT4;CD58;IER5;ST3GAL1;GBP1;GBP4;IER3;ABCA1;EDN1;RFTN1;PTGR1;FBXO32;MARCKS;ZNFX1;BAMBI;CLCF1;DDIT4;BHLHE40;BCL3;MXD1;OPTN;CFB;NFE2L2
PPARG KO MOUSE GSE24292 CREEDSID GENE 3012 DOWN	36/257	1.1222000590351911E-17	6.46255210467913E-16	0	0	5.848760793806813	228.26927002956322	ERO1A;CLIC4;CEBPB;BTG1;ALAS1;UBR4;RNF19B;CSF2RB;SLC3A2;RELA;ICAM1;SOCS3;MT2A;CCL5;NAMPT;PIM1;JAK1;IL15RA;ACSL1;TMOD3;STAT3;TAP1;SERPINB9;INHBA;PTGR1;SOD2;NFKB1;NFKBIA;IL1A;KLF6;ZNFX1;GPD2;IRF1;CLEC4E;PTGES;GRINA
FOXP3 DEFICIENCY MOUSE GSE35543 CREEDSID GENE 3037 DOWN	40/323	1.3944918155304705E-17	7.80118564231046E-16	0	0	5.170731076740113	200.68339754228668	PTGER4;CD86;CD274;CD83;CSF1;CD80;EBI3;FAM129A;PTPRJ;PRDM1;NDRG1;AKAP2;STX11;ETS2;ICAM1;ZC3H12C;CASP7;MUC1;RASGEF1B;NFKBIZ;PIM1;ITGB8;UPP1;TNFRSF4;MPZL1;DUSP4;MREG;TNFRSF9;TNFRSF18;ZBTB10;LRRC61;GZMB;GEM;ADORA2A;BAMBI;IRF1;IL2RA;CNKSR3;BCL3;REL
EGR3 KD HUMAN GSE52108 CREEDSID GENE 2233 DOWN	46/430	1.6174174565952875E-17	8.796953833371036E-16	0	0	4.4666699033839885	172.69537601095743	CD274;CXCL6;CDKN1A;CD83;CXCL8;FAM129A;SLC1A3;TNFAIP3;TNFRSF11B;CXCL1;CXCL3;PPP1R18;CXCL5;CXCL16;ICAM1;RELB;LAMP3;CCL5;ZC3H12A;NFKBIZ;EPSTI1;NRIP3;CKB;UPP1;GBP1;IER3;EDN1;DTX3L;CCL20;IL15;SPHK1;TFPI2;G0S2;TAP1;SERPINB9;INHBA;SERPINB7;PARP14;PARP9;ADAM19;ISG20;IL1A;IL6;P2RX4;MAFF;CMPK2
STAT3 ACTVATION MOUSE GSE21060 CREEDSID GENE 3063 UP	36/260	1.646009318766292E-17	8.710503367957837E-16	0	0	5.781275092339811	223.42080318277326	CSRNP1;CEBPB;PFKFB3;SLC41A2;FAM129A;CXCL1;AHR;BACH1;ICAM1;SOCS3;MT2A;RAB20;ZC3H12A;NFKBIZ;PIM1;CCL3;MAP3K8;PIM3;JUNB;IER5;IER3;PLK3;MMP7;STAT3;ARID5A;ARID5B;ISG20;PLSCR1;KLF6;TNIP2;IRF1;BHLHE40;BCL3;FAS;CMPK2;ATF3
