Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Nerf2 26677805 Chip-Seq MACROPHAGESS Mouse	79/1331	4.907041167357174E-14	2.8773105026776154E-12	0	0	2.4782408881513422	75.94698108759899	BTG3;CDKN1A;SMG1;SAMD9L;BTG1;ALAS1;SERPINE2;BHLHE41;TNFAIP3;ADM;PTPRJ;AHR;SLC7A11;PRDM1;LRRC32;TMEM140;BACH1;TSKU;ETS2;CXCL5;PANX1;ZC3H12C;RASGEF1B;NAMPT;NFKBIZ;PIM1;NCK2;MAP3K8;IER3;RAB8B;DUSP4;TGIF1;EDN1;PTGIR;TLE1;ARID5A;ARID5B;TBC1D9;SERPINB9;VRK2;AMPD3;PTGR1;NINJ1;IRF2;PHIP;SQSTM1;MET;ATF3;ARL8B;TRIM56;PTGER4;CD274;SLC43A2;SLC41A2;FAM129A;SLC3A2;TANK;STX11;SH3BP5;SLAMF7;PMAIP1;ST3GAL1;ZBTB17;SMOX;INHBA;MCOLN2;NR4A2;NFKBIA;FMNL3;SLC6A6;KLF6;RIT1;MAFG;BCL3;SSPN;HBP1;IL7R;CPEB2;PLEKHM3
SMAD2 18955504 ChIP-ChIP HaCaT Human	100/1936	8.149848517731858E-14	4.380543578280874E-12	0	0	2.156696975448162	64.99894744909759	IL1RN;TRAF3IP2;ZFAND5;AHR;BACH1;SAT1;TSKU;ETS2;IL4I1;MT2A;ZC3H12A;PIM1;MAP3K8;IER5;JUNB;IER3;TLE1;SPINK1;TMOD3;ARID5A;TM4SF1;EREG;ADAM19;GPD2;DDIT4;PHIP;RHCG;ATF3;PTGES;CASZ1;SLC1A3;LYPD3;TXN;FOXO3;NDRG1;SAV1;PMAIP1;MCL1;BCL9L;GADD45B;CEP350;RDX;TFPI2;LRRC61;CRIM1;FBXO32;NFKB1;EHD1;NFKBIA;NR4A3;IL7R;HIST2H2AA3;LAD1;CXCL6;CDKN1A;SMG1;BTG1;PRKAG2;ADM;KYNU;ANKRD1;ITGB8;UPP1;TGIF1;EDN1;SERPINB7;F3;MMP10;TMEFF1;RNF144B;IL1A;ANGPTL4;MET;CD44;CAMK1G;HBEGF;BIRC3;TRIM56;PPP1R15A;HIST1H2BJ;HIST1H2BK;DENND3;SLC3A2;THBS1;AKAP2;OGFRL1;MICALL1;MPZL1;CD55;SPAG9;MYO10;SMOX;PDE4DIP;CFLAR;KLF6;ZNFX1;CLCF1;COL7A1;KBTBD2;FAS
SMAD3 18955504 ChIP-ChIP HaCaT Human	100/1936	8.149848517731858E-14	4.043578687643884E-12	0	0	2.156696975448162	64.99894744909759	IL1RN;TRAF3IP2;ZFAND5;AHR;BACH1;SAT1;TSKU;ETS2;IL4I1;MT2A;ZC3H12A;PIM1;MAP3K8;IER5;JUNB;IER3;TLE1;SPINK1;TMOD3;ARID5A;TM4SF1;EREG;ADAM19;GPD2;DDIT4;PHIP;RHCG;ATF3;PTGES;CASZ1;SLC1A3;LYPD3;TXN;FOXO3;NDRG1;SAV1;PMAIP1;MCL1;BCL9L;GADD45B;CEP350;RDX;TFPI2;LRRC61;CRIM1;FBXO32;NFKB1;EHD1;NFKBIA;NR4A3;IL7R;HIST2H2AA3;LAD1;CXCL6;CDKN1A;SMG1;BTG1;PRKAG2;ADM;KYNU;ANKRD1;ITGB8;UPP1;TGIF1;EDN1;SERPINB7;F3;MMP10;TMEFF1;RNF144B;IL1A;ANGPTL4;MET;CD44;CAMK1G;HBEGF;BIRC3;TRIM56;PPP1R15A;HIST1H2BJ;HIST1H2BK;DENND3;SLC3A2;THBS1;AKAP2;OGFRL1;MICALL1;MPZL1;CD55;SPAG9;MYO10;SMOX;PDE4DIP;CFLAR;KLF6;ZNFX1;CLCF1;COL7A1;KBTBD2;FAS
JUN 26020271 ChIP-Seq SMOOTH MUSCLE Human	101/2000	2.420291118812673E-13	1.1150626940244101E-11	0	0	2.1085594989561587	61.253059629955466	SAMD9L;CSF1;DDX60L;PALM2-AKAP2;ETS2;NIPAL4;ZC3H12C;MT2A;ZC3H12A;EPSTI1;FAM65C;PIM3;PPTC7;VRK2;TM4SF1;GEM;GPD2;RHCG;ATF3;PTGES;CD274;FOXO3;STK4;NDRG1;IRAK2;TP53BP2;MSC;ZNF267;MCL1;INHBA;FBXO32;ABTB2;ISG20;BHLHE40;MAFF;TNFSF9;HBP1;MXD1;IL7R;CPEB2;PLEKHM3;BTG3;BTG1;ITGB3;TNFAIP3;ADM;SLC7A11;CXCL3;CXCL2;PANX1;KYNU;NCK2;TRIM69;UPP1;KDM6B;DUSP5;BATF3;DYNLT1;DUSP1;IL15;SPHK1;TNFRSF18;TMEM173;DUSP8;PTGR1;F3;IGFN1;PLSCR1;MTF1;ANGPTL4;CHST2;BIRC2;RHOQ;TRIM56;B4GALT5;PPP1R15A;PTGER4;PPP1R15B;SLFN5;HIST1H2BJ;HIST1H2BK;USP12;NLRC5;TANK;AKAP2;ARNTL2;STRN3;MICALL1;SH3BP5;NRIP3;CD58;GK;SMOX;CD70;PDE4DIP;SOD2;PNRC1;SPSB1;KLF6;RAB12;COL7A1
KDM2B 26808549 Chip-Seq SUP-B15 Human	98/2000	3.606324779953695E-12	1.550719655380089E-10	0	0	2.045929018789144	53.90681688953459	CSF1;RNF19B;ZC3H12C;GPBP1;AKT3;ZC3H12A;PIM3;FBXO6;IER5;JUNB;TNFRSF4;IL15RA;PPTC7;TMOD3;ARID5A;ADAM19;NINJ1;DDIT4;SIK1;SQSTM1;PTGES;CASZ1;PFKFB3;GPR84;FOXO3;STK4;SLC5A3;RASGRP1;SOCS3;RNF213;CHST11;HIVEP1;TP53BP2;HIVEP2;LONRF1;BCL9L;PLK3;GADD45B;BCL11A;NFKB2;ABTB2;PARP10;NR4A2;NR4A1;NR4A3;MAFG;BHLHE40;BCL3;BCL2;CPEB2;CSRNP1;DYRK3;BHLHE41;TNFAIP3;ADM;PTPRJ;LRRC32;PANX1;GPR132;NFKBIZ;JAK1;DUSP4;ARHGEF11;TGIF1;KDM6B;PTGIR;TNFRSF18;TRAF1;PTGR1;ETV3;HIST2H2BE;IRF4;IRF1;ARHGEF2;CHST2;PPP1R15B;GRAMD1A;SAMD8;FAM129A;DENND3;SLC3A2;ARNTL2;RELA;MLLT6;MUC1;RAB20;DNAJB6;SH3BP5;FBRS;CD55;GPR157;IL32;PDE4DIP;SPSB1;CLCF1;IL2RA;AGRN;OTUD1
CLOCK 20551151 ChIP-Seq 293T Human	37/407	3.888658678066211E-12	1.5676155295954412E-10	0	0	3.7957866767887647	99.72653949742364	PPP1R15B;CDKN1A;CEBPB;PFKFB3;ALAS1;TFRC;CD82;RRAD;ITPR1;C1QTNF1;DNAJB6;PIM1;SH3BP5;PIM3;CKB;MCL1;ABCA1;MGEA5;GADD45B;DUSP1;CEP350;STAT3;G0S2;COQ10B;LSS;ADAM19;NFKBIA;SLC6A6;NR4A1;SPSB1;MARCKS;H1F0;COL5A3;DDIT4;BCL2;ANGPTL4;HIST1H2BC
TCF7 22412390 ChIP-Seq EML Mouse	97/2000	8.645780889146849E-12	3.280310984411599E-10	0	0	2.025052192066806	51.58607762481007	CD82;ZFAND5;BACH1;PVR;GPBP1;PIM1;PIM3;PIM2;IER5;JUNB;CEP135;FBXO2;ARRDC3;ARID5A;ARID5B;GEM;NINJ1;PHIP;RHCG;OPTN;GPR84;FOXO3;STK4;NDRG1;RAP1B;SOCS3;SBNO2;HIVEP1;HIVEP2;LONRF1;ST3GAL1;MCL1;BANP;BCL9L;MGEA5;NFKB1;NFKB2;NR4A2;NFKBIA;SLC6A6;NR4A1;H1F0;NR4A3;BHLHE40;MAFF;BCL3;SNAI1;HBP1;CPEB2;LRP12;NFE2L2;CSRNP1;CDKN1A;CLIC4;DYRK3;TNFAIP3;SIPA1L1;NFKBIZ;DUSP4;FOXD4;ARHGEF11;TGIF1;KDM6B;DTX3L;TNFRSF18;RHBDF2;TBC1D9;TRAF1;TMEM173;ETV3;SLCO4A1;IL3RA;CNKSR3;IRF2;ARHGEF2;BIRC2;FAM60A;TRIM56;B4GALT5;PPP1R15A;PTGER4;PPP1R15B;HIST1H2BJ;SLC3A2;MLLT6;STRN3;RAB20;NRIP3;CKB;FBRS;MPZL1;SGTB;PNRC1;SPSB1;KLF6;TNIP2;CRLF2
CJUN 26792858 Chip-Seq BT549 Human	96/2000	2.0455928198549485E-11	7.330040937813566E-10	0	0	2.0041753653444676	49.32826399263002	CSRNP1;SMG1;SERPINE2;TRAF3IP2;PRF1;RNF19B;ADM;DDX60L;PTPRJ;CXCL1;SLC7A11;WASL;LYST;PALM2-AKAP2;CXCL2;ETS2;MT2A;KYNU;EPSTI1;PIM1;ITGB8;MAP3K8;NBN;UPP1;IER3;JAK1;TGIF1;DUSP5;IL15RA;DUSP1;FNDC3B;ELOVL7;TMEM173;IGFN1;TM4SF1;GEM;ADAM19;CCNA1;CNKSR3;RAPGEF2;PHIP;SQSTM1;CD44;ARL8B;TRIM56;PTGES;PTGER4;PPP1R15B;SLFN5;PFKFB3;TRIM16L;PAPLN;FAM129A;SLC1A3;DENND3;TNFRSF11B;TXN;FOXO3;TANK;AKAP2;RELA;SOCS3;DRAM1;IRAK2;NDP;PI3;LONRF1;GBP4;CD55;MCL1;MYO10;CCL20;SMOX;CD70;RDX;ZBTB10;INHBA;FBXO32;SOD2;BMP6;ABTB2;NFKBIA;SLC6A6;IL6;NR4A3;CLCF1;RAB12;TNIP3;BHLHE40;BCL3;SSPN;TMCC3;HBP1;INSM1;IL7R;NFE2L2
TAL1 20566737 ChIP-Seq PRIMARY FETAL LIVER ERYTHROID Mouse	91/1875	4.3249187323292364E-11	1.468196095974925E-9	0	0	2.0264439805149617	48.35914562533162	FAM49A;CLIC4;BTG1;TFRC;ZFAND5;ADM;PTPRJ;N4BP2L1;SLC7A11;WASL;PRDM1;BACH1;LYST;SIPA1L1;GPBP1;PIM1;NCK2;UPP1;IER5;HIST1H2AC;JAK1;DUSP4;TGIF1;DUSP5;DUSP1;SPHK1;TMOD3;FBXO2;ARRDC3;RHBDF2;TBC1D9;AMPD3;DUSP8;LSS;GEM;IFNG;MTF1;NINJ1;DDIT4;RAPGEF2;CMPK2;ODF3B;CLEC4E;CD44;CAMK1G;BIRC3;TRIM56;HIST1H2BC;B4GALT5;PTGER4;PPP1R15B;SLFN5;KCNE1;IGSF3;HIST1H2BK;USP12;SLC1A3;CSF2RB;FOXO3;STRN3;RAP1B;OGFRL1;SBNO2;CHST11;HIVEP1;SLAMF7;NRIP3;ST3GAL1;GPR157;MCL1;BANP;ABCA1;MYO10;SMOX;BCL11A;EAF1;RFTN1;SOD2;PNRC1;EHD1;ISG20;KLF6;IL6;KLF5;ZNFX1;TMCC3;HBP1;INSM1;AGRN;NFE2L2;GRINA
JUND 26020271 ChIP-Seq SMOOTH MUSCLE Human	95/2000	4.776084681582416E-11	1.5402873098103292E-9	0	0	1.9832985386221296	47.13272269422592	BTG3;CSRNP1;IL1RN;SAMD9L;BTG1;CD82;ITGB3;TNFAIP3;ADM;DDX60L;SLC7A11;CXCL3;PALM2-AKAP2;CXCL2;ETS2;NIPAL4;ZC3H12C;MT2A;CASP7;KYNU;ZC3H12A;EPSTI1;FAM65C;PIM3;UPP1;KDM6B;DUSP5;PPTC7;DYNLT1;DUSP1;SPHK1;ARID5B;VRK2;TMEM173;DUSP8;F3;IGFN1;TM4SF1;GEM;PLSCR1;RHCG;ATF3;BIRC2;RHOQ;TRIM56;PTGES;B4GALT5;PTGER4;PPP1R15B;CD274;SLFN5;HIST1H2BK;USP12;TNFRSF11B;FOXO3;STK4;TANK;NDRG1;AKAP2;ARNTL2;CHST11;IRAK2;MICALL1;SH3BP5;TP53BP2;PMAIP1;NRIP3;CD58;MSC;MCL1;BANP;GK;GADD45B;CCL20;SMOX;CD70;PDE4DIP;CFLAR;INHBA;FBXO32;SOD2;PNRC1;ABTB2;ISG20;SLC6A6;KLF6;RAB12;COL7A1;BHLHE40;MAFF;TNFSF9;HBP1;MXD1;IL7R;CPEB2
KLF4 26769127 Chip-Seq PDAC-Cell line Human	95/2000	4.776084681582416E-11	1.4669402950574562E-9	0	0	1.9832985386221296	47.13272269422592	LAD1;CSRNP1;ANKLE2;CLIC4;BTG1;ALAS1;BHLHE41;PRF1;RNF19B;BACH1;LYST;SAT1;TSKU;ARL5B;AKT3;ZC3H12A;ANKRD1;MAP3K8;PIM3;FBXO6;NBN;IER5;JAK1;DUSP5;IL15RA;BATF3;TNFRSF18;RHBDF2;ETV3;F3;HIST2H2BE;SLCO4A1;MTF1;IRF1;CNKSR3;IRF2;DDIT4;ARHGEF2;RHCG;MET;OPTN;ATF3;CAMK1G;CASZ1;PFKFB3;IGSF3;PAPLN;FAM129A;UBR4;LYPD3;SLC3A2;PTGS2;TANK;SAV1;STRN3;RAP1B;GNA13;CYP27B1;MUC1;DRAM1;DNAJB6;HIVEP1;CKB;HIVEP2;CD58;ZSWIM4;MPZL1;CD55;GPR157;MCL1;PPP4R1L;PLK3;GADD45B;TNFRSF9;RDX;NEK7;HSPA6;ZBTB10;PDE4DIP;SGPP2;NFKB1;BMP6;ABTB2;ISG20;NFKBIA;SLC6A6;SPSB1;H1F0;BAMBI;CLCF1;BHLHE40;TMCC3;AGRN;OTUD1;NFE2L2
