Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MSC human tf ARCHS4 coexpression	76/299	3.3616665841400273E-56	5.268648355506734E-54	0	0	10.612968768546512	1355.6192115067363	CD86;ZMYND15;IL1RN;CD40;CDKN1A;CD83;CXCL8;TNFAIP6;CD80;RNF19B;SLC7A11;CXCL3;PPP1R18;TNF;SLC2A6;CXCL2;ICAM1;CXCL16;NIPAL4;IL4I1;GPR132;AIFM2;ZC3H12A;PIM3;IER3;IL15RA;DUSP5;CHST7;SPHK1;AMPD3;TICAM1;IL1A;ADORA2A;IRF4;IL1B;NINJ1;ATF3;CD274;GRAMD1A;CEBPB;PFKFB3;SLC43A2;BCL2A1;CCL3L3;EBI3;USP12;GPR84;PTGS2;STX11;RELB;CYP27B1;SOCS3;SBNO2;RAB20;DRAM1;CHST11;IRAK2;CCL3;SLAMF7;SLAMF1;GADD45B;RFTN1;SOD2;MCOLN2;SGPP2;NFKB1;NFKB2;EHD1;ABTB2;SPSB1;TNIP1;TNIP3;BCL3;TRIP10;TNFSF9;GRINA
SNAI1 human tf ARCHS4 coexpression	75/299	5.457107844145133E-55	7.840044936088507E-53	0	0	10.473324442644584	1308.5922577428962	CD86;CSRNP1;IL1RN;CD40;CDKN1A;CD83;CXCL8;TNFAIP6;RNF19B;ADM;CXCL3;TNF;SLC2A6;CXCL2;ETS2;ICAM1;NIPAL4;GPR132;ZC3H12A;MAP3K8;PIM3;UPP1;IER5;IER3;KDM6B;IL15RA;DUSP5;SPHK1;AMPD3;TRAF1;TICAM1;ETV3;IL1A;ADORA2A;IL1B;MTF1;NINJ1;ATF3;HBEGF;CD274;GRAMD1A;CEBPB;PFKFB3;BCL2A1;CCL3L3;GPR84;PTGS2;STX11;RELB;SOCS3;RAB20;DRAM1;IRAK2;SLAMF7;MSC;PLK3;GADD45B;OSM;SOD2;NFKB1;NFKB2;EHD1;ABTB2;NR4A2;SPSB1;NR4A3;TNIP1;CLCF1;MAFG;TNIP3;BHLHE40;BCL3;TRIP10;TNFSF9;OTUD1
SMAD7 human tf ARCHS4 coexpression	74/299	8.681597666438997E-54	1.1513134136108332E-51	0	0	10.333680116742658	1262.5523937240005	CD86;CSRNP1;IL1RN;CD40;CDKN1A;CD83;CXCL8;RNF19B;TNFAIP3;ADM;CXCL3;PPP1R18;TNF;SLC2A6;ICAM1;CXCL16;NIPAL4;GPR132;MAP3K8;PIM3;JUNB;IER5;IER3;ARHGEF11;DUSP5;SPHK1;ARID5A;AMPD3;TRAF1;TICAM1;ETV3;ADORA2A;NINJ1;ARHGEF2;ATF3;HBEGF;CD274;PPP1R15B;GRAMD1A;CEBPB;PFKFB3;SLC43A2;CCL3L3;USP12;GPR84;PTGS2;STX11;RELA;RELB;MLLT6;GNA13;SOCS3;SBNO2;RAB20;DRAM1;IRAK2;SLAMF7;MSC;MCL1;PLK3;GADD45B;INHBA;NFKB1;NFKB2;EHD1;NR4A2;SPSB1;NR4A3;TNIP1;BHLHE40;BCL3;TRIP10;OTUD1;GRINA
NFE2L2 human tf ARCHS4 coexpression	73/299	1.3533208289103485E-52	1.6665179350296005E-50	0	0	10.19403579084073	1217.4926899696488	IL1RN;CD40;CDKN1A;CD83;CXCL8;TNFAIP6;RNF19B;SLC7A11;AHR;UBE2Z;CXCL3;TNF;CXCL2;ETS2;CXCL16;NIPAL4;IL4I1;ZC3H12A;PIM3;IER3;IL15RA;DUSP5;DTX3L;ACSL1;SPHK1;FNDC3B;AMPD3;TRAF1;TICAM1;ETV3;RNF144B;IL1A;PLSCR1;IL1B;MTF1;NINJ1;SQSTM1;ATF3;HBEGF;B4GALT5;CD274;CEBPB;PFKFB3;SLC43A2;BCL2A1;RRAD;USP12;GPR84;PTGS2;STX11;SOCS3;SBNO2;RAB20;DRAM1;IRAK2;SLAMF7;MSC;ZNF267;GK;SOD2;SGPP2;NFKB1;NFKB2;EHD1;SPSB1;ZNFX1;KLF5;TNIP1;TNIP3;BHLHE40;BCL3;TRIP10;GRINA
BATF2 human tf ARCHS4 coexpression	72/299	2.0668001801953927E-51	2.3754423404379046E-49	0	0	10.054391464938801	1173.4061828840381	IL1RN;CD40;SAMD9L;TNFAIP6;RNF19B;DDX60L;TMEM140;PPP1R18;TNF;SLC2A6;ICAM1;NIPAL4;IL4I1;GPR132;ZC3H12A;EPSTI1;PIM3;ARHGEF11;IL15RA;DTX3L;ACSL1;SPHK1;RHBDF2;TAP1;AMPD3;TRAF1;PARP9;TICAM1;PLSCR1;ADORA2A;IRF1;NINJ1;IRF2;CMPK2;ODF3B;CLEC4E;IDO1;B4GALT5;CD274;GRAMD1A;CEBPB;PFKFB3;SLC43A2;CCL3L3;CSF2RB;GPR84;STX11;RELB;HELZ2;SOCS3;SBNO2;DRAM1;SLAMF7;MSC;GBP1;GBP4;GCH1;GK;PARP14;SOD2;NFKB1;NFKB2;EHD1;PARP10;ISG20;SPSB1;ZNFX1;TNIP1;TNIP3;BCL3;MXD1;GRINA
FOSL2 human tf ARCHS4 coexpression	68/299	9.129099827785054E-47	9.836605064438397E-45	0	0	9.49581416133109	1006.65156572922	IL1RN;CDKN1A;CXCL8;RNF19B;PTPRJ;AHR;CXCL3;BACH1;PPP1R18;ETS2;ICAM1;CXCL16;NIPAL4;ZC3H12A;NFKBIZ;DENND5A;MAP3K8;PIM3;JUNB;IER3;ARHGEF11;KDM6B;PPTC7;ACSL1;SPHK1;TICAM1;ETV3;NINJ1;ARHGEF2;ATF3;HBEGF;B4GALT5;PPP1R15B;GRAMD1A;CEBPB;PFKFB3;SLC43A2;DENND3;GPR84;PTGS2;STX11;RELA;RELB;HELZ2;GNA13;SOCS3;SBNO2;RAB20;CHST11;FBRS;MCL1;PLK3;GADD45B;OSM;G0S2;SOD2;NFKB1;NFKB2;EHD1;SLC6A6;SPSB1;NR4A3;TNIP1;BHLHE40;BCL3;ATG2A;OTUD1;GRINA
ETV7 human tf ARCHS4 coexpression	66/299	1.6890705797665623E-44	1.712916282069149E-42	0	0	9.216525509527234	928.929603063001	IL1RN;CD40;SAMD9L;TNFAIP6;CD80;RNF19B;DDX60L;TMEM140;UBE2Z;TNF;SLC2A6;ICAM1;NIPAL4;IL4I1;GPR132;LAMP3;ZC3H12A;EPSTI1;IL15RA;PTGIR;DTX3L;ACSL1;IL15;RHBDF2;TAP1;TRAF1;PARP9;TICAM1;PLSCR1;ADORA2A;IRF1;NINJ1;IRF2;IL3RA;CMPK2;ODF3B;CLEC4E;IDO1;CD274;GRAMD1A;CCL3L3;CSF2RB;STX11;RELB;HELZ2;SOCS3;SBNO2;DRAM1;SLAMF7;MSC;GBP1;GBP4;GCH1;PARP14;SOD2;NFKB1;NFKB2;EHD1;PARP10;SPSB1;ZNFX1;P2RX4;TNIP1;TNIP3;BCL3;CRLF2
EGR2 human tf ARCHS4 coexpression	65/299	2.2240062867850786E-43	2.1301037991208197E-41	0	0	9.076881183625307	891.457282341543	CD86;CSRNP1;IL1RN;CD40;CD83;CXCL8;CSF1;CD80;SLC7A11;PRDM1;CXCL3;TNF;ICAM1;CXCL16;IL4I1;ZC3H12C;LAMP3;ZC3H12A;PIM3;TNFRSF4;KDM6B;DUSP5;MREG;TRAF1;TICAM1;IFNG;IRF4;IL1B;NINJ1;IL3RA;ATF3;HBEGF;CD274;CEBPB;SLC43A2;BCL2A1;CCL3L3;EBI3;USP12;GPR84;STX11;RELB;GNA13;RAB20;CHST11;IRAK2;CCL4;CCL3;MSC;ZNF267;PLK3;GADD45B;RFTN1;INHBA;MCOLN2;NFKB1;NFKB2;NR4A2;SLC6A6;NR4A1;NR4A3;BHLHE40;REL;OTUD1;CRLF2
RELB human tf ARCHS4 coexpression	64/299	2.864794109505401E-42	2.5994237077827955E-40	0	0	8.937236857723379	854.9010208030392	CD86;IL1RN;CD40;CD83;RNF19B;CXCL3;PPP1R18;TNF;SLC2A6;ICAM1;CXCL16;NIPAL4;IL4I1;GPR132;ZC3H12A;CCR7;PIM3;TNFRSF4;IER3;KDM6B;IL15RA;DUSP5;SPHK1;RHBDF2;ARID5A;TAP1;AMPD3;TRAF1;TICAM1;ADORA2A;IRF1;NINJ1;ARHGEF2;CD274;GRAMD1A;CEBPB;PFKFB3;SLC43A2;EBI3;CSF2RB;GPR84;STX11;RELA;HELZ2;SOCS3;SBNO2;RAB20;DRAM1;IRAK2;SLAMF7;MSC;FBRS;PLK3;RFTN1;SOD2;NFKB1;EHD1;PARP10;ISG20;ZNFX1;TNIP1;TNIP2;BCL3;GRINA
HLX human tf ARCHS4 coexpression	61/299	5.356160810690268E-39	4.617010618815011E-37	0	0	8.518303880017596	750.6548399570344	CD86;IL1RN;CD40;RNF19B;DDX60L;CXCL3;PPP1R18;TNF;SLC2A6;CXCL2;ICAM1;CXCL16;NIPAL4;IL4I1;GPR132;ZC3H12A;PIM3;IER3;KDM6B;IL15RA;ACSL1;SPHK1;RHBDF2;ARID5A;AMPD3;TRAF1;TICAM1;ADORA2A;NINJ1;ARHGEF2;CLEC4E;CD274;GRAMD1A;CEBPB;PFKFB3;SLC43A2;CCL3L3;CSF2RB;DENND3;GPR84;PTGS2;STX11;RELB;HELZ2;CYP27B1;SOCS3;SBNO2;DRAM1;CHST11;SLAMF7;MSC;SOD2;NFKB1;PNRC1;NFKB2;EHD1;PARP10;TNIP1;TNIP3;BCL3;GRINA
BATF3 human tf ARCHS4 coexpression	61/299	5.356160810690268E-39	4.39715297030001E-37	0	0	8.518303880017596	750.6548399570344	CD86;IL1RN;CD40;SAMD9L;CSF2;CD83;CD80;RNF19B;TNF;SLC2A6;ICAM1;NIPAL4;IL4I1;GPR132;ZC3H12A;EPSTI1;PIM3;TNFRSF4;IL15RA;DUSP5;SPHK1;ARID5A;TAP1;TRAF1;TICAM1;ADORA2A;IFNG;NINJ1;CMPK2;IDO1;BIRC3;CD274;GRAMD1A;PFKFB3;BCL2A1;CCL3L3;EBI3;STX11;RELB;SOCS3;RNF213;DRAM1;SLAMF7;MSC;GBP1;SLAMF1;RFTN1;MCOLN2;NFKB1;NFKB2;EHD1;ISG20;NR4A3;TNIP1;CLCF1;TNIP3;IL2RA;BCL3;TRIP10;TNFSF9;FAS
CREM human tf ARCHS4 coexpression	60/299	6.305853153900195E-38	4.941495835147244E-36	0	0	8.378659554115668	717.6887908308048	CD86;CSRNP1;IL1RN;CD40;CSF2;CD83;CXCL8;RNF19B;PRDM1;TNF;ICAM1;RASGEF1B;PDE4B;MAP3K8;UPP1;CYTIP;TNFRSF4;DUSP5;BATF3;TRAF1;PLSCR1;ADORA2A;IFNG;IL23A;NINJ1;ATF3;BIRC3;OSER1;CD274;CLDND1;CCL3L1;BCL2A1;CCL3L3;GPR84;IL2RG;TANK;STX11;RAP1B;SOCS3;DNAJB6;IRAK2;CCL5;CCL4;STAT4;CCL3;SLAMF7;ZNF267;IL32;PLK3;CD70;TNFRSF9;GZMB;NFKB1;ISG20;NR4A2;RIT1;NR4A3;TNIP3;IL2RA;SNAI1
ZFYVE26 human tf ARCHS4 coexpression	59/299	7.254609209663411E-37	5.437802729330314E-35	0	0	8.23901522821374	685.6015072972295	CD86;ANKLE2;IL1RN;CD40;SMG1;SAMD9L;CD80;RNF19B;DDX60L;PTPRJ;SLC2A6;ICAM1;NIPAL4;KYNU;ZC3H12A;EPSTI1;DENND5A;ARHGEF11;IL15RA;DUSP5;DTX3L;SPHK1;FNDC3B;AMPD3;TRAF1;TICAM1;NINJ1;CMPK2;ARHGEF2;B4GALT5;CD274;GRAMD1A;CEBPB;PFKFB3;SLC43A2;UBR4;STX11;MLLT6;HELZ2;SOCS3;SBNO2;RNF213;DRAM1;CHST11;SLAMF7;HIVEP2;MSC;GBP4;PDE4DIP;CFLAR;PARP14;SOD2;NFKB1;NFKB2;EHD1;ABTB2;ZNFX1;TNIP1;BCL3
HIVEP3 human tf ARCHS4 coexpression	57/299	8.95065487783823E-35	6.429553753913796E-33	0	0	7.959726576409885	624.0326263054984	IL1RN;CD40;PTPRJ;PPP1R18;TNF;SLC2A6;ICAM1;NIPAL4;GPR132;KYNU;ZC3H12A;PIM3;TNFRSF4;IER3;KDM6B;SPHK1;RHBDF2;ARID5A;AMPD3;TRAF1;TICAM1;ADORA2A;NINJ1;ARHGEF2;TRIM56;CD274;CEBPB;PFKFB3;SLC43A2;CCL3L3;DENND3;GPR84;RELB;MLLT6;SOCS3;SBNO2;CHST11;IRAK2;HIVEP2;MSC;FBRS;PLK3;RFTN1;CFLAR;SOD2;MCOLN2;SGPP2;NFKB1;NFKB2;EHD1;FMNL3;ZNFX1;P2RX4;TNIP1;TNIP3;BCL3;REL
TIPARP human tf ARCHS4 coexpression	56/299	9.593904545672267E-34	6.615956574695595E-32	0	0	7.820082250507956	594.535557167748	CSRNP1;CDKN1A;RNF19B;TNFAIP3;ADM;AHR;BACH1;ICAM1;ZC3H12C;GPR132;ZC3H12A;NFKBIZ;MAP3K8;PIM3;IER5;IER3;ACOT9;DUSP5;PPTC7;DTX3L;FNDC3B;TRAF1;TICAM1;ETV3;EREG;XRN1;MET;ATF3;HBEGF;CD274;PPP1R15B;PFKFB3;PTGS2;AKAP2;GNA13;SOCS3;DRAM1;HIVEP1;MCL1;SEC24A;GADD45B;NEK7;PARP14;NFKB1;NFKB2;EHD1;NFKBIA;FMNL3;SPSB1;KLF6;ZNFX1;NR4A3;TNIP1;BHLHE40;TNFSF9;NFE2L2
STAT1 human tf ARCHS4 coexpression	55/299	1.0038189852470969E-32	6.6560920406384425E-31	0	0	7.680437924606029	565.8863043185754	CD40;SAMD9L;CD80;RNF19B;DDX60L;PTPRJ;UBE2Z;PPP1R18;IL4I1;LAMP3;EPSTI1;CCR7;CYTIP;JAK1;IL15RA;DUSP5;DTX3L;TAP1;TRAF1;PARP9;TICAM1;PLSCR1;XRN1;IRF4;IRF1;IRF2;CMPK2;IDO1;BIRC3;CD274;SLFN5;NLRC5;CSF2RB;STK4;STX11;RELB;MLLT6;HELZ2;SBNO2;RNF213;UBD;GBP1;GBP4;MCL1;RFTN1;PARP14;NFKB1;NFKB2;PARP10;ISG20;ZNFX1;TNIP1;BCL2;FAS;GRINA
ETS2 human tf ARCHS4 coexpression	55/299	1.0038189852470969E-32	6.40957011320739E-31	0	0	7.680437924606029	565.8863043185754	CSRNP1;LAD1;IL1RN;CXCL8;RNF19B;AHR;CXCL3;CXCL2;ICAM1;CXCL16;NIPAL4;ZC3H12A;NFKBIZ;MAP3K8;PIM3;IER3;KDM6B;AMPD3;TICAM1;IL1B;NINJ1;ARHGEF2;ATF3;HBEGF;GRAMD1A;CEBPB;PFKFB3;USP12;GPR84;PTGS2;STX11;RELA;RELB;GNA13;SOCS3;SBNO2;RAB20;CHST11;IRAK2;FBRS;MCL1;GK;OSM;NFKB1;PNRC1;NFKB2;EHD1;PARP10;SPSB1;KLF5;TNIP1;BHLHE40;BCL3;GRINA;NFE2L2
