Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ASCL1 KO G523NS HUMAN GSE87615 RNASEQ UP	14/344	1.0091197436123107E-5	0.0017962331436299128	0	0	4.069767441860465	46.81798220101939	ZCCHC24;PON2;FRMD4A;VASH1;RNASE1;CDC25B;MRC2;BACE1;COTL1;MLEC;PTGFRN;METTL7A;ATP6V0E2;SLC25A5
MYC KNOCKIN MOUSE GSE39443 CREEDSID GENE 1847 DOWN	11/223	1.5895476150237822E-5	0.0025936118585138048	0	0	4.932735426008968	54.50414174386387	PON2;LMO2;TBC1D10C;AP1B1;COTL1;ERP29;LRMP;MIF4GD;CORO1A;SORL1;ARHGAP4
SRF KO MOUSE GSE34545 CREEDSID GENE 2884 UP	14/367	2.078410050543521E-5	0.003130405291510934	0	0	3.8147138964577656	41.127659856322104	C1QA;AFAP1L1;LST1;GCNT1;GIMAP1;LMO2;AIF1;CORO1A;HHEX;RNF125;STAB1;ARHGDIB;MAN1C1;KCTD12
KMT2A CHROMTRANSLOC HUMAN GSE15013 CREEDSID GENE 1506 UP	11/234	2.4838813196506855E-5	0.0034738854456257445	0	0	4.700854700854701	49.84364695707129	LDHB;FIS1;HLA-DMA;HLA-DMB;STAB1;LMO2;F13A1;CD36;EMB;CPVL;SORL1
NFKB1 INACTIVATION HUMAN GSE20667 CREEDSID GENE 2575 DOWN	12/281	2.7474125826456457E-5	0.003586289224546783	0	0	4.270462633451958	44.84953398676532	TPST2;POP5;SH3TC1;APEX1;CDCA7L;GLRX5;LMO2;RRS1;SNRNP25;MCM6;ZWINT;CDC25B
NR2C2 KO MOUSE GSE21903 CREEDSID GENE 2200 DOWN	11/239	3.0167566733146128E-5	0.0036917559789687573	0	0	4.602510460251046	47.90634927156942	QDPR;DBP;SLCO2B1;GLRX5;CAT;SORD;METTL7B;CD36;REEP6;HADH;SLC25A5
RUNX1 KO MOUSE GSE40155 CREEDSID GENE 1492 UP	12/286	3.264531946383441E-5	0.0037599726770698692	0	0	4.195804195804196	43.34185622675964	TREML1;TPST2;LYL1;RGS19;GIMAP1;ARHGDIB;LMO2;COTL1;F13A1;KCTD12;ESYT1;DOCK2
HES1 KO MOUSE GSE52106 CREEDSID GENE 2518 DOWN	11/242	3.381691147965104E-5	0.003678528482064263	0	0	4.545454545454546	46.79340700440361	SLC46A3;HES6;CEBPA;AHCY;DBP;PNPLA7;SLCO2B1;CAT;ERP29;SORD;MIF4GD
HMGA2 OE MOUSE GSE24071 CREEDSID GENE 2564 DOWN	12/289	3.6137768042199585E-5	0.003724092096138252	0	0	4.1522491349480966	42.469918477630074	ARHGDIB;ELMO1;MGST2;F13A1;S100A4;LRMP;CD36;DOCK2;TRAM2;CORO1A;ARHGAP4;CDC25B
SP3 KD HUMAN GSE50588 CREEDSID GENE 2787 DOWN	12/300	5.186970181096E-5	0.005078043807292984	0	0	4.0	39.46710287357619	PYCARD;SLC27A1;IMPA2;FCGRT;DCXR;PON2;QPRT;NAAA;TBC1D10C;NME4;CORO1A;SLC19A1
MYC KD HUMAN GSE57538 CREEDSID GENE 1753 DOWN	12/309	6.884958685076188E-5	0.006419404335894845	0	0	3.8834951456310676	37.2178110039719	TPST2;CEBPA;HLA-DMA;GAS2L3;DCXR;QPRT;ENC1;KCTD12;CD36;GPD1L;HADH;MTURN
U2AF1 OE CFUG HUMAN GSE94153 RNASEQ UP	14/410	6.920904946302709E-5	0.006159605402209411	0	0	3.414634146341464	32.706659765426735	AHCY;AIF1;MS4A4A;LDHB;MS4A6A;HLA-DMA;APEX1;ARHGDIB;CAT;ERP29;S100A4;LTA4H;CD36;SLC25A5
FOXP3 ABLATION MOUSE GSE6681 CREEDSID GENE 91 UP	10/227	1.0001559918327828E-4	0.008514371443515604	0	0	4.405286343612335	40.5734995255897	DAP;ARHGDIB;TBC1D10C;COTL1;S100A4;DOCK2;SLC25A5;CORO1A;SORL1;RNF166
ZFX KD HUMAN GSE43021 CREEDSID GENE 157 UP	11/275	1.0667589046521359E-4	0.008702974730453675	0	0	4.0	36.58286152586327	KIAA0930;MS4A6A;GAS2L3;HLA-DMB;LST1;COTL1;F13A1;METTL7B;S100A4;CORO1A;SORL1
SPI1 KD MOUSE GSE5654 CREEDSID GENE 202 DOWN	11/275	1.0667589046521359E-4	0.008354855741235529	0	0	4.0	36.58286152586327	TREML1;LDHB;DAP;RGS19;FES;LST1;TBXAS1;COTL1;LRMP;EMB;CORO1A
CEBPA KO MOUSE GSE61468 CREEDSID GENE 1476 DOWN	11/278	1.1738228536220119E-4	0.008839789028430382	0	0	3.9568345323741005	35.80964751285385	BACE1;CEBPA;CARD9;ROGDI;SLC40A1;MAN1C1;MGST2;F13A1;EMB;AIF1;SORL1
SETDB1 KD THP1 HUMAN GSE103409 SGRNA6DAY4 RNASEQ UP	13/379	1.204455839313828E-4	0.00873453530880176	0	0	3.4300791556728227	30.95410617535346	CEBPA;CLEC11A;CARD9;IDH2;CORO1A;KIAA0930;MRC2;PYCARD;MS4A6A;FES;APEX1;POLD2;TACC3
TCF3 KO MOUSE GSE27402 CREEDSID GENE 2169 UP	10/235	1.3292759929950197E-4	0.009295437122443745	0	0	4.25531914893617	37.98172742184143	QDPR;AHCY;MTHFD1L;APEX1;CDCA7L;RRS1;ERP29;ABHD14A;EMB;HADH
ZXDC DEPLET MOUSE GSE45417 CREEDSID GENE 1257 DOWN	11/286	1.5051682557074464E-4	0.010162480843707519	0	0	3.8461538461538463	33.85167570081537	POP5;GAS2L3;HHEX;CARD9;RRS1;TREM2;KCTD12;EMB;CORO1A;ASRGL1;ZWINT
NFE2L2 KO MOUSE GSE18344 CREEDSID GENE 960 DOWN	9/197	1.696775303528848E-4	0.011074286814364948	0	0	4.568527918781726	39.66218133143247	GPR34;CLEC11A;TBXAS1;SLC40A1;SORD;MGST2;NPL;REEP6;MCM6
RORA KO MOUSE GSE23736 CREEDSID GENE 1155 DOWN	11/292	1.8031165013675327E-4	0.011388716482831062	0	0	3.7671232876712324	32.4757061507121	C1QA;DOK2;DAP;DBP;NAAA;COTL1;ERP29;F13A1;S100A4;TREM2;CORO1A
SOX2 OE HUMAN GSE34920 CREEDSID GENE 1422 DOWN	11/295	1.9699560242346522E-4	0.012053668423285778	0	0	3.728813559322034	31.81546463531819	LDHB;AHCY;APEX1;RNASET2;QPRT;MFSD3;SNURF;S100A4;LTA4H;MCM6;SLC25A5
TCF4 KD HUMAN GSE18560 CREEDSID GENE 1275 DOWN	10/247	1.9918238569248685E-4	0.011818154884420886	0	0	4.048582995951417	34.49914834802445	POP5;LDHB;AHCY;SAPCD2;APEX1;POLD2;MLEC;ABHD14B;MCM6;ZWINT
XBP1 OE MOUSE GSE6980 CREEDSID GENE 1507 DOWN	8/160	2.120125253632077E-4	0.01220942719591649	0	0	5.0	42.294326015678024	MAP4K1;HHEX;ARHGDIB;LMO2;TBC1D10C;LRMP;MIF4GD;CORO1A
EZH2 SHRNA PROE HUMAN GSE59089 RNASEQ UP	12/349	2.1506960330690023E-4	0.012031608093568876	0	0	3.438395415472779	29.03569803753607	CEBPA;RGS19;FCGRT;FUCA1;ARHGDIB;CAT;SLC40A1;LTA4H;EMB;NPL;CORO1A;SORL1
RARA ACTIVATION HUMAN GSE5679 CREEDSID GENE 2385 UP	11/300	2.2771049843224041E-4	0.012384920998064632	0	0	3.6666666666666665	30.753930091630767	LDHB;AHCY;HLA-DMB;ALOX15;TBXAS1;MFSD1;KCTD12;LTA4H;AIF1;SORL1;MS4A4A
XBP1 OE MOUSE GSE6980 CREEDSID GENE 1507 UP	11/305	2.623860611774909E-4	0.01388518669690614	0	0	3.6065573770491803	29.738567164261266	C1QA;DAP;GLRX5;LST1;CAT;COTL1;SLC40A1;F13A1;S100A4;EMB;GRAMD4
RUNX1 KO MOUSE GSE46970 CREEDSID GENE 1446 DOWN	12/357	2.6453047823660257E-4	0.01363028095755968	0	0	3.3613445378151257	27.6892574241222	QDPR;LYL1;HHEX;AFAP1L1;APEX1;GLRX5;CAT;RRS1;KCTD12;NPL;MCM6;SLC25A5
GFI1B OE MOUSE GSE33709 CREEDSID GENE 452 UP	10/261	3.0960346129107943E-4	0.01554368146687009	0	0	3.8314176245210723	30.9586905610362	ZCCHC24;TMEM86A;CALHM2;RGS14;NT5DC2;LMO2;PMVK;VCL;CDC25B;TPCN1
GFI1B OE MOUSE GSE33709 CREEDSID GENE 772 DOWN	10/262	3.1913703729519546E-4	0.015621757975599818	0	0	3.816793893129771	30.724770852773815	ZCCHC24;TMEM86A;CALHM2;RGS14;NT5DC2;LMO2;PMVK;VCL;CDC25B;TPCN1
ERG KD HUMAN GSE14801 CREEDSID GENE 827 DOWN	12/368	3.481063929585967E-4	0.016624202863730057	0	0	3.260869565217391	25.96631216746377	FCGRT;APEX1;CDCA7L;PON2;LMO2;ERP29;SNURF;MGST2;KCTD12;LTA4H;RNASE1;ZWINT
TCF3 KO MOUSE GSE27402 CREEDSID GENE 2169 DOWN	10/265	3.492220205643742E-4	0.016280398006310585	0	0	3.773584905660377	30.036991230006002	LYL1;HHEX;AFAP1L1;ARHGDIB;LMO2;TBC1D10C;IL16;FRMD4A;CORO1A;DEF6
NANOG OE HUMAN GSE34920 CREEDSID GENE 1421 DOWN	11/317	3.6421847010727844E-4	0.01658464568535003	0	0	3.4700315457413247	27.47486544336129	LDHB;AHCY;APEX1;MFSD3;SNURF;S100A4;LTA4H;MCM6;HADH;SLC25A5;VCL
MYB KD HUMAN GSE49286 CREEDSID GENE 1839 UP	11/328	4.849641699600834E-4	0.02158090556322371	0	0	3.353658536585366	25.593228965668967	QDPR;LYL1;FZD2;IMPA2;FUCA1;RNASET2;MFSD3;S100A4;REEP6;STX10;CDC25B
RORA KO MOUSE GSE23736 CREEDSID GENE 1154 DOWN	12/382	4.8594094123487327E-4	0.021143830287508485	0	0	3.1413612565445024	23.96677527185591	RNF125;DBP;SLCO2B1;GLRX5;QPRT;CAT;ABHD14B;METTL7B;REEP6;HADH;SLC25A5;ASGR2
ESR1 KD HUMAN GSE27473 CREEDSID GENE 480 DOWN	10/278	5.083580841461044E-4	0.02163837236430592	0	0	3.597122302158273	27.281742692995373	PYCARD;PKIB;TRAPPC6A;MGMT;QPRT;ROGDI;ALOX15;IDH2;EMB;KBTBD7
RORC KO MOUSE GSE27241 CREEDSID GENE 1686 DOWN	11/330	5.101687809511814E-4	0.02125341432132794	0	0	3.333333333333333	25.2692298131798	PKIB;GAS2L3;DBP;RACGAP1;SAPCD2;FES;REEP4;NT5DC2;TACC3;NCAPH;CDC25B
FOXP1 OE HUMAN GSE51382 CREEDSID GENE 1434 UP	10/279	5.227525313899157E-4	0.021323947009613643	0	0	3.584229390681003	27.083879488239525	HLA-DMA;HLA-DMB;ARHGDIB;COTL1;MFSD1;S100A4;SNRNP25;COMMD6;SLC25A5;CORO1A
NANOG KD HUMAN GSE34904 CREEDSID GENE 1349 UP	10/285	6.164007695103227E-4	0.024630871565330854	0	0	3.508771929824561	25.935484933770766	LDHB;FZD2;IMPA2;GLRX5;ENC1;ERP29;NME4;S100A4;MCM6;HADH
ERG OE CD34 HUMAN GSE53665 RNASEQ UP	11/338	6.222292154757747E-4	0.024366496078031336	0	0	3.254437869822485	24.02491781488523	MS4A6A;HLA-DMB;FES;STAB1;ARHGDIB;S100A4;KCTD12;CD36;EMB;VASH1;PLCB2
POU4F1 KO MOUSE GSE19997 CREEDSID GENE 2947 DOWN	7/148	7.336401195183642E-4	0.0281660265493521	0	0	4.72972972972973	34.13678624985808	DOK2;FCGRT;ROGDI;CLEC11A;F13A1;REEP6;NPL
DNMT1 KO MOUSE GSE31626 CREEDSID GENE 1237 DOWN	10/292	7.427826407580746E-4	0.02796862328085212	0	0	3.4246575342465753	24.675024310845146	CEBPA;AHCY;NT5DC2;LST1;TACC3;COTL1;ERP29;MLEC;ESYT1;MCM6
AIRE OE MOUSE GSE12073 CREEDSID GENE 1173 DOWN	8/195	7.927606180528302E-4	0.029287269625423423	0	0	4.102564102564102	29.2922635925613	QDPR;DAP;AHCY;GLRX5;RRS1;KCTD12;EMB;RNASE1
FOXP3 ACTIVATION HUMAN GSE41087 CREEDSID GENE 1055 UP	9/244	8.081967962445437E-4	0.029304617167533638	0	0	3.6885245901639343	26.264895378899148	TSPAN15;PAK1;RNASET2;PON2;IL16;TRAM2;PLCB2;RNF166;ARHGAP4
E2F8 KO MOUSE GSE52157 CREEDSID GENE 2828 DOWN	12/406	8.289050991958002E-4	0.02950902153137049	0	0	2.955665024630542	20.971640056029692	MAP4K1;CD4;CALHM2;RGS19;PARVG;ARHGDIB;ELMO1;DOCK2;PLCB2;CORO1A;SORL1;ARHGAP4
NFE2L2 KO MOUSE GSE18344 CREEDSID GENE 966 DOWN	9/245	8.319045779554955E-4	0.02908694935065822	0	0	3.673469387755102	26.051483805347015	PLA2G15;PARVG;LPCAT4;LDHD;TBXAS1;CAT;SLC40A1;MGST2;REEP6
CEBPA KD MOUSE GSE55760 CREEDSID GENE 2883 UP	9/250	9.590940012521805E-4	0.03294572025353981	0	0	3.5999999999999996	25.0182772841132	NT5DC2;STAB1;ARHGDIB;COTL1;ERP29;MGST2;F13A1;EMB;SORL1
FOSL1 KO MOUSE GSE43695 CREEDSID GENE 2302 DOWN	10/302	9.597451366789426E-4	0.032399672027885684	0	0	3.3112582781456954	23.009413216474318	C1QA;GAS2L3;ENC1;COTL1;F13A1;S100A4;TREM2;NPL;AIF1;MS4A4A
FOSL1 KO MOUSE GSE43695 CREEDSID GENE 2301 UP	10/304	0.0010088296366730462	0.03347946489162414	0	0	3.289473684210526	22.693961827630677	C1QA;GAS2L3;ENC1;COTL1;F13A1;S100A4;TREM2;NPL;AIF1;MS4A4A
RUNX1 KO MOUSE GSE34292 CREEDSID GENE 2396 UP	9/253	0.0010426961211960335	0.0340266500883639	0	0	3.557312252964427	24.424312041594966	MAP4K1;C1QA;GPR34;ARHGDIB;NOXA1;F13A1;NPL;AIF1;CORO1A
SETDB1 KD THP1 HUMAN GSE103409 SGRNA9DAY7 RNASEQ UP	13/478	0.0010881081798245656	0.0349264887884672	0	0	2.719665271966527	18.557132044261564	CEBPA;CLEC11A;CARD9;IDH2;TREM2;CORO1A;KIAA0930;MRC2;MS4A6A;PARVG;FES;MFSD1;SLC25A5
MYC KD MOUSE GSE30323 CREEDSID GENE 2609 UP	9/255	0.0011016428861553955	0.034790593082133295	0	0	3.5294117647058822	24.038656519483116	LDHB;CEBPA;TMEM86A;RNF125;DBP;PAQR4;CD36;EMB;APPL2
KLF15 DEFICIENCY MOUSE GSE7137 CREEDSID GENE 675 DOWN	8/207	0.0011650768049709364	0.03620984736719196	0	0	3.864734299516908	26.106157554101966	QDPR;AHCY;DCXR;IDH2;SORD;REEP6;HADH;MIF4GD
ZXDC DEPLETION HUMAN GSE45417 CREEDSID GENE 3044 UP	9/258	0.0011950979712283493	0.03656252855726731	0	0	3.488372093023256	23.47509457907332	IMPA2;CDCA7L;SLC40A1;F13A1;LRMP;EMB;MCM6;NCAPH;ZWINT
BATF KO MOUSE GSE54215 CREEDSID GENE 1523 DOWN	9/258	0.0011950979712283493	0.036000028117924736	0	0	3.488372093023256	23.47509457907332	DAP;RNF125;IMPA2;GIMAP1;ARHGDIB;TBC1D10C;MGST2;EMB;HADH
KLF1 KO MOUSE GSE36427 CREEDSID GENE 1562 UP	10/311	0.0011971083233528344	0.035514213592800756	0	0	3.215434083601286	21.632946497751913	BACE1;LYL1;HHEX;TRAPPC6A;RGS19;RACGAP1;UROS;ARHGDIB;APPL2;CDC25B
ZHX2 KD HUMAN GSE50588 CREEDSID GENE 2814 DOWN	10/311	0.0011971083233528344	0.03498415070335597	0	0	3.215434083601286	21.632946497751913	KIAA0930;RACGAP1;CCDC34;CDCA7L;RNASET2;TTC3;TBC1D10C;MLEC;CABLES1;LTA4H
FOXD3 KO MOUSE GSE58960 CREEDSID GENE 1417 DOWN	9/259	0.0012276366235670644	0.03534871336682812	0	0	3.4749034749034746	23.291111822296717	QDPR;LDHB;AHCY;MTHFD1L;POLD2;GEMIN6;MCM6;HADH;SLC25A5
STAT1 KD HUMAN GSE44652 CREEDSID GENE 186 DOWN	11/368	0.0012413416011889725	0.03522531674098563	0	0	2.989130434782609	20.001953267862145	LDHB;RGS19;RACGAP1;ARHGDIB;IDH2;COTL1;ELMO1;MLEC;EMB;GRAMD4;CORO1A
FLI1 KD HUMAN GSE27524 CREEDSID GENE 1594 UP	10/313	0.0012558794066963657	0.03512874111873549	0	0	3.1948881789137378	21.341594981861107	ZCCHC24;TRAPPC6A;CALHM2;QPRT;ENC1;LMO2;FRMD4A;KCTD12;SORL1;TPCN1
SUZ12 SHRNA PROE HUMAN GSE59089 RNASEQ UP	9/261	0.0012948620515489191	0.035709012632856106	0	0	3.4482758620689653	22.92879694277641	APBB1IP;PYCARD;CEBPA;FCGRT;CLEC11A;ARHGDIB;CAT;MFSD1;SORL1
ERG OE CD34 HUMAN GSE53665 RNASEQ DOWN	9/262	0.001329571745609867	0.03615696497089055	0	0	3.435114503816794	22.75041429749646	AHCY;SLFN11;TOP1MT;NT5DC2;CLEC11A;GCNT1;CAT;DOCK2;SORL1
NCOA2 KO MOUSE GSE41558 CREEDSID GENE 46 UP	8/212	0.0013564034827225437	0.03638134272836631	0	0	3.773584905660377	24.91667388714732	LDHB;GLRX5;IDH2;SORD;SNURF;CD36;HADH;SLC25A5
FOXM1 KD HUMAN GSE55204 CREEDSID GENE 1369 DOWN	11/375	0.0014420986012796423	0.03815714947710189	0	0	2.933333333333333	19.18885720199312	AHCY;APEX1;GLRX5;HLTF;TTC3;IDH2;LTA4H;SNRNP25;MCM6;SLC25A5;ZWINT
XBP1 OE HUMAN GSE8562 CREEDSID GENE 87 UP	10/320	0.0014804170657768399	0.038648754863880704	0	0	3.125	20.360723217825143	IMPA2;QPRT;PMVK;MFSD1;S100A4;LTA4H;GPD1L;HADH;SORL1;APPL2
PPARG OE MOUSE GSE2192 CREEDSID GENE 865 UP	9/269	0.0015941119312488329	0.04106935738664756	0	0	3.3457249070631967	21.551281162268882	QDPR;LDHB;SLC27A1;WDR92;NT5DC2;CAT;REEP6;HADH;SLC25A5
THRB HCC MUTANT BN HUMAN GSE29159 CREEDSID GENE 1696 DOWN	10/324	0.0016227215469790095	0.04126349076603767	0	0	3.0864197530864197	19.82608201244878	AHCY;FCGRT;APEX1;DCXR;NT5DC2;POLD2;SORD;MGST2;SLC25A5;ASGR2
ZNF750 KD HUMAN GSE38039 CREEDSID GENE 2704 DOWN	10/325	0.0016599789082614124	0.04166972695353648	0	0	3.076923076923077	19.695231946341615	SLFN11;CDCA7L;ENC1;POLD2;TACC3;COTL1;MCM6;NCAPH;ZWINT;CDC25B
ZNF750 KD HUMAN GSE38039 CREEDSID GENE 204 UP	10/326	0.0016979273627254286	0.042082807293878345	0	0	3.067484662576687	19.565481503508533	SLFN11;CDCA7L;ENC1;POLD2;TACC3;COTL1;MCM6;NCAPH;ZWINT;CDC25B
POU2F1 KD HUMAN GSE50588 CREEDSID GENE 2799 DOWN	9/274	0.001807756561096636	0.044244841832840165	0	0	3.2846715328467155	20.744897096131133	KIAA0930;LRRC45;DAP;CAT;METTL7A;DGCR6;MCM6;ZWINT;CDC25B
HNF4A KD HUMAN GSE25417 CREEDSID GENE 1357 DOWN	9/275	0.0018531160935469383	0.04479507791561611	0	0	3.272727272727273	20.58835641372045	LDHB;CEBPA;AHCY;GLRX5;ERP29;MGST2;METTL7B;REEP6;SLC25A5
CEBPG KO MOUSE GSE47777 CREEDSID GENE 3104 UP	10/330	0.0018568216454929037	0.044337277827745186	0	0	3.0303030303030303	19.0572395322862	LDHB;DCXR;STAB1;ARHGDIB;SLC40A1;SORD;CD36;ATP6V0E2;AIF1;DEF6
TP63 UNK HUMAN GSE20286 CREEDSID GENE 2452 DOWN	10/330	0.0018568216454929037	0.04380309375753139	0	0	3.0303030303030303	19.0572395322862	RACGAP1;REEP4;NT5DC2;ARHGDIB;TACC3;NME4;MCM6;NCAPH;ZWINT;CDC25B
STAT1 KO MOUSE GSE48970 CREEDSID GENE 1519 DOWN	9/276	0.0018993823356409844	0.04427369777601247	0	0	3.260869565217391	20.433347387499648	MAP4K1;LYL1;TMEM86A;PARVG;PNPLA7;SLC40A1;ASB13;FRMD4A;SORL1
FLI1 KD HUMAN GSE27524 CREEDSID GENE 1596 UP	10/335	0.0020721408452718665	0.04773237382402723	0	0	2.9850746268656714	18.445292481724838	ZCCHC24;TRAPPC6A;CALHM2;ENC1;LMO2;FRMD4A;S100A4;KCTD12;TRAM2;SORL1
FLI1 KD HUMAN GSE27524 CREEDSID GENE 1599 UP	10/340	0.0023071758080725575	0.05252849107216358	0	0	2.941176470588235	17.85803263627665	ZCCHC24;TRAPPC6A;CALHM2;ENC1;LMO2;FRMD4A;S100A4;KCTD12;TRAM2;SORL1
IRF9 OE HUMAN GSE50002 CREEDSID GENE 1656 DOWN	8/233	0.0024493267780889816	0.055123929097680754	0	0	3.4334763948497855	20.6418612073447	ZCCHC24;RNF125;MTHFD1L;REEP4;FFAR4;ELMO1;REEP6;NCAPH
SPDEF KD HUMAN GSE40985 CREEDSID GENE 2606 DOWN	8/234	0.0025147904244961637	0.055954086945039644	0	0	3.418803418803419	20.463472851701894	PKIB;GAS2L3;RACGAP1;CDCA7L;GCNT1;TACC3;NCAPH;ZWINT
HNF4A DEPLETION HUMAN GSE29084 CREEDSID GENE 118 UP	10/346	0.0026170506733419682	0.05757511481352331	0	0	2.890173410404624	17.1841251227741	IMPA2;REEP4;CARD9;ASB13;CRYL1;MFSD1;ABHD14B;ESYT1;REEP6;AIG1
HNF4A KD HUMAN GSE29084 CREEDSID GENE 577 DOWN	10/346	0.0026170506733419682	0.05693539131559527	0	0	2.890173410404624	17.1841251227741	IMPA2;REEP4;CARD9;ASB13;CRYL1;MFSD1;ABHD14B;ESYT1;REEP6;AIG1
PPARD KO MOUSE GSE16048 CREEDSID GENE 81 DOWN	7/185	0.0026461500380191537	0.056935843675181355	0	0	3.7837837837837838	22.455430582866043	HHEX;NT5DC2;GCNT1;FFAR4;S100A4;SLC25A5;RNASE1
HNF4A KO MOUSE GSE3126 CREEDSID GENE 195 DOWN	9/290	0.0026497499787723885	0.0563935919395254	0	0	3.103448275862069	18.413658592969917	QDPR;CEBPA;AHCY;QPRT;CAT;SORD;REEP6;HADH;ASGR2
TCF3 DEFICIENCY MOUSE GSE43224 CREEDSID GENE 298 DOWN	9/291	0.002711225567064044	0.057081501723778474	0	0	3.0927835051546393	18.27944693056899	QDPR;LYL1;GAS2L3;APEX1;CDCA7L;CAT;RRS1;LTA4H;MCM6
STAT6 KD HUMAN GSE50588 CREEDSID GENE 2805 DOWN	9/291	0.002711225567064044	0.05647425170544041	0	0	3.0927835051546393	18.27944693056899	HES6;SLFN11;CCDC34;IMPA2;DCXR;METTL7A;CAMK1;DGCR6;CDC25B
GATA1 MUT MOUSE GSE2433 CREEDSID GENE 979 DOWN	10/348	0.002727456217960174	0.05621430815543179	0	0	2.8735632183908044	16.966626127766705	TREML1;TPST2;DOK2;LMO2;TBXAS1;COTL1;CAMK1;CORO1A;ZWINT;VCL
SETDB1 KD THP1 HUMAN GSE103409 SGRNA9DAY4 RNASEQ DOWN	6/139	0.002772993428717566	0.056557511806552024	0	0	4.316546762589928	25.415084383117676	FCGRT;LST1;CLEC11A;COTL1;ERP29;S100A4
SREBF2 KD HUMAN GSE50588 CREEDSID GENE 2823 DOWN	9/292	0.002773826386630189	0.055991258402287726	0	0	3.0821917808219177	18.146489008494065	LPCAT4;SLCO2B1;RNASET2;QPRT;TBXAS1;ELMO1;AIF1;CORO1A;VCL
MYC ACTIVATION MOUSE GSE4356 CREEDSID GENE 753 UP	10/349	0.002784041458687017	0.055624012001114075	0	0	2.865329512893983	16.859173767481614	C1QA;AHCY;WDR92;RACGAP1;FUCA1;NT5DC2;TACC3;SNRNP25;RNASE1;NCAPH
