Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
STAT3 24763339 ChIP-Seq IMN-ESCs Mouse	31/1788	0.0017725117172999747	0.08166214697560599	0	0	1.7337807606263984	10.984121272828547	C1QA;CDCA7L;GCNT1;LRMP;GRAMD4;MRC2;MTHFD1L;CECR5;IMPA2;LDHD;ENC1;RRS1;MAN1C1;PTGFRN;EMB;HADH;ZCCHC24;GAS2L3;AFAP1L1;MGMT;FRMD4A;SORL1;APBB1IP;QDPR;DUSP23;TSPAN15;DOK2;ELMO1;GEMIN6;KCTD12;CPVL
LXR 22292898 ChIP-Seq THP-1 Human	33/2000	0.0027798987737796045	0.119535647272523	0	0	1.6500000000000001	9.710812261015851	POP5;C1QA;ROGDI;TREM2;IMPA2;SH3TC1;ADORA3;SLCO2B1;TOP1MT;NT5DC2;STAB1;MFSD3;POLD2;SLC19A1;ZCCHC24;HES6;P2RY11;PAQR4;RNASET2;CLEC11A;CARD9;AP1B1;CABLES1;IL16;VASH1;TPCN1;DAP;FES;CAMK1;ESYT1;DOCK2;RNF166;SSBP4
RUNX1 22412390 ChIP-Seq EML Mouse	33/2000	0.0027798987737796045	0.1120646693179903	0	0	1.6500000000000001	9.710812261015851	SLC27A1;RGS14;LST1;ROGDI;GIMAP1;LRMP;AP2A2;FAM105A;LYL1;IMPA2;FCGRT;LDHD;POLD2;MLEC;LTA4H;GPR34;PNPLA7;CTNNBIP1;COMMD6;DEF6;TPST2;DOK2;TACC3;ERP29;ELMO1;RIMBP3;S100A4;KCTD12;GPD1L;DOCK2;SLC25A5;RNF166;SSBP4
EKLF 21900194 ChIP-Seq ERYTHROCYTE Mouse	23/1239	0.0031286849593215134	0.11870598816249271	0	0	1.8563357546408392	10.70575283136669	CDCA7L;GCNT1;IDH2;AP1B1;SORD;NME4;FRMD4A;CORO1A;ASRGL1;CDC25B;APBB1IP;TPST2;QDPR;TRAPPC6A;MTHFD1L;NT5DC2;CAT;POLD2;RRS1;HADH;SLC25A5;SLC19A1;SSBP4
MYC 18940864 ChIP-ChIP HL60 Human	16/746	0.0034781526329420833	0.12463380268042464	0	0	2.1447721179624666	12.142099686328649	POP5;TMEM86A;FZD2;PAQR4;PNPLA7;AP2A2;PKIB;DAP;TRAPPC6A;SCFD2;PCYOX1L;KBTBD7;DOCK2;CPVL;TRIM32;ATPAF1
SOX2 27498859 Chip-Seq STOMACH Mouse	32/2000	0.005139190530580602	0.17446199432760465	0	0	1.6	8.433375513983778	CEBPA;SLC27A1;PON2;LST1;ASB13;GRAMD4;LYL1;PAK1;WDR92;MTHFD1L;LDHD;DGCR6;HADH;APPL2;HES6;GAS2L3;CCDC34;FUCA1;DCXR;CLEC11A;AP1B1;AIG1;TPST2;TSPAN15;RNF125;REEP4;NAAA;TBXAS1;PCYOX1L;ELMO1;SLC25A5;TRIM32
FOXM1 23109430 ChIP-Seq U2OS Human	8/267	0.005560659143756638	0.17933125738615158	0	0	2.99625468164794	15.55667004257947	PLA2G15;GAS2L3;RACGAP1;REEP4;ENC1;ELMO1;NCAPH;CDC25B
HNF4A 19822575 ChIP-Seq HepG2 Human	78/6083	0.005731741930297272	0.17604635928770193	0	0	1.2822620417557125	6.618697876496664	QPRT;SLC40A1;AP2A2;TRAM2;ASGR2;MS4A4A;PYCARD;DBP;WDR92;IMPA2;ADORA3;SLCO2B1;TOP1MT;ENC1;PTGFRN;CD36;SLC12A9;ZCCHC24;HES6;GAS2L3;CCDC34;RNASET2;DCXR;GLRX5;CTNNBIP1;AP1B1;ABHD14B;FRMD4A;ASRGL1;CDC25B;CAT;ELMO1;GEMIN6;MCM6;SLC25A5;VCL;CEBPA;AHCY;PON2;GCNT1;ALOX15;ASB13;MGST2;GRAMD4;AIF1;OSGEP;PAK1;RACGAP1;MTHFD1L;SCFD2;SH3TC1;LDHD;HLTF;PMVK;POLD2;RRS1;METTL7B;METTL7A;ATP6V0E2;SLC19A1;AFAP1L1;MGMT;UROS;CABLES1;AIG1;SORL1;DEF6;TPCN1;TREML1;PKIB;EEPD1;DAP;CD4;TTC3;TBXAS1;CRYL1;KBTBD7;CPVL
WT1 25993318 ChIP-Seq PODOCYTE Human	49/3464	0.006104463048968408	0.17897175757202832	0	0	1.4145496535796767	7.212414008942508	QPRT;LRMP;TRAM2;MRC2;PYCARD;DBP;PRADC1;ENC1;STAB1;COTL1;PTGFRN;ZCCHC24;PAQR4;NME4;FRMD4A;VASH1;ELMO1;KCTD12;DOCK2;MGST2;NPL;GRAMD4;TMEM241;LDHB;MTHFD1L;SCFD2;SH3TC1;PCED1B;MAN1C1;LTA4H;MGMT;IDH2;CABLES1;NMNAT3;AIG1;ZWINT;TPCN1;QDPR;TSPAN15;PARVG;LPCAT4;REEP4;TTC3;TBXAS1;TACC3;CRYL1;PYROXD2;CPVL;SSBP4
GFI1B 20887958 ChIP-Seq HPC-7 Mouse	30/1871	0.006555791736814265	0.18384720305413915	0	0	1.6034206306787813	8.061047117175814	POP5;CEBPA;RGS14;LST1;MGST2;TREM2;LYL1;HHEX;CALHM2;WDR92;HLTF;ENC1;LTA4H;GLRX5;LMO2;ABHD14B;NME4;NMNAT3;ZWINT;DEF6;APBB1IP;RNF125;ELMO1;GEMIN6;PYROXD2;KBTBD7;TRIM32;VCL;SSBP4;ATPAF1
TAL1 20566737 ChIP-Seq PRIMARY FETAL LIVER ERYTHROID Mouse	30/1875	0.006752085385269259	0.18146229472911135	0	0	1.6	7.996646201353376	SLC46A2;GCNT1;ROGDI;SLC40A1;MGST2;AP2A2;GRAMD4;MRC2;LYL1;CALHM2;ADORA3;LDHD;ENC1;POLD2;MLEC;HADH;UROS;GLRX5;IDH2;NMNAT3;RNASE1;TSPAN15;NOXA1;TBXAS1;CAT;TACC3;ELMO1;REEP6;DOCK2;PLCB2
Nerf2 26677805 Chip-Seq MACROPHAGESS Mouse	23/1331	0.007361398307800067	0.1899240763412417	0	0	1.7280240420736288	8.487199373908233	CEBPA;SLC46A2;PON2;GCNT1;AP1B1;SLC40A1;MGST2;FRMD4A;AIG1;SORL1;ASGR2;TREML1;APBB1IP;DAP;SCFD2;ARHGDIB;TBXAS1;CAT;RRS1;ELMO1;METTL7B;CD36;CPVL
LYL1 20887958 ChIP-Seq HPC-7 Mouse	15/752	0.008782054232778029	0.21786249923622417	0	0	1.9946808510638299	9.444903453619144	C1QA;CEBPA;FUCA1;UROS;LST1;NMNAT3;TREM2;TREML1;TPST2;LYL1;HHEX;ARHGDIB;NAAA;ELMO1;RNF166
CEBPB 20513432 ChIP-Seq MACROPHAGES Mouse	31/2000	0.009184954611982309	0.21941836017513291	0	0	1.55	7.2697921778896575	SLC46A3;SLC46A2;RGS19;PON2;GCNT1;LRMP;TRAM2;FAM105A;ASGR2;HHEX;WDR92;MTHFD1L;RRS1;LTA4H;CD36;ATP6V0E2;NME4;COMMD6;MIF4GD;CDC25B;BACE1;EEPD1;TSPAN15;RNF125;PARVG;TBXAS1;CAMK1;DOCK2;CPVL;PLCB2;RNF166
SMRT 22465074 ChIP-Seq MACROPHAGES Mouse	31/2000	0.009184954611982309	0.2115819901688782	0	0	1.55	7.2697921778896575	CEBPA;PON2;LST1;GIMAP1;SLC40A1;MGST2;AIF1;CORO1A;ASGR2;PYCARD;PAK1;HHEX;IMPA2;NT5DC2;MLEC;FIS1;GAS2L3;SORL1;DOK2;PARVG;PPP1R3E;NAAA;CAT;ELMO1;CRYL1;S100A4;KCTD12;CAMK1;DOCK2;RNF166;SSBP4
NCOR 22465074 ChIP-Seq MACROPHAGES Mouse	31/2000	0.009184954611982309	0.20428605947339962	0	0	1.55	7.2697921778896575	PON2;LST1;GCNT1;SLC40A1;ASB13;MGST2;ASGR2;ARHGAP4;LDHB;HHEX;MTHFD1L;IMPA2;STAB1;MLEC;SLC12A9;MAP4K1;GAS2L3;PNPLA7;AP1B1;AIG1;DUSP23;PARVG;APEX1;TTC3;RIMBP3;CRYL1;KCTD12;ESYT1;DOCK2;RNF166;SSBP4
PBX 27287812 Chip-Seq EMBYONIC-LIMB Mouse	31/2000	0.009184954611982309	0.19747652415761963	0	0	1.55	7.2697921778896575	SLC46A3;POP5;C1QA;RGS14;ROGDI;LRMP;NCAPH;FAM105A;ADORA3;TOP1MT;HLTF;ENC1;PTGFRN;ATP6V0E2;UROS;CLEC11A;CARD9;IL16;ASRGL1;CDC25B;TPCN1;DUSP23;EEPD1;DOK2;CD4;NAAA;ELMO1;SRPRB;GEMIN6;CPVL;PLCB2
SCL 19346495 ChIP-Seq HPC-7 Human	7/252	0.013643951162813873	0.28388220967790156	0	0	2.7777777777777777	11.92905276061482	LYL1;CEBPA;HHEX;AFAP1L1;ADORA3;ELMO1;MAN1C1
EGR1 20690147 ChIP-Seq ERYTHROLEUKEMIA Human	77/6207	0.014457331434502696	0.291405586726695	0	0	1.2405348799742226	5.255592545646987	SLC27A1;ROGDI;AP2A2;TRAM2;MRC2;LYL1;HHEX;DBP;IMPA2;ADORA3;SLCO2B1;TOP1MT;MFSD3;TBC1D10C;COTL1;DGCR6L;HADH;STK32C;SLC12A9;LRRC45;PAQR4;RNASET2;DCXR;CLEC11A;CTNNBIP1;LMO2;ABHD14B;IL16;FRMD4A;MIF4GD;DUSP23;TRAPPC6A;DPEP2;ELMO1;SNURF;S100A4;KCTD12;MCM6;DOCK2;SLC25A5;RNF166;VCL;CATSPER1;CEBPA;AHCY;RGS19;RGS14;ASB13;LRP3;OSGEP;NCAPH;STX10;PAK1;RACGAP1;MTHFD1L;CECR5;SCFD2;SH3TC1;NT5DC2;LDHD;MAN1C1;SLC19A1;FZD2;PNPLA7;CABLES1;AIG1;SORL1;DEF6;TPCN1;DAP;TTC3;NOXA1;TBXAS1;TACC3;CRYL1;KBTBD7;SSBP4
LXR 22158963 ChIP-Seq LIVER Mouse	30/2000	0.01586260829977308	0.31004188949556477	0	0	1.5	6.215685927834112	CEBPA;AHCY;QPRT;AP2A2;LYL1;HHEX;DBP;CECR5;SLCO2B1;MFSD1;METTL7B;CD36;HES6;GAS2L3;CCDC34;MGMT;CLEC11A;IDH2;SORD;CABLES1;APBB1IP;TPST2;DUSP23;EEPD1;DAP;CD4;RNF125;CAT;DPEP2;CPVL
MAF 26560356 Chip-Seq TH2 Human	30/2000	0.01586260829977308	0.30092301039275404	0	0	1.5	6.215685927834112	LST1;ALOX15;NPL;NCAPH;LYL1;CALHM2;NT5DC2;STAB1;MAN1C1;PTGFRN;STK32C;ZCCHC24;TMEM86A;FUCA1;CLEC11A;CTNNBIP1;IL16;ABHD14A;SORL1;CDC25B;APBB1IP;CD4;FES;PPP1R3E;APEX1;TACC3;RIMBP3;PYROXD2;KBTBD7;RNF166
KDM2B 26808549 Chip-Seq DND41 Human	30/2000	0.01586260829977308	0.29232521009581824	0	0	1.5	6.215685927834112	C1QA;LRP3;NPL;GRAMD4;CORO1A;LYL1;HHEX;CALHM2;DBP;SH3TC1;LDHD;PMVK;TBC1D10C;MAN1C1;ZSWIM7;SLC19A1;ZCCHC24;CTNNBIP1;NME4;CDC25B;PLA2G15;PARVG;PPP1R3E;CAT;DPEP2;ERP29;SRPRB;CAMK1;PLCB2;SSBP4
PU 27001747 Chip-Seq BMDM Mouse	30/2000	0.01586260829977308	0.2842050653709344	0	0	1.5	6.215685927834112	AHCY;CDCA7L;LST1;GCNT1;ROGDI;F13A1;TRAM2;MRC2;MTHFD1L;NT5DC2;ENC1;STAB1;RRS1;LTA4H;SLC19A1;GAS2L3;DCXR;AP1B1;CABLES1;AIG1;RNASE1;MIF4GD;DOK2;TTC3;ELMO1;RIMBP3;KCTD12;ESYT1;MCM6;VCL
GATA1 21571218 ChIP-Seq MEGAKARYOCYTES Human	37/2601	0.01646613567971015	0.28704479765981206	0	0	1.4225297962322183	5.841546614204779	QPRT;SLC40A1;MGST2;AP2A2;LDHB;HHEX;WDR92;RACGAP1;MTHFD1L;SCFD2;IMPA2;SH3TC1;TOP1MT;HLTF;PMVK;MFSD1;METTL7A;ZSWIM7;DGCR6;SLC19A1;RNASET2;LMO2;IDH2;SORD;IL16;FRMD4A;AIG1;ASRGL1;TPCN1;DUSP23;CD4;FES;TBXAS1;CAT;ELMO1;PLCB2;VCL
RUNX1 20887958 ChIP-Seq HPC-7 Mouse	19/1120	0.017187155477949852	0.2917293495599383	0	0	1.6964285714285712	6.893595180788845	ZCCHC24;GAS2L3;RGS14;GLRX5;LST1;DEF6;TREML1;TPST2;LYL1;DOK2;DAP;HHEX;ARHGDIB;COTL1;ELMO1;EMB;ESYT1;SNRNP25;RNF166
SRY 25088423 ChIP-ChIP EMBRYONIC GONADS Mouse	42/3083	0.0209010801757892	0.3456717105995906	0	0	1.3623094388582548	5.269350840362658	CEBPA;CDCA7L;LST1;ALOX15;GRAMD4;CORO1A;FAM105A;LYL1;HHEX;DBP;ADORA3;MFSD3;POLD2;RRS1;PTGFRN;LTA4H;DGCR6;HES6;PAQR4;DCXR;CLEC11A;IDH2;ABHD14B;NME4;IL16;DEF6;TPCN1;BACE1;APBB1IP;DUSP23;DAP;TRAPPC6A;PARVG;FES;REEP4;TACC3;ERP29;ESYT1;SNRNP25;REEP6;RNF166;VCL
CLOCK 20551151 ChIP-Seq 293T Human	9/407	0.021641842407044004	0.34897470881358456	0	0	2.211302211302211	8.47620152506946	HES6;CEBPA;TMEM86A;DBP;FCGRT;PMVK;MFSD1;SLC25A5;VCL
LDB1 21186366 ChIP-Seq BM-HSCs Mouse	29/2000	0.02646038268142693	0.4162669958419602	0	0	1.45	5.266554653753375	SLC46A2;GCNT1;NPL;GRAMD4;RACGAP1;SH3TC1;SLCO2B1;NT5DC2;PMVK;RRS1;COTL1;LTA4H;CD36;APPL2;AFAP1L1;FUCA1;FRMD4A;COMMD6;MIF4GD;TPCN1;PLA2G15;TPST2;DAP;LPCAT4;REEP4;TBXAS1;SRPRB;PYROXD2;RNF166
TCF7 22412390 ChIP-Seq EML Mouse	29/2000	0.02646038268142693	0.4063558768933421	0	0	1.45	5.266554653753375	CEBPA;GRAMD4;CORO1A;LYL1;HHEX;DBP;MTHFD1L;SH3TC1;MAN1C1;MLEC;GPAT2;DGCR6;HES6;GAS2L3;CLEC11A;LMO2;DEF6;BACE1;TPST2;DOK2;RNF125;PARVG;PPP1R3E;NOXA1;ELMO1;RIMBP3;KCTD12;SLC25A5;SSBP4
IRF8 27001747 Chip-Seq BMDM Mouse	29/2000	0.02646038268142693	0.3969057402214039	0	0	1.45	5.266554653753375	C1QA;AHCY;CDCA7L;TREM2;LRMP;AIF1;FAM105A;ASGR2;PYCARD;HHEX;SLCO2B1;MFSD1;EMB;APPL2;TMEM86A;GPR34;LMO2;IL16;TPCN1;DUSP23;DOK2;NAAA;DPEP2;ERP29;GEMIN6;ESYT1;DOCK2;PLCB2;SSBP4
CEBPB 20176806 ChIP-Seq THIOMACROPHAGE Mouse	24/1588	0.0277375606041078	0.4066074224920348	0	0	1.5113350125944585	5.418087363944286	GAS2L3;SLC46A2;RGS19;UROS;GCNT1;CTNNBIP1;TREM2;NPL;MIF4GD;ASGR2;CDC25B;BACE1;HHEX;WDR92;MTHFD1L;TBXAS1;TBC1D10C;DPEP2;MAN1C1;MLEC;SRPRB;S100A4;LTA4H;RNF166
RUNX1 21571218 ChIP-Seq MEGAKARYOCYTES Human	63/5071	0.029064189067603007	0.4165867099689764	0	0	1.2423585091697888	4.395773105278991	AP2A2;TRAM2;ASGR2;ARHGAP4;LYL1;DBP;IMPA2;FCGRT;SLCO2B1;STAB1;MFSD3;COTL1;SLC12A9;ZCCHC24;RNASET2;DCXR;CTNNBIP1;LMO2;FRMD4A;VASH1;RNASE1;MIF4GD;PLA2G15;DUSP23;DOK2;CAT;DPEP2;ELMO1;SNURF;S100A4;PLCB2;RNF166;VCL;CATSPER1;CEBPA;RGS14;GCNT1;ASB13;LRP3;GRAMD4;LDHB;PAK1;CALHM2;MTHFD1L;CECR5;SH3TC1;MAN1C1;MLEC;LTA4H;ZSWIM7;SLC19A1;FIS1;PNPLA7;SORL1;DEF6;EEPD1;DAP;TBXAS1;CRYL1;PYROXD2;ESYT1;KBTBD7;SSBP4
VDR 23401126 ChIP-Seq LCL-AND-THP1 Human	6/239	0.033373496928233735	0.46795446779805994	0	0	2.510460251046025	8.535547780252804	APBB1IP;SH3TC1;TBXAS1;FRMD4A;AIG1;TMEM241
MEIS1 20887958 ChIP-Seq HPC-7 Mouse	22/1452	0.03361398458013269	0.4612982990252252	0	0	1.5151515151515151	5.1406258952444706	POP5;HES6;PNPLA7;ASB13;MGST2;LRMP;AP2A2;AIF1;CORO1A;DEF6;TREML1;PLA2G15;LYL1;DOK2;DAP;PARVG;STAB1;COTL1;ELMO1;KCTD12;LTA4H;PLCB2
NFE2L2 20460467 ChIP-Seq MEFs Mouse	17/1055	0.03603610781119556	0.48423519871294035	0	0	1.6113744075829384	5.3549739737795035	CATSPER1;MGMT;GCNT1;SLC40A1;MGST2;COMMD6;TRAM2;ZWINT;MRC2;DAP;HHEX;SCFD2;ENC1;ARHGDIB;TBXAS1;CAT;APPL2
NRF2 20460467 ChIP-Seq MEFs Mouse	17/1055	0.03603610781119556	0.4743528477187987	0	0	1.6113744075829384	5.3549739737795035	CATSPER1;MGMT;GCNT1;SLC40A1;MGST2;COMMD6;TRAM2;ZWINT;MRC2;DAP;HHEX;SCFD2;ENC1;ARHGDIB;TBXAS1;CAT;APPL2
SPI1 23127762 ChIP-Seq K562 Human	21/1389	0.038220038732383374	0.4930384996477455	0	0	1.511879049676026	4.935370904395369	RGS19;PNPLA7;CARD9;IDH2;ASB13;MGST2;AIG1;AIF1;CORO1A;ASRGL1;PLA2G15;PKIB;CD4;ADORA3;SLCO2B1;LDHD;NAAA;ELMO1;MAN1C1;DGCR6L;DOCK2
OLIG2 26023283 ChIP-Seq AINV15 Mouse	28/2000	0.0426153116203581	0.5389583528457054	0	0	1.4	4.417758327608556	SLC46A3;CEBPA;RGS14;CDCA7L;ASB13;MRC2;RACGAP1;CECR5;NT5DC2;ENC1;COTL1;EMB;ATP6V0E2;HADH;APPL2;HES6;FUCA1;CABLES1;FRMD4A;DEF6;CDC25B;TPCN1;TPST2;PCYOX1L;RIMBP3;REEP6;CPVL;SSBP4
CBP 21632823 ChIP-Seq H3396 Human	28/2000	0.0426153116203581	0.5285937691371342	0	0	1.4	4.417758327608556	SLC46A3;ASB13;AP2A2;PAK1;HHEX;CALHM2;SLCO2B1;APPL2;STK32C;ZCCHC24;TMEM86A;CCDC34;MGMT;UROS;LMO2;FRMD4A;SORL1;ASRGL1;ZWINT;BACE1;APBB1IP;MS4A6A;TSPAN15;CAT;ERP29;CRYL1;PYROXD2;VCL
GATA3 26560356 Chip-Seq TH2 Human	28/2000	0.0426153116203581	0.5186203017949241	0	0	1.4	4.417758327608556	CDCA7L;QPRT;ASB13;TREM2;NCAPH;MTHFD1L;SCFD2;ADORA3;SLCO2B1;STAB1;ARHGDIB;PMVK;POLD2;COTL1;MLEC;LTA4H;ATP6V0E2;APPL2;FZD2;RNASET2;IDH2;SORD;IL16;SORL1;TREML1;CD4;NAAA;PLCB2
PPARG 20176806 ChIP-Seq MACROPHAGES Mouse	21/1408	0.04316481436260265	0.515579727108865	0	0	1.4914772727272727	4.687309769670034	GAS2L3;GCNT1;CTNNBIP1;LMO2;ALOX15;F13A1;AIG1;SORL1;ASRGL1;APBB1IP;EEPD1;CECR5;TTC3;TBXAS1;ELMO1;MAN1C1;KCTD12;LTA4H;CD36;EMB;RNF166
ASH2L 23239880 ChIP-Seq MESCs Mouse	43/3336	0.04402658569346047	0.5163117776778546	0	0	1.288968824940048	4.025400153198399	SLC46A3;POP5;SLC46A2;AHCY;GCNT1;SLC40A1;NPL;PYCARD;LDHB;PAK1;HHEX;MTHFD1L;CECR5;HLTF;ENC1;MLEC;PTGFRN;EMB;HADH;APPL2;MAP4K1;ZCCHC24;FZD2;MGMT;UROS;LMO2;IDH2;NMNAT3;COMMD6;SORL1;ZWINT;DAP;REEP4;TTC3;NAAA;TACC3;DPEP2;ELMO1;RIMBP3;CRYL1;SRPRB;GEMIN6;KCTD12
