Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
SPI1 KD MOUSE GSE5654 CREEDSID GENE 202 DOWN	17/275	9.237538458806664E-7	1.6442818456675862E-4	0	0	4.134995439343266	57.45501816310881	RGS19;LST1;RNASE6;LRMP;ARHGAP15;CORO1A;PTGS1;TREML1;VAMP8;LDHB;GATM;DAP;LPAR6;FES;TBXAS1;COTL1;EMB
MYC KNOCKIN MOUSE GSE39443 CREEDSID GENE 1847 DOWN	15/223	1.4316180974168769E-6	2.3359235289518708E-4	0	0	4.4993026080957454	60.54578887806461	SASH3;CD52;PON2;LMO2;AP1B1;LRMP;MIF4GD;CORO1A;SORL1;ARHGAP4;TBC1D10C;COTL1;ERP29;PRKACB;MXD4
RUNX1 KO MOUSE GSE40155 CREEDSID GENE 1492 UP	17/286	1.5837723743385342E-6	2.3854048530421926E-4	0	0	3.9759571532146785	53.10169483954585	SASH3;CD52;RGS19;GIMAP1;LMO2;F13A1;TM6SF1;PTGS1;SULT1A1;TREML1;TPST2;LYL1;ARHGDIB;COTL1;KCTD12;ESYT1;DOCK2
GATA1 DELTAN MUTATION MOUSE GSE2433 CREEDSID GENE 980 DOWN	16/258	1.8594833907437873E-6	2.6006203421973824E-4	0	0	4.14819423919525	54.73630180489974	CEBPA;RGS19;HEXB;LMO2;VAMP8;LPAR6;FES;NT5DC2;ARHGDIB;RRS1;COTL1;ERP29;MAN1C1;EMB;CD36;SLC25A5
SON KD HUMAN GSE26888 CREEDSID GENE 62 UP	18/322	1.8757827581303872E-6	2.448521760279532E-4	0	0	3.7391719811379547	49.30653342691049	POP5;GSTK1;TESC;DCXR;TECR;ZWINT;APRT;ACAT1;SULT1A1;GGCT;MZT2A;SAMM50;NDUFS7;IMPA2;POLD2;S100A4;SNRNP25;MCM6
SON KD HUMAN GSE26888 CREEDSID GENE 890 DOWN	18/322	1.8757827581303872E-6	2.2954891502620614E-4	0	0	3.7391719811379547	49.30653342691049	POP5;GSTK1;TESC;DCXR;TECR;ZWINT;APRT;ACAT1;SULT1A1;GGCT;MZT2A;SAMM50;NDUFS7;IMPA2;POLD2;S100A4;SNRNP25;MCM6
RARA ACTIVATION HUMAN GSE5679 CREEDSID GENE 2385 UP	17/300	3.0274027351325474E-6	3.4868556208173695E-4	0	0	3.79041248606466	48.167824596589675	AHCY;HEXB;ALOX15;ITGAE;TM6SF1;AIF1;SORL1;MS4A4A;PTGS1;VAMP8;EEF1B2;LDHB;HLA-DMB;TBXAS1;MFSD1;KCTD12;LTA4H
CEBPA KO MOUSE GSE61468 CREEDSID GENE 1476 DOWN	16/278	4.8649057071618005E-6	5.291936319234892E-4	0	0	3.8497629989653763	47.09593407046989	CEBPA;CARD9;ROGDI;LY86;SLC40A1;MGST2;F13A1;DHCR24;AIF1;SORL1;DUSP7;BACE1;GATM;MAN1C1;EMB;TGFBI
VDR KO MOUSE GSE2421 CREEDSID GENE 1151 DOWN	17/312	5.1129460640388915E-6	5.269025470204289E-4	0	0	3.6446273904467885	44.40517353616708	FIS1;CD52;C1QA;TECR;LY86;TREM2;PRCP;VAMP8;PACS2;NDUFS7;STAB1;ARHGDIB;TBXAS1;ERP29;ESYT1;SLC25A5;C1QC
SP3 DEFICIENCY MOUSE GSE9124 CREEDSID GENE 637 DOWN	18/350	6.012088277828392E-6	5.885834423993996E-4	0	0	3.440038222646918	41.35523960752773	QPRT;TECR;LMO2;NUDT1;SLC40A1;NME4;APRT;VAMP8;QDPR;TMEM256;TST;CCNE1;NT5DC2;HMBS;PNPO;MCM6;HADH;SLC25A5
MBD2 KO MOUSE GSE48653 CREEDSID GENE 1051 UP	19/389	6.944670321462431E-6	6.475078328296877E-4	0	0	3.267102853556413	38.805131931310676	C1QA;LST1;LMO2;ALOX15;LY86;SLC40A1;F13A1;TM6SF1;AIF1;LYL1;HHEX;RACGAP1;FCGRT;FES;NAAA;KCTD12;TGFBI;APPL2;C1QC
HMGA2 OE MOUSE GSE24071 CREEDSID GENE 2564 DOWN	16/289	7.947349296979834E-6	7.073140874312053E-4	0	0	3.703232227378459	43.48584178091761	CD52;MGST2;F13A1;LRMP;TRAM2;CORO1A;FLI1;ARHGAP4;CDC25B;LPAR6;ARHGDIB;ELMO1;S100A4;CD36;WDFY2;DOCK2
VDR KO MOUSE GSE2421 CREEDSID GENE 1152 UP	15/263	1.0738175476727043E-5	9.141455471057196E-4	0	0	3.8149980289176852	43.65008341279207	C1QA;HEXB;LST1;LY86;SLC40A1;TM6SF1;AIF1;VAMP8;EEF1B2;ARHGDIB;S100A4;CD36;TGFBI;MCM6;FOLR2
KMT2A CHROMTRANSLOC HUMAN GSE15013 CREEDSID GENE 1506 UP	14/234	1.2358356286364804E-5	0.0010082359003625951	0	0	4.001943801274905	45.226679649674416	FIS1;LMO2;RNASE6;F13A1;SORL1;LDHB;HLA-DMA;HLA-DMB;LPAR6;STAB1;EMB;CD36;TGFBI;CPVL
TCF3 KO MOUSE GSE27402 CREEDSID GENE 2169 UP	14/235	1.2967356380477136E-5	0.0010156033517189694	0	0	3.9849142531843738	44.842540578030636	AHCY;CDCA7L;LY86;ABHD14A;EEF1B2;QDPR;SAMM50;MTHFD1L;NDUFS7;APEX1;RRS1;ERP29;EMB;HADH
ZFX KO MOUSE GSE7069 CREEDSID GENE 178 UP	13/206	1.4367839825822758E-5	0.0010820088607292678	0	0	4.221190375685944	47.068460086309045	CD52;GAS2L3;CDCA7L;LST1;LMO2;FRMD4A;EEF1B2;HHEX;ARHGDIB;KCTD12;EMB;HADH;APPL2
ERG OE CD34 HUMAN GSE53665 RNASEQ UP	17/338	1.4570555028807365E-5	0.00105663506468166	0	0	3.364271437335497	37.46623525303431	HEXB;TESC;VASH1;PLXDC2;MS4A6A;HLA-DMB;LPAR6;FES;STAB1;ARHGDIB;S100A4;KCTD12;CD36;EMB;WDFY2;PLCB2;NAIP
NR2C2 KO MOUSE GSE21903 CREEDSID GENE 2200 DOWN	14/239	1.5676939861228602E-5	0.0010962660088673429	0	0	3.918221127608066	43.3485330840599	GSTK1;GSTM2;GLRX5;SORD;GCHFR;QDPR;DBP;SLCO2B1;CAT;METTL7B;CD36;REEP6;HADH;SLC25A5
AR KD HUMAN GSE22483 CREEDSID GENE 2194 DOWN	17/341	1.6325319127902635E-5	0.0011022405121528746	0	0	3.334673741405859	36.757419489754604	POP5;AHCY;GLRX5;SORD;ZWINT;EEF1B2;LDHB;PKIB;RACGAP1;HLTF;POLD2;MLEC;EMB;SNRNP25;ATP6V0E2;SLC25A5;PRKACB
HES1 KO MOUSE GSE52106 CREEDSID GENE 2518 DOWN	14/242	1.8025430009721977E-5	0.0011764597319678545	0	0	3.8696481384228423	42.27097992287125	SLC46A3;HES6;CEBPA;AHCY;PNPLA7;SORD;DHCR24;MIF4GD;RXRA;DBP;SLCO2B1;CAT;ERP29;SLC37A4
ZFX KD HUMAN GSE43021 CREEDSID GENE 157 UP	15/275	1.8191648029882006E-5	0.0011490079626615796	0	0	3.6485253876558223	39.822005358462036	CD52;GAS2L3;LST1;F13A1;PRCP;CORO1A;SORL1;KIAA0930;MS4A6A;SAMM50;HLA-DMB;COTL1;METTL7B;S100A4;NAIP
MYC KD HUMAN GSE57538 CREEDSID GENE 1753 DOWN	16/309	1.8244647470764222E-5	0.0011163443671173858	0	0	3.463540821075646	37.79290644405339	CEBPA;GAS2L3;DCXR;QPRT;DHCR24;MTURN;ACSF2;TPST2;EXOSC5;HLA-DMA;ENC1;KCTD12;CD36;GPD1L;HADH;ZBED3
FOXP1 OE HUMAN GSE51382 CREEDSID GENE 1434 UP	15/279	2.1539094707553206E-5	0.0012779862859814903	0	0	3.5962167799474956	38.64365417179937	SASH3;CD52;LY86;COMMD6;CORO1A;VAMP8;GGCT;HLA-DMA;HLA-DMB;ARHGDIB;COTL1;MFSD1;S100A4;SNRNP25;SLC25A5
NFKB1 INACTIVATION HUMAN GSE20667 CREEDSID GENE 2575 DOWN	15/281	2.3408577946294785E-5	0.0013480586946719175	0	0	3.5706209309798975	38.07141726468809	SASH3;POP5;CDCA7L;GLRX5;LMO2;ITGAE;ZWINT;CDC25B;EEF1B2;TPST2;SH3TC1;APEX1;RRS1;SNRNP25;MCM6
DOT1L DELETION MOUSE GSE25911 CREEDSID GENE 455 UP	13/220	2.8759027448638384E-5	0.0016088621641266844	0	0	3.952569169960474	41.33027210195465	SASH3;CD52;PNPLA7;NUDT1;MGST2;SORL1;PARL;PTGS1;VAMP8;PARVG;ARHGDIB;S100A4;TGFBI
RUNX1 KO MOUSE GSE34292 CREEDSID GENE 2396 UP	14/253	2.9507311132841754E-5	0.0016048698666140042	0	0	3.7014025671870665	38.608858213645256	MAP4K1;CD52;C1QA;GPR34;RNASE6;LY86;F13A1;NPL;AIF1;CORO1A;ARHGDIB;NOXA1;DNASE1L3;C1QC
GATA6 KO MOUSE GSE47049 CREEDSID GENE 2225 UP	15/287	2.9906022788633002E-5	0.0015825943951390112	0	0	3.4959738035029657	36.419134630396975	C1QA;LMO2;F13A1;MYO7A;FLI1;VAMP8;FCGRT;TBXAS1;S100A4;KCTD12;TGFBI;SLC25A5;FOLR2;SNX5;C1QC
XBP1 OE MOUSE GSE6980 CREEDSID GENE 1507 DOWN	11/160	2.9937519725200398E-5	0.0015425700953142732	0	0	4.59866220735786	47.901495929370455	MAP4K1;SASH3;CD52;HHEX;ARHGDIB;LMO2;TBC1D10C;LY86;LRMP;MIF4GD;CORO1A
NFKB1 INACTIVATION HUMAN GSE20667 CREEDSID GENE 2574 DOWN	16/326	3.4970200595551236E-5	0.0017556834042587006	0	0	3.282926729179063	33.68615801772688	SASH3;POP5;CLEC11A;IDH2;ICAM3;ITGAE;TM6SF1;CORO1A;EEF1B2;GGCT;MZT2A;APEX1;ARHGDIB;ERP29;SNURF;SLC25A5
RORC KO MOUSE GSE27241 CREEDSID GENE 1686 DOWN	16/330	4.047902451876471E-5	0.0019814482501935324	0	0	3.2431336779162865	32.803410580341016	GAS2L3;NCAPH;CDC25B;PKIB;DBP;HIRIP3;RACGAP1;NDUFAF6;SAPCD2;LPAR6;FES;REEP4;NT5DC2;TACC3;MTFR2;CENPP
GFI1B OE MOUSE GSE33709 CREEDSID GENE 452 UP	14/261	4.148954360989471E-5	0.001981378692394484	0	0	3.5879496149361216	36.202659626995604	SLC45A4;ZCCHC24;TMEM86A;RGS14;LMO2;MYO7A;PTGS1;CDC25B;TPCN1;VAMP8;CALHM2;NT5DC2;PMVK;VCL
GFI1B OE MOUSE GSE33709 CREEDSID GENE 772 DOWN	14/262	4.3252407626156006E-5	0.002016386050762225	0	0	3.574255150756976	35.9157515429819	SLC45A4;ZCCHC24;TMEM86A;RGS14;LMO2;MYO7A;PTGS1;CDC25B;TPCN1;VAMP8;CALHM2;NT5DC2;PMVK;VCL
NFE2L2 KO MOUSE GSE18344 CREEDSID GENE 960 DOWN	12/197	4.3365131267511654E-5	0.001974626209809019	0	0	4.074495356773	40.93178900956855	GSTM2;GPR34;CHN2;TMEM117;CLEC11A;TBXAS1;SLC40A1;SORD;MGST2;NPL;REEP6;MCM6
FOXP3 INDUCTION MOUSE GSE35543 CREEDSID GENE 3036 UP	11/167	4.439044218547686E-5	0.0019753746772537203	0	0	4.405903911241063	44.15811193227418	GSTK1;C1QA;FOCAD;GPR34;FCGRT;LST1;SLC40A1;PDXP;TM6SF1;AIF1;C1QC
POU2AF1 MUT MOUSE GSE12356 CREEDSID GENE 598 UP	14/263	4.508052618460668E-5	0.0019615037837657752	0	0	3.5606648269898393	35.631787263675605	SASH3;CD52;TECR;IDH2;F13A1;MYO7A;SORL1;PYCARD;DAP;HMBS;ARHGDIB;COTL1;SLC37A4;DOCK2
LHX1 ABLATION MOUSE GSE4230 CREEDSID GENE 776 DOWN	17/373	5.0632300367869126E-5	0.0021551748721801685	0	0	3.0485891308831046	30.153353761568656	DCXR;GLRX5;GCNT1;IDH2;SORD;ABHD14B;ACAT1;QDPR;LDHB;GATM;TMEM256;NDUFS7;TST;HADH;SLC37A4;SLC25A5;LGR4
IRF9 OE HUMAN GSE50002 CREEDSID GENE 1656 DOWN	13/233	5.2109559924475646E-5	0.0021708620921728366	0	0	3.732039559619332	36.805979228232786	ZCCHC24;NCAPH;CLYBL;PTGS1;RNF125;MBLAC2;MTHFD1L;REEP4;FFAR4;ELMO1;REEP6;CENPP;SLC37A4
MYC KO MOUSE GSE58079 CREEDSID GENE 2553 DOWN	14/270	5.988216344892435E-5	0.0024426932506873725	0	0	3.468351294438251	33.72323700496354	AHCY;CABLES1;NME4;DNPH1;CLYBL;WDR77;DUSP7;GATM;NDUFAF6;LPCAT4;TOP1MT;NT5DC2;GEMIN6;SLC19A1
ASCL1 KO G523NS HUMAN GSE87615 RNASEQ UP	16/344	6.627649325906543E-5	0.0026483545673724514	0	0	3.111145679396438	29.934433459705666	ZCCHC24;PON2;FRMD4A;VASH1;RNASE1;CDC25B;MRC2;BACE1;GNG7;COTL1;MLEC;PTGFRN;METTL7A;ATP6V0E2;SLC25A5;MXD4
KDM2B OE MOUSE GSE34691 CREEDSID GENE 354 DOWN	15/308	6.689322846077181E-5	0.002619538826523824	0	0	3.2576119532641274	31.31351088512229	CLEC11A;ACSF2;MRC2;VAMP8;EXOSC5;TST;OLFML3;TTC3;NAAA;COTL1;CRYL1;EMB;ZSWIM7;TGFBI;LGR4
KDM2B OE MOUSE GSE34691 CREEDSID GENE 607 UP	15/309	6.937531010999681E-5	0.0026634677881445835	0	0	3.247069519758418	31.093871207759385	CLEC11A;ACSF2;MRC2;VAMP8;EXOSC5;TST;OLFML3;TTC3;NAAA;COTL1;CRYL1;EMB;ZSWIM7;TGFBI;LGR4
PLAGL2 DEFICIENCY MOUSE GSE9123 CREEDSID GENE 166 DOWN	14/275	7.290214253937765E-5	0.00274504605946349	0	0	3.405290361812101	32.440132662750436	SLC46A3;FUCA1;HEXB;SLC40A1;NPL;APRT;ACAT1;QDPR;TMEM256;FCGRT;PNPO;REEP6;HADH;SLC37A4
SOX9 OE MOUSE GSE34060 CREEDSID GENE 2743 DOWN	11/177	7.523135239765542E-5	0.002779301660275647	0	0	4.15698278631219	39.470312503393075	APBB1IP;CD52;DAP;CD4;GATM;ARHGDIB;LY86;ARHGAP15;DOCK2;CORO1A;FLI1
EZH2 SHRNA PROE HUMAN GSE59089 RNASEQ UP	16/349	7.850054579182315E-5	0.0028463716418590693	0	0	3.0665733917260014	28.98649360082952	CEBPA;RGS19;FUCA1;HEXB;SLC40A1;ICAM3;NPL;CORO1A;SORL1;NISCH;FCGRT;ARHGDIB;CAT;LTA4H;EMB;TLR4
FLI1 KD HUMAN GSE27524 CREEDSID GENE 1594 UP	15/313	8.012875193934983E-5	0.0028525835690408536	0	0	3.205573423659269	30.234570456613476	ZCCHC24;QPRT;LMO2;FRMD4A;SPATA20;TM6SF1;SORL1;ACSF2;TPCN1;TRAPPC6A;CALHM2;ENC1;KCTD12;TGFBI;MXD4
TCF12 KO MOUSE GSE27402 CREEDSID GENE 2168 UP	15/315	8.60323899607697E-5	0.0030080610632711976	0	0	3.1852205765249244	29.816170425756557	SASH3;LRRC45;AHCY;TECR;LY86;APRT;HIRIP3;NDUFS7;IMPA2;ARHGDIB;ERP29;EMB;MCM6;HADH;SLC25A5
NFE2L2 KO MOUSE GSE18344 CREEDSID GENE 966 DOWN	13/245	8.684218756869779E-5	0.0029831053203422855	0	0	3.54924578527063	33.19048100257595	GSTM2;SLC40A1;MGST2;PLA2G15;PARVG;TST;LPCAT4;CHN2;TMEM117;LDHD;TBXAS1;CAT;REEP6
NCOA2 KO MOUSE GSE41558 CREEDSID GENE 46 UP	12/212	8.79420772770816E-5	0.0029688032294573415	0	0	3.7862055909635894	35.358738586345524	GSTK1;LDHB;GSTM2;NDUFS7;GLRX5;TECR;IDH2;SORD;SNURF;CD36;HADH;SLC25A5
IRF7 OE HUMAN GSE37828 CREEDSID GENE 1146 UP	16/353	8.966262143328799E-5	0.0029755832672267437	0	0	3.031824684737605	28.254958514178874	POP5;GLRX5;ZWINT;APRT;DUSP7;PTGS1;GCHFR;TPST2;DAP;NDUFS7;ARHGDIB;ERP29;S100A4;MCM6;SLC25A5;CAMK2G
EZH1 SHRNA PROE HUMAN GSE59089 RNASEQ UP	19/470	9.21630743012801E-5	0.0030075883246984407	0	0	2.704048957517968	25.125890423698248	GSTM2;CLEC11A;AP1B1;DHCR24;CORO1A;SORL1;KIAA0930;PARVG;FES;STAB1;ARHGDIB;ELMO1;ERP29;MLEC;EMB;METTL7A;ESYT1;DOCK2;VCL
TCF4 KD HUMAN GSE18560 CREEDSID GENE 1275 DOWN	13/247	9.424957439075119E-5	0.003025256830444112	0	0	3.520506953001232	32.63356538424343	POP5;AHCY;TESC;ABHD14B;ZWINT;EEF1B2;GGCT;LDHB;SAPCD2;APEX1;POLD2;MLEC;MCM6
ZXDC DEPLET MOUSE GSE45417 CREEDSID GENE 1257 DOWN	14/286	1.1051439804018998E-4	0.0034901159897208385	0	0	3.274317655588559	29.830228138278557	POP5;GAS2L3;CARD9;TREM2;CORO1A;ASRGL1;ZWINT;HHEX;AMDHD1;RRS1;KCTD12;EMB;PRKACB;TLR4
DOT1L DELETION MOUSE GSE25911 CREEDSID GENE 454 UP	13/252	1.1520427657040435E-4	0.003580475770235741	0	0	3.4506556245686677	31.293318451982547	CD52;HEXB;ROGDI;SLC40A1;MGST2;F13A1;SORL1;APRT;PTGS1;VAMP8;ARHGDIB;S100A4;TGFBI
HNF4A KO MOUSE GSE3126 CREEDSID GENE 195 DOWN	14/290	1.2786511215379966E-4	0.003911873274955308	0	0	3.2291546534425097	28.947868816491006	CEBPA;AHCY;TECR;QPRT;SORD;ASGR2;ACAT1;SULT1A1;QDPR;TST;CAT;REEP6;HADH;SLC37A4
DNMT1 KO MOUSE GSE31626 CREEDSID GENE 1237 DOWN	14/292	1.3739284121323957E-4	0.004138695124546509	0	0	3.2070371558161908	28.519111178496853	CEBPA;ANAPC15;AHCY;LST1;TECR;NUDT1;GATM;NT5DC2;TACC3;COTL1;ERP29;MLEC;ESYT1;MCM6
RORA KO MOUSE GSE23736 CREEDSID GENE 1155 DOWN	14/292	1.3739284121323957E-4	0.004075987622659441	0	0	3.2070371558161908	28.519111178496853	CD52;C1QA;LY86;F13A1;TREM2;CORO1A;DOK2;DAP;DBP;NAAA;COTL1;ERP29;S100A4;C1QC
CEBPG KO MOUSE GSE47777 CREEDSID GENE 3104 UP	15/330	1.437878120526879E-4	0.004202037850733775	0	0	3.0404378230465188	26.899275988170693	GSTK1;CD52;DCXR;LY86;SLC40A1;SORD;AIF1;DEF6;GCHFR;LDHB;STAB1;ARHGDIB;CD36;ATP6V0E2;C1QC
ERG KD HUMAN GSE14801 CREEDSID GENE 827 DOWN	16/368	1.4488755794612733E-4	0.004171909389095843	0	0	2.908244874218409	25.707583477710422	HEXB;CDCA7L;PON2;LMO2;MGST2;TM6SF1;RNASE1;ZWINT;TST;FCGRT;APEX1;ERP29;SNURF;KCTD12;LTA4H;PRKACB
ZXDC DEPLETION HUMAN GSE45417 CREEDSID GENE 3044 UP	13/258	1.455572932056935E-4	0.0041304518854601135	0	0	3.370407819346141	29.777353492154266	CDCA7L;NUDT1;SLC40A1;F13A1;LRMP;NCAPH;ZWINT;IMPA2;EMB;MCM6;MTFR2;XXYLT1;PRKACB
SUZ12 SHRNA PROE HUMAN GSE59089 RNASEQ UP	13/261	1.6315886549890044E-4	0.004563786552097815	0	0	3.3316674995835416	29.054759942839272	CEBPA;HEXB;CLEC11A;ICAM3;SORL1;NISCH;VAMP8;APBB1IP;PYCARD;FCGRT;ARHGDIB;CAT;MFSD1
FOXP3 ABLATION MOUSE GSE6681 CREEDSID GENE 91 UP	12/227	1.673981705384869E-4	0.0046164171537233425	0	0	3.536015794203881	30.74613585485183	CD52;DAP;ARHGDIB;TBC1D10C;COTL1;S100A4;DOCK2;SLC25A5;PRKACB;CORO1A;SORL1;RNF166
SP3 KD HUMAN GSE50588 CREEDSID GENE 2787 DOWN	14/300	1.8191971453311584E-4	0.004947205570220011	0	0	3.121516164994426	26.882325832805698	SLC27A1;DCXR;PON2;QPRT;NME4;SPATA20;CORO1A;PYCARD;IMPA2;FCGRT;NAAA;TBC1D10C;NUDT14;SLC19A1
KCNIP3 KO MOUSE GSE16874 CREEDSID GENE 1030 UP	14/301	1.8827715992039457E-4	0.005049954508549761	0	0	3.111145679396438	26.686148948854242	C1QA;SCARB1;GPR34;LST1;ALOX15;SLC40A1;F13A1;AIF1;HMBS;PNPO;S100A4;EMB;TGFBI;C1QC
XBP1 OE MOUSE GSE6980 CREEDSID GENE 1507 UP	14/305	2.1566294090406406E-4	0.0057063248417588835	0	0	3.070343768846976	25.919209077203895	C1QA;GLRX5;LST1;SLC40A1;F13A1;GRAMD4;EEF1B2;DAP;CAT;COTL1;S100A4;EMB;TGFBI;C1QC
FOXA1 KD HUMAN GSE25315 CREEDSID GENE 2164 DOWN	14/306	2.2302263043558356E-4	0.0058223774719049675	0	0	3.0603099656808097	25.731812433232413	PAQR4;NUDT1;ICAM3;BRI3BP;ZWINT;RACGAP1;SAPCD2;TACC3;TGFBI;MCM6;MTFR2;GPD1L;CENPP;CEP78
IRF8 KO MOUSE GSE39228 CREEDSID GENE 2195 UP	12/237	2.49265097515373E-4	0.00642185606493553	0	0	3.386816815545489	28.100397372439435	DOK2;TMEM256;SAPCD2;TST;REEP4;TECR;MGST2;LRMP;PRKACB;NCAPH;VCL;APRT
PAX5 SIRNA T47D HUMAN GSE79586 RNASEQ DOWN	16/387	2.5581587487252203E-4	0.006505032246758417	0	0	2.7654628261301673	22.873288528798593	SCARB1;NAA40;DCXR;QPRT;IDH2;DHCR24;BRI3BP;ZWINT;APRT;RXRA;OLFML3;TTC3;CAT;MCM6;SLC25A5;VCL
IRF8 KO MOUSE GSE39228 CREEDSID GENE 2195 DOWN	13/274	2.6222411917317787E-4	0.006582497760783106	0	0	3.17359568390987	26.17045700784514	SLC46A3;C1QA;LST1;GCNT1;RNASE6;LY86;PDXP;SORL1;FCGRT;SLCO2B1;TGFBI;DOCK2;C1QC
ZHX2 KD HUMAN GSE50588 CREEDSID GENE 2814 DOWN	14/311	2.6315546656888227E-4	0.006522258272681917	0	0	3.011108840830636	24.819864289138312	CCDC34;CDCA7L;RNASET2;NUDT1;CABLES1;CHD1L;FLI1;KIAA0930;RACGAP1;LPAR6;TTC3;TBC1D10C;MLEC;LTA4H
FOXP1 KD HUMAN GSE51382 CREEDSID GENE 2764 DOWN	14/311	2.6315546656888227E-4	0.0064407300442733935	0	0	3.011108840830636	24.819864289138312	SASH3;POP5;CD52;AHCY;LY86;BRI3BP;CORO1A;VAMP8;HLA-DMA;HLA-DMB;APEX1;ARHGDIB;COTL1;MLEC
VDR KO MOUSE GSE2421 CREEDSID GENE 1153 UP	12/241	2.9044535138902645E-4	0.0070208888644409115	0	0	3.330604088316518	27.12475649735367	VAMP8;C1QA;HEXB;LST1;ENC1;S100A4;CD36;TGFBI;TM6SF1;AIF1;CORO1A;SNX5
